radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
0.5,0.08104595768004662,0.0007560415510433231,0.0802899161290033,2,True
1.0,0.1241670743986823,0.0012834019214227332,0.12288367247725956,4,True
1.5,0.2365227332041904,0.0013530852051422653,0.23516964799904813,10,True
2.0,0.3066377830228554,0.0008847052779093668,0.3057530777449459,18,True
2.5,0.36624763468973365,0.00042057039366877335,0.3658270642960648,30,True
3.0,0.40443406941052557,0.00012539923570312325,0.40430867017482247,40,True
3.5,0.4529989419531872,-6.354328731491784e-05,0.4530624852405021,56,True
4.0,0.4901140306735193,-0.00011015146670687243,0.49022418214022623,72,True
4.5,0.5226601378575523,-5.892244047610542e-05,0.5227190602980283,90,True
5.0,0.5576027580758718,-6.046916558417157e-05,0.557663227241456,112,True
5.5,0.5888400090338857,-4.361156496534668e-05,0.588883620598851,136,True
6.0,0.6122584575962713,-1.3838588959911289e-05,0.6122722961852313,158,True
6.5,0.6414802576557861,-7.153693059166804e-05,0.6415517945863778,188,True
7.0,0.6675764798558372,-0.00018530733625737612,0.6677617871920947,220,True
7.5,0.6912679347391908,-0.0003573198293504666,0.6916252545685413,254,True
8.0,0.710940801815729,-0.0005177491748369613,0.711458550990566,286,True
