cycle,segment,period_model,same_phase_L1,normal_mean,normal_amplitude,registry_shear_amplitude,registry_index_increment,cycle_net_transfer,cycle_gross_grid_traffic,external_work_ev_cell,raw_mass,mass_residual,mean_well_index,outside_central_mass,normal_strain,registry_shear,intrawell_shear,registry_index_shear,cumulative_net_transfer,cumulative_gross_grid_traffic,outer_well_mass,upper_normal_edge_mass,P_-1,P_+0,P_+1
1,cyclic,40.0,0.0031575459132991315,0.018402338354056094,4.2083785555426315e-05,0.000157506548303078,1.7427353911905312e-06,1.7427353911972625e-06,0.016711392006852257,1.4676210662245846e-07,1.0000000000000053,5.329070518200751e-15,1.7427353911905312e-06,0.0015710970494630548,0.018399576983768484,-9.983815732941535e-05,-0.00010197256356196896,2.1344062325532175e-06,1.7427353911972625e-06,0.016711392006852257,0.0015710970494630548,1.0547004762314522e-11,0.0007846771570359321,0.9984289029505422,0.0007864198924271227
2,cyclic,40.0,0.0027678406022571453,0.018402183671331656,4.200585145037149e-05,0.00015361880277153992,9.070464980229358e-09,9.070464996934965e-09,0.016699031555980754,1.7251505301492018e-07,1.0000000000000104,1.0436096431476471e-14,1.7518058561707605e-06,0.0029549749151368096,0.01839957372171548,-9.994075546090042e-05,-0.00010208627069891905,2.1455152380188906e-06,1.7518058561941975e-06,0.03341042356283301,0.0029549749151368096,1.0546956767307158e-11,0.0014766115546403194,0.9970450250848737,0.0014783633604964902
3,cyclic,40.0,0.0027620671436478744,0.018402183025878458,4.200543079850225e-05,0.00015361502807966816,5.1633783264542264e-09,5.163378351616399e-09,0.01668759842681003,1.7254428650149292e-07,1.0000000000000153,1.532107773982716e-14,1.7569692344972148e-06,0.004335959615821597,0.018399573698271797,-9.993571579089673e-05,-0.00010208755485003998,2.15183905914327e-06,1.756969234545814e-06,0.05009802198964304,0.004335959615821597,1.0546956423375018e-11,0.00216710132329355,0.995664040384194,0.0021688582925280474
4,cyclic,40.0,0.0027563202080062607,0.01840218302117788,4.200542779966149e-05,0.0001536155517992364,5.145803165946022e-09,5.145803209753719e-09,0.016676052080292644,1.7254483537800576e-07,1.0000000000000187,1.865174681370263e-14,1.7621150376631608e-06,0.005714070888531947,0.018399573698052337,-9.993060101581336e-05,-0.00010208874237099274,2.158141355179953e-06,1.7621150377555676e-06,0.06677407406993568,0.005714070888531947,1.0546956420839698e-11,0.0028561543867471418,0.9942859291114867,0.002857916501784805
5,cyclic,40.0,0.002750585134432389,0.018402183021057828,4.2005427778381635e-05,0.00015361607452671426,5.136807463757702e-09,5.1368075184091144e-09,0.016664528249208443,1.7254535416759203e-07,1.0000000000000229,2.2870594307278225e-14,1.7672518451269185e-06,0.00708931472552972,0.018399573697999987,-9.992549556026969e-05,-0.00010208992819404641,2.1644326337765163e-06,1.7672518452739767e-06,0.08343860231914413,0.00708931472552972,1.0546956420746083e-11,0.0035437737368422964,0.9929106852744934,0.0035455409886874234
6,cyclic,40.0,0.002744861992907363,0.018402183020970714,4.200542777817867e-05,0.00015361659608003627,5.12787205492252e-09,5.127872119547322e-09,0.016653028382827978,1.7254587202905612e-07,1.0000000000000264,2.6423307986078726e-14,1.772379717181841e-06,0.008461697093152941,0.018399573697948316,-9.992039859362957e-05,-0.00010209111156240586,2.170712968776935e-06,1.772379717393524e-06,0.1000916307019721,0.008461697093152941,1.054695642067008e-11,0.0042299623567178795,0.9915383029068735,0.004231734736435061
7,cyclic,40.0,0.0027391507595106355,0.018402183020884012,4.200542777858633e-05,0.00015361711654734528,5.118954303833788e-09,5.118954396650388e-09,0.016641552444107338,1.725463888160368e-07,1.0000000000000313,3.1308289294429414e-14,1.7774986714856748e-06,0.009831223945260465,0.018399573697896916,-9.991531008642969e-05,-0.00010209229246823784,2.176982381807443e-06,1.7774986717901745e-06,0.11673318314607944,0.009831223945260465,1.0546956420594367e-11,0.00491472322329449,0.9901687760547706,0.004916500721965976
8,cyclic,40.0,0.0027334514094785284,0.01840218302079753,4.200542777851694e-05,0.0001536176359320822,5.110053895649572e-09,5.110054001472575e-09,0.016630100383367485,1.7254690452783047e-07,1.000000000000034,3.397282455352979e-14,1.7826087253813244e-06,0.0111979012233224,0.018399573697845926,-9.991023002240193e-05,-0.00010209347091651142,2.1832408941086748e-06,1.782608725791647e-06,0.13336328352944693,0.0111979012233224,1.0546956420518793e-11,0.005598059307298509,0.9888020987767114,0.005599841916023891
9,cyclic,40.0,0.002727763918081359,0.01840218302071115,4.200542777858633e-05,0.00015361815423645713,5.101170834697999e-09,5.101170933580201e-09,0.016618672150926328,1.7254741916647633e-07,1.0000000000000355,3.552713678800501e-14,1.7877098962160224e-06,0.012561734856446497,0.018399573697794665,-9.990515838533438e-05,-0.00010209464691226143,2.1894885269265635e-06,1.7877098967252272e-06,0.14998195568037326,0.012561734856446497,1.0546956420443367e-11,0.00627997357327514,0.9874382651435889,0.0062817612831713564
10,cyclic,40.0,0.002722088260643236,0.01840218302062504,4.2005427778789295e-05,0.00015361867146282312,5.092305008220347e-09,5.092305122716967e-09,0.01660726769720433,1.72547932734372e-07,1.0000000000000382,3.8191672047105385e-14,1.7928022012242427e-06,0.013922730761403828,0.01839957369774354,-9.990009515936241e-05,-0.0001020958204607312,2.1957253013689428e-06,1.7928022018479442e-06,0.1665892233775776,0.013922730761403828,1.0546956420368102e-11,0.006960468979601302,0.9860772692386343,0.006962261781802526
