iteration,energy,maximum_force
0,1.0853502099938153,1.2220344546588486
1,1.0348495645858575,0.0865679869534836
2,1.0332719801713721,0.004893479286865454
3,1.033269799255291,1.8996321578840236e-05
4,1.0332697992413342,3.4423508488146126e-10
