index,eigenvalue
0,-1.2566528579363148
1,0.14958720824092486
2,0.26317573523614524
3,0.2756177732878746
4,0.3928539520516945
5,0.39727062788067613
6,0.42593820854496767
7,0.4536859324799547
8,0.495185267655496
9,0.6517804987146651
10,0.6983498548873641
11,0.7051852974660768
12,0.7900213599713064
13,0.8367017891708537
14,0.900773549695765
15,0.9289891181069589
16,0.9569444550079593
17,1.0240015504107083
18,1.069020179240348
19,1.1580429883208185
20,1.2678771248584981
21,1.2733074830422701
22,1.338139087158018
23,1.388294093849562
24,1.4446196836348961
25,1.4536342513962572
26,1.4787622850975337
27,1.5322316680342265
28,1.643242586203126
29,1.6824850074186748
30,1.7585720082350922
31,1.7636520731727137
32,1.7794696850790155
33,1.8843479947884925
34,1.9113720390126026
35,2.0368301720785777
36,2.082968755275753
37,2.0976687938318515
38,2.1113474587400507
39,2.130151722128746
40,2.2290803055007977
41,2.2992482491888597
42,2.30065726609956
43,2.342031720751046
44,2.3545114975131756
45,2.40007067074304
46,2.4806477606112742
47,2.5179576803488444
48,2.6752343572994106
49,2.696866057305153
50,2.7250572687264483
51,2.791393984150242
52,2.797290364693771
53,2.8253535867605115
54,2.956725177017709
55,2.9679634824195253
56,3.052905565862202
57,3.1005433056855423
58,3.1188958055656246
59,3.1995710523117036
60,3.267327479575497
61,3.2994069374245165
62,3.353146523532032
63,3.3547219335166636
64,3.432165034927794
65,3.4880637648197097
66,3.5326182614774484
67,3.5759241413052743
68,3.5993824574364406
69,3.610207664405991
70,3.6685438283017686
71,3.6744169003789735
72,3.7362035306729173
73,3.8517747286102266
74,3.879700283098708
75,3.94512064823175
76,3.985652782914056
77,4.044007353263897
78,4.075513678221897
79,4.08533422639225
80,4.208057472881896
81,4.275806959104653
82,4.297131291999245
83,4.3096490530239535
84,4.3359727406909325
85,4.3643763912685625
86,4.429916919343654
87,4.463638504995318
88,4.510706171378951
89,4.550831510773943
90,4.713053104293477
91,4.737246640877748
92,4.796541478959858
93,4.835531585059163
94,4.859078115193562
95,4.915264320712305
96,4.980411518033849
97,5.0288507501446045
98,5.081648765746198
99,5.082483409805401
100,5.124604866056513
101,5.201788376135729
102,5.221421158264935
103,5.223949570779703
104,5.312393266487062
105,5.371442146907761
106,5.3758797896111705
107,5.461432826872418
108,5.476912838606392
109,5.539264490037372
110,5.567278859404846
111,5.646300181937399
112,5.682532076005254
113,5.71568485717785
114,5.746203790688064
115,5.796981963692682
116,5.846257582426571
117,5.937678921700629
118,5.952427015859168
119,6.009339674225853
120,6.091018341031932
121,6.11954407953945
122,6.154340249049769
123,6.265263912615197
124,6.2969823457261125
125,6.312625798327504
126,6.402268622912905
127,6.444262501892869
128,6.478768971873496
129,6.498796928557196
130,6.513826681245522
131,6.5262660761080085
132,6.605678899317315
133,6.659882351044242
134,6.716054245507365
135,6.7449336918376215
136,6.824534577077559
137,6.840121882788107
138,6.867793326827593
139,6.9751603586519355
140,7.010109319613184
141,7.051046604442414
142,7.061016352887728
143,7.123475692782193
144,7.150682310662283
145,7.214969087715794
146,7.235437866260273
147,7.3329978960412525
148,7.359790167109969
149,7.381466927840837
150,7.455627807957313
151,7.486939352806442
152,7.494534985359542
153,7.571067120908257
154,7.621409448382275
155,7.653036027359166
156,7.7216712397324745
157,7.756822801858899
158,7.894871542046124
159,7.895476001608508
160,7.966369976790434
161,7.971479525864211
162,8.047707984598215
163,8.087164524015657
164,8.092979454960917
165,8.126330850279192
166,8.161198557120283
167,8.178585546567994
168,8.250869307687399
169,8.294541609826481
170,8.342791663445771
171,8.377162729450145
172,8.426306840524072
173,8.503505143810056
174,8.516859537454271
175,8.63501861520155
176,8.653206328254731
177,8.663821967290136
178,8.687844339993719
179,8.785362366997447
180,8.798008266052367
181,8.847026045664991
182,8.8657541029288
183,8.965577652443024
184,8.978513799400469
185,9.074526481891883
186,9.142873767910444
187,9.148095765821948
188,9.229543682322747
189,9.251512313228474
190,9.339166004181656
191,9.370380260098171
192,9.395858838311671
193,9.425729728955805
194,9.51487394370555
195,9.60431359873328
196,9.649385534258869
197,9.684757557091746
198,9.731026218363363
199,9.763826576474445
200,9.782401080601952
201,9.854841353222794
202,9.860818728972923
203,9.92645539527755
204,9.947135649236024
205,9.967371233674012
206,9.97893003093646
207,10.084579926343752
208,10.117623349233284
209,10.19659942062198
210,10.238327915055523
211,10.291112673795618
212,10.294292078977602
213,10.359274764097902
214,10.37117445696486
215,10.51699342077404
216,10.529557123400688
217,10.567225903899027
218,10.591833001153457
219,10.622602691535553
220,10.636085532213222
221,10.668269123784132
222,10.734698701238084
223,10.793527418961801
224,10.81086180284972
225,10.890103416190072
226,10.928322934500496
227,10.992219968606568
228,11.04882581867793
229,11.085870822554112
