case,opening_A,energy_eV,energy_derivative_eV_A,tilted_energy_eV,tilted_derivative_eV_A,new_evaluation
B_08_bulk_spread,0.0,-1167.9731512467563,2.357671399344307,-1167.9731512467563,2.260597226732396,False
B_08_bulk_spread,0.03,-1167.8711561508737,4.399968209871548,-1167.874068376052,4.302894037259637,False
B_08_bulk_spread,0.1,-1167.4197318541364,8.325725832011324,-1167.4294392713975,8.228651659399414,False
B_08_bulk_spread,0.2,-1166.3659341166883,12.532474316271006,-1166.3853489512107,12.435400143659095,False
B_08_bulk_spread,0.35,-1164.1367911802104,16.817210024125092,-1164.1707671406245,16.72013585151318,False
B_08_bulk_spread,0.5,-1161.4461490426897,18.583548131531927,-1161.4946861289957,18.486473958920016,False
B_08_bulk_spread,0.7,-1157.8518235297488,16.650107925117148,-1157.9197754505772,16.553033752505236,False
B_08_bulk_spread,0.9,-1154.9431400558879,12.382495432608863,-1155.0305068112386,12.285421259996951,False
B_08_bulk_spread,1.1,-1152.8304157147852,9.021666177603134,-1152.9371973046584,8.924592004991222,False
B_08_bulk_spread,1.4,-1150.5725184329845,6.288096574300123,-1150.7084222746412,6.191022401688213,False
B_08_bulk_spread,1.8,-1148.626666844244,3.527908864570647,-1148.8014003549454,3.4308346919587365,False
B_08_bulk_spread,10.0,-1146.4866188578076,1.1102230246251565e-15,-1147.4573605839266,-0.09707417261190954,False
B_08_bulk_spread,2.3,-1147.4748304441716,1.4314131498013294,-1147.698101041179,1.3343389771894187,False
B_08_bulk_spread,3.0,-1146.698892930259,0.7666295680715924,-1146.9901154480947,0.6695553954596818,False
B_08_bulk_spread,4.0,-1146.4866188578076,4.440892098500626e-16,-1146.874915548255,-0.0970741726119102,False
B_08_bulk_spread,6.0,-1146.4866188578076,1.7763568394002505e-15,-1147.069063893479,-0.09707417261190887,False
B_08_bulk_spread,8.0,-1146.4866188578076,4.440892098500626e-16,-1147.2632122387029,-0.0970741726119102,False
B_08_bulk_spread,-0.25,-1165.193886855594,-30.4698428063773,-1165.169618312441,-30.566916978989212,True
B_08_bulk_spread,-0.1,-1167.7889348621395,-6.700085603583214,-1167.7792274448784,-6.797159776195125,True
B_08_bulk_spread,-0.03,-1168.009877714374,0.04134766800931766,-1168.0069654891956,-0.055726504602592986,True
B_08_bulk_spread,-0.029278254971245202,-1168.0098264629728,0.10064229119891843,-1168.0069843005958,0.0035681185870077847,True
B_08_bulk_spread,-0.02932168676511875,-1168.0098307566786,0.09707940188097997,-1168.0069843781964,5.229269069317866e-06,True
B_08_bulk_spread,-0.02932178676513341,-1168.0098307663864,0.09707119769515593,-1168.0069843781966,-2.9749167547166167e-06,True
B_08_bulk_spread,-0.02942178676513341,-1168.0098400632373,0.08886523796337364,-1168.0069839676303,-0.008208934648537003,True
B_08_bulk_spread,-0.02922178676513341,-1168.0098206491161,0.10527361123066203,-1168.0069839683438,0.008199438618751387,True
B_08_bulk_spread,3.8733753866863054,-1146.4866188578076,-8.881784197001252e-16,-1146.8626235686854,-0.09707417261191154,True
B_08_bulk_spread,3.4366876933431527,-1146.503496635979,0.15378124805543014,-1146.8371102503359,0.056707075443519495,True
B_08_bulk_spread,3.597716962417238,-1146.4897077326864,0.035797797089356154,-1146.838953130105,-0.061276375522554494,True
B_08_bulk_spread,3.5140841318709994,-1146.494462223372,0.08339974213969814,-1146.835589032962,-0.013674430472212507,True
B_08_bulk_spread,3.499046769375331,-1146.4958045099995,0.09528175094016889,-1146.835471580067,-0.0017924216717417618,True
B_08_bulk_spread,3.4968478611548433,-1146.4960160172486,0.09709625721331383,-1146.8354696301199,2.2084601403182802e-05,True
B_08_bulk_spread,3.496874624364368,-1146.496013418938,0.0970740565233883,-1146.8354696298256,-1.1608852235056588e-07,True
B_08_bulk_spread,3.4968744844182016,-1146.4960134325236,0.09707417260449391,-1146.835469629826,-7.416733893705896e-12,True
B_08_bulk_spread,3.4968743844164534,-1146.4960134422308,0.09707425555294646,-1146.8354696298259,8.294103581718559e-08,True
B_08_bulk_spread,3.4967744844182014,-1146.4960231440887,0.09715713952192084,-1146.835469633974,8.296691001019596e-05,True
B_08_bulk_spread,3.496974484418202,-1146.4960037292528,0.09699124553911553,-1146.8354696339727,-8.292707279511369e-05,True
