label,eta,max_excluded_q_error,positive_LJ,exact_residual,duality_gap,conditional_rank,coefficient_count,material_accepted
baseline,12.507384978807881,2.100801577303527,True,3.801403636316536e-13,-5.329070518200751e-15,3,10,False
alternative_power_0,13.166168061223102,2.06241510152777,True,1.1191048088221578e-13,-3.375077994860476e-14,3,10,False
alternative_power_1,12.507384978807881,2.100801577303527,True,3.801403636316536e-13,-5.329070518200751e-15,3,10,False
alternative_power_1.5,13.140707136681753,2.134485122576167,True,2.8066438062523957e-13,7.105427357601002e-15,3,10,False
alternative_power_2,13.809288715080948,2.144002093047194,False,3.197442310920451e-14,-7.105427357601002e-15,3,10,False
alternative_power_3,15.029444819722084,2.1174163177415934,False,3.907985046680551e-14,-4.796163466380676e-14,3,10,False
alternative_power_4,15.670299262965832,2.103669526898768,False,2.4868995751603507e-14,-4.085620730620576e-14,3,10,False
alternative_power_6,15.820175707972219,2.1012769619107994,False,2.4868995751603507e-14,-4.973799150320701e-14,3,10,False
alternative_power_8,15.059804613580937,2.119089851187941,False,2.4868995751603507e-14,-1.5987211554602254e-14,3,10,False
