       Step     Time          Energy          fmax
LBFGS:    0 03:40:21    -1162.775529        1.584815
LBFGS:    1 03:40:24    -1162.911763        1.386456
LBFGS:    2 03:40:29    -1163.261642        0.721701
LBFGS:    3 03:40:33    -1163.426660        0.277452
LBFGS:    4 03:40:37    -1163.454920        0.255474
LBFGS:    5 03:40:41    -1163.472961        0.198319
LBFGS:    6 03:40:45    -1163.500383        0.146578
LBFGS:    7 03:40:49    -1163.508947        0.098724
LBFGS:    8 03:40:53    -1163.513150        0.079038
LBFGS:    9 03:40:57    -1163.517257        0.070390
LBFGS:   10 03:41:01    -1163.520670        0.067538
LBFGS:   11 03:41:05    -1163.522507        0.035549
LBFGS:   12 03:41:09    -1163.523584        0.033254
LBFGS:   13 03:41:13    -1163.524645        0.037347
LBFGS:   14 03:41:17    -1163.525761        0.039691
LBFGS:   15 03:41:22    -1163.526581        0.031315
LBFGS:   16 03:41:26    -1163.527141        0.030446
LBFGS:   17 03:41:30    -1163.527678        0.022395
LBFGS:   18 03:41:34    -1163.528264        0.030904
LBFGS:   19 03:41:38    -1163.528755        0.023506
LBFGS:   20 03:41:42    -1163.529084        0.019344
LBFGS:   21 03:41:46    -1163.529331        0.016878
LBFGS:   22 03:41:50    -1163.529561        0.018950
LBFGS:   23 03:41:53    -1163.529735        0.012387
LBFGS:   24 03:41:57    -1163.529833        0.008839
LBFGS:   25 03:42:01    -1163.529896        0.007796
LBFGS:   26 03:42:05    -1163.529950        0.008634
LBFGS:   27 03:42:09    -1163.529990        0.006756
LBFGS:   28 03:42:13    -1163.530012        0.003853
LBFGS:   29 03:42:17    -1163.530024        0.003414
LBFGS:   30 03:42:21    -1163.530036        0.004711
LBFGS:   31 03:42:25    -1163.530046        0.003586
LBFGS:   32 03:42:29    -1163.530052        0.002056
LBFGS:   33 03:42:33    -1163.530055        0.001773
LBFGS:   34 03:42:36    -1163.530058        0.001828
LBFGS:   35 03:42:40    -1163.530060        0.001473
LBFGS:   36 03:42:44    -1163.530062        0.001081
LBFGS:   37 03:42:48    -1163.530062        0.000968
LBFGS:   38 03:42:52    -1163.530063        0.000925
LBFGS:   39 03:42:56    -1163.530064        0.000772
LBFGS:   40 03:42:59    -1163.530064        0.000501
LBFGS:   41 03:43:03    -1163.530064        0.000403
LBFGS:   42 03:43:07    -1163.530064        0.000439
LBFGS:   43 03:43:11    -1163.530064        0.000342
LBFGS:   44 03:43:15    -1163.530064        0.000229
LBFGS:   45 03:43:20    -1163.530064        0.000182
