run,index,singular_value,exact_rows,condition_number,active_inequality_cones_imposed,statistical_confidence_claimed
nested_range,0,902.8181344132648,7,119.67005096799359,False,False
nested_range,1,181.92992605070805,7,119.67005096799359,False,False
nested_range,2,75.899133815846,7,119.67005096799359,False,False
nested_range,3,27.030352243017663,7,119.67005096799359,False,False
nested_range,4,22.065991184507247,7,119.67005096799359,False,False
nested_range,5,20.20902140367329,7,119.67005096799359,False,False
nested_range,6,10.744973276143142,7,119.67005096799359,False,False
nested_range,7,7.544227875817723,7,119.67005096799359,False,False
separate_range,0,876.6605346138334,7,122.82204887806945,False,False
separate_range,1,179.59397882304557,7,122.82204887806945,False,False
separate_range,2,72.31469060451063,7,122.82204887806945,False,False
separate_range,3,27.702135502087906,7,122.82204887806945,False,False
separate_range,4,22.58841168379542,7,122.82204887806945,False,False
separate_range,5,19.38026709776636,7,122.82204887806945,False,False
separate_range,6,9.9159936401784,7,122.82204887806945,False,False
separate_range,7,7.137647862267228,7,122.82204887806945,False,False
tied_control,0,934.5781352946824,7,125.84038326594984,False,False
tied_control,1,107.02307760792756,7,125.84038326594984,False,False
tied_control,2,28.849391126338645,7,125.84038326594984,False,False
tied_control,3,23.055178459526562,7,125.84038326594984,False,False
tied_control,4,20.294926225785993,7,125.84038326594984,False,False
tied_control,5,11.50543460113874,7,125.84038326594984,False,False
tied_control,6,7.4266949212921105,7,125.84038326594984,False,False
