cycle,segment,period_model,same_phase_L1,normal_mean,normal_amplitude,registry_shear_amplitude,registry_index_increment,cycle_net_transfer,cycle_gross_grid_traffic,external_work_ev_cell,raw_mass,mass_residual,mean_well_index,outside_central_mass,normal_strain,registry_shear,intrawell_shear,registry_index_shear,cumulative_net_transfer,cumulative_gross_grid_traffic,outer_well_mass,upper_normal_edge_mass,P_-1,P_+0,P_+1
1,cyclic,40.0,0.003141568940139529,0.01840216505642521,3.400058012914542e-16,1.4299803141495517e-16,5.637851296924929e-18,3.371868756429919e-17,0.016705808463265463,0.0,0.9999999999999457,-5.4289905904170155e-14,5.637851296924929e-18,0.0015707844700425621,0.01840216505642512,-4.553469530847234e-16,-4.6268169002640125e-16,6.904929461577226e-18,3.371868756429919e-17,0.016705808463265463,0.0015707844700425621,1.0576887428397138e-11,0.0007853922350212783,0.9984292155299032,0.0007853922350212839
2,cyclic,40.0,0.0027678111773469572,0.01840216505642519,3.400058012914542e-16,4.9668796189264585e-17,-5.637851296925195e-17,3.415236843329339e-17,0.01669880285866107,0.0,0.9999999999998932,-1.0680345496894006e-13,-5.0740661672327025e-17,0.002954649773021977,0.018402165056424984,-4.967369790074997e-16,-4.354200045990495e-16,-6.21443651541983e-17,6.787105599759258e-17,0.033404611321926535,0.002954649773021977,1.0576887428396576e-11,0.0014773248865110138,0.997045350226871,0.001477324886510963
3,cyclic,40.0,0.0027620423688149015,0.01840216505642519,2.723515857283587e-16,9.029516658319398e-17,-1.314053033052667e-16,3.404394821604484e-17,0.016687422780690776,0.0,0.9999999999998408,-1.5920598173124745e-13,-1.8214596497759374e-16,0.004335622061450478,0.01840216505642512,-6.772316120923328e-16,-4.538348788287103e-16,-2.230823364509799e-16,1.0191500421363742e-16,0.05009203410261731,0.004335622061450478,1.0576887428396025e-11,0.0021678110307253302,0.9956643779383902,0.002167811030725148
4,cyclic,40.0,0.002756295571640223,0.018402165056425203,3.400058012914542e-16,1.29901384481745e-16,-2.0036056147537442e-16,3.252606517456513e-17,0.01667587705396681,0.0,0.9999999999997852,-2.148281552649678e-13,-3.8250652645296815e-16,0.005713720974923995,0.018402165056425394,-9.246585969320136e-16,-4.570919883117432e-16,-4.684729065470839e-16,1.3444106938820255e-16,0.06676791115658412,0.005713720974923995,1.0576887428395445e-11,0.002856860487462189,0.9942862790248614,0.0028568604874618063
5,cyclic,40.0,0.0027505606039250874,0.0184021650564252,3.400058012914542e-16,1.5569469609682088e-16,-2.6020852139661183e-16,3.382710778154774e-17,0.016664353450674102,0.0,0.9999999999997309,-2.6911806116913795e-13,-6.4271504784958e-16,0.007088952505576046,0.018402165056425255,-1.2317774054049917e-15,-4.447644432534564e-16,-7.871619586199728e-16,1.682681771697503e-16,0.08343226460725822,0.007088952505576046,1.0576887428394865e-11,0.0035444762527883445,0.9929110474941547,0.0035444762527877018
6,cyclic,40.0,0.0027448375676824986,0.018402165056425196,3.400058012914542e-16,2.0156907482488226e-16,-3.2699537522176915e-16,3.122502256758253e-17,0.01665285380844181,0.0,0.9999999999996763,-3.2374103398069565e-13,-9.697104230713491e-16,0.008461322619578755,0.01840216505642512,-1.6368646985857257e-15,-4.492456190235338e-16,-1.1876478673916029e-15,1.9949319973733282e-16,0.10008511841570003,0.008461322619578755,1.0576887428394293e-11,0.004230661309789862,0.9915386773800976,0.004230661309788893
7,cyclic,40.0,0.0027391264392358193,0.018402165056425196,3.400058012914542e-16,2.3722169931356936e-16,-4.0072112295084557e-16,4.2500725161431774e-17,0.016641378093153858,0.0,0.9999999999996227,-3.772537837676282e-13,-1.3704315460221947e-15,0.009830837270624823,0.018402165056424984,-2.1180596212591597e-15,-4.395043751530166e-16,-1.6784290075839294e-15,2.419939248987646e-16,0.11672649650885389,0.009830837270624823,1.0576887428393718e-11,0.004915418635313097,0.9901691627289978,0.004915418635311726
8,cyclic,40.0,0.0027334271938229,0.018402165056425213,3.400058012914542e-16,2.944344629074083e-16,-4.735795089419511e-16,3.122502256758253e-17,0.016629926255155303,0.0,0.9999999999995662,-4.3376413572104866e-13,-1.844011054964146e-15,0.011197502400018705,0.018402165056425255,-2.7036362308536502e-15,-4.444081614458431e-16,-2.2584430823567313e-15,2.732189474663471e-16,0.1333564227640092,0.011197502400018705,1.0576887428393127e-11,0.005598751200010275,0.9888024975995475,0.005598751200008431
9,cyclic,40.0,0.0027277398067109713,0.01840216505642521,3.400058012914542e-16,3.156195821807956e-16,-5.134781488894852e-16,3.729655473350135e-17,0.016618498244766244,0.0,0.9999999999995121,-4.879430193227563e-13,-2.357489203853631e-15,0.01256132393670298,0.01840216505642512,-3.3302406843550002e-15,-4.42282854553391e-16,-2.887322811780775e-15,3.1051550219984847e-16,0.14997492100877544,0.01256132393670298,1.0576887428392545e-11,0.006280661968352669,0.9874386760628089,0.006280661968350311
10,cyclic,40.0,0.0027220642532334465,0.018402165056425196,3.400058012914542e-16,3.588970912161704e-16,-5.802650027146853e-16,3.382710778154774e-17,0.01660709401240909,0.0,0.9999999999994575,-5.424549698318515e-13,-2.9377542065683163e-15,0.013922307797283914,0.018402165056425255,-4.054359501038951e-15,-4.563588712237198e-16,-3.597999397903612e-15,3.443426099813962e-16,0.16658201502118453,0.013922307797283914,1.057688742839198e-11,0.006961153898643426,0.9860776922021737,0.006961153898640488
