source_frame,atoms,observed_group,source_total_force_eV_A,predicted_total_force_eV_A,raw_force_component_RMSE_eV_A,centered_error_RMSE_eV_A,uniform_error_RMS_eV_A,zero_total_force_model_error_lower_bound_eV_A,uniform_fraction_of_squared_error
191,2,small_O,0.0030238770960473896,0.0,0.1235650954801296,0.12356201210305649,0.0008729181276996522,0.0008729181276996522,4.990630389049143e-05
192,2,small_O,0.031240389331059878,0.0,0.1257262412938393,0.12540238271027265,0.009018323594938068,0.009018323594938068,0.005145170429236787
193,2,small_O,0.022668423983773115,0.0,0.14109695408999484,0.14094512761939818,0.0065438103445679885,0.0065438103445679885,0.0021509292759211225
194,2,small_O,0.044791157124207004,0.0,0.11878160446282153,0.11807574791513455,0.012930093311487862,0.01293009331148787,0.011849634190792862
195,2,small_O,0.0473824947962705,0.0,0.12006009444208654,0.11927839093069703,0.013678148062751408,0.013678148062751408,0.012979478393762475
196,2,small_O,0.04616622978991895,0.0,0.09843362037133092,0.09752726570036364,0.013327042598339913,0.013327042598339915,0.01833076772813165
197,2,small_O,0.024138144230526487,0.0,0.051174477369962876,0.05069785958842543,0.006968082034616239,0.00696808203461624,0.018540424684439828
198,2,small_O,0.05062448245038758,0.0,0.04095056882917902,0.03825414010908965,0.014614029285158378,0.014614029285158378,0.1273561931891136
199,2,small_O,0.0168366218913445,0.0,0.021960071744884367,0.021415463991731,0.004860314090605847,0.004860314090605848,0.048984780048667416
200,2,small_O,0.05046883570050831,0.0,0.02025794691183578,0.014075716618903692,0.014569097938687735,0.014569097938687735,0.5172189975555231
201,2,small_O,0.0006098797722502486,0.0,0.08299804985090391,0.082997863122744,0.00017605712534099434,0.00017605712534099434,4.499574392483296e-06
202,2,small_O,0.05045638000267957,0.0,0.1627155470572788,0.1620623194861623,0.014565502288440548,0.01456550228844055,0.008012957333281778
203,2,small_O,0.016080732077082237,0.0,0.22429049387719535,0.2242424502222203,0.004642107496734839,0.00464210749673484,0.00042835974544933205
204,2,small_O,0.04892708999999995,0.0,0.27914449539311487,0.2787869454684366,0.01412403429108251,0.01412403429108251,0.00256011450510308
205,2,small_O,0.019256828759681592,0.0,0.3512584999806689,0.3512145095059612,0.005558967634070347,0.005558967634070347,0.0002504578257775277
206,2,small_O,0.0369575701788551,0.0,0.4114964387825694,0.41135811320301335,0.010668731545678238,0.01066873154567824,0.0006721921128488662
207,2,small_O,0.03726610000000008,0.0,0.41433633001859843,0.41419664917666826,0.01075779643332378,0.01075779643332378,0.0006741252805828434
208,2,small_O,0.042505448287217105,0.0,0.3535622103149346,0.35334922829255,0.012270266005325256,0.012270266005325258,0.0012044153314368835
209,2,small_O,0.037428600000000145,0.0,0.2957429290430999,0.2955454929518669,0.010804706142695455,0.010804706142695455,0.0013347415495924373
210,2,small_O,0.018080681601759185,0.0,0.3177747650099866,0.31773189750147346,0.00521944319495379,0.00521944319495379,0.0002697798682600997
211,2,small_O,0.0403858800033478,0.0,0.5112522813226481,0.5111193372220507,0.011658399345696388,0.01165839934569639,0.0005200047816476343
212,2,small_O,0.00994400012080144,0.0,0.9503480817639178,0.95034374636277,0.0028705855732831915,0.0028705855732831915,9.123796516833426e-06
213,2,small_O,0.03558408000000002,0.0,1.58913054494566,1.5890973444013752,0.010272239083432595,0.010272239083432595,4.17841033550701e-05
214,2,small_O,0.002964480000000158,0.0,2.153007770190861,2.1530076001159597,0.0008557716630036766,0.0008557716630036766,1.5798818467842853e-07
215,2,small_O,0.026632519999999715,0.0,2.336584116342551,2.33657146801694,0.007688146295598964,0.0076881462955989644,1.0826309473661525e-05
216,2,small_O,0.011090210000000766,0.0,2.11108078719065,2.1110783596657434,0.003201467864434961,0.003201467864434961,2.2997921493538956e-06
217,2,small_O,0.027713420009570718,0.0,1.6294579754789271,1.6294383360679323,0.008000175251345408,0.008000175251345408,2.4105307330687233e-05
218,2,small_O,0.016323429999999917,0.0,1.4951281498104316,1.4951207241641002,0.004712168352298983,0.004712168352298983,9.933098901491832e-06
219,2,small_O,0.017354440007790597,0.0,1.1542531854267641,1.1542423133895383,0.005009795305066556,0.005009795305066556,1.8838130421621878e-05
220,2,small_O,0.022266269999999366,0.0,0.5729437175833708,0.5729076609308671,0.006427718489174261,0.006427718489174262,0.00012586059270272353
221,2,small_O,0.02325204000000003,0.0,0.07149208483089921,0.07117628406373634,0.006712285776603981,0.006712285776603982,0.008815053505194957
222,2,small_O,0.03146260000413371,0.0,0.5258781763770576,0.5257997386106946,0.00908247029089606,0.00908247029089606,0.00029828930031111227
223,2,small_O,0.0028163799999996186,0.0,0.6965960032766282,0.6965955288266499,0.000813018875570029,0.000813018875570029,1.3621950582365923e-06
224,2,small_O,0.02848834999999994,0.0,0.6377987334877643,0.6377457112868623,0.00822387827063412,0.008223878270634121,0.00016625933595517086
225,2,small_O,0.005985530000000239,0.0,0.47211057223806313,0.4721074103119999,0.0017278736783713593,0.0017278736783713593,1.339480901632956e-05
226,2,small_O,0.04494290000289357,0.0,0.3677966285226394,0.3675677324397476,0.012973897707416516,0.012973897707416518,0.00124430100265462
227,2,small_O,0.014694369999999957,0.0,0.42988765945757634,0.4298667305628242,0.004241899237535968,0.004241899237535969,9.736676470978839e-05
228,2,small_O,0.03222622000000008,0.0,0.7411619356111657,0.7411035492387456,0.009302908395982076,0.009302908395982076,0.00015754741270132948
229,2,small_O,0.019083759999999117,0.0,1.2931964389154813,1.293184704698329,0.005509006986574852,0.005509006986574852,1.814753514981174e-05
230,2,small_O,0.04727129999999846,0.0,1.5050859380713895,1.505024075000107,0.013646048889971334,0.013646048889971335,8.220367800774028e-05
231,2,small_O,0.021368440000003375,0.0,0.28194606136955375,0.2818785743355958,0.0061685372930821575,0.006168537293082158,0.0004786657187625701
232,192,Si_vacuum0,5.259096880641659e-06,1.8436927154120442e-15,0.00019026518531216772,0.00019026518465494995,1.5814276042099143e-08,1.581427604027491e-08,6.908439738153103e-09
233,192,Si_vacuum0,1.3657646211347026e-05,4.419067691731913e-15,0.15689495429839861,0.15689495429839323,4.1068988103152306e-08,4.1068988107384784e-08,6.851884771854123e-14
234,192,Si_vacuum0,1.5902279713419146e-05,6.39415214109015e-15,0.17843985719289376,0.17843985719288735,4.781867432785606e-08,4.7818674339954524e-08,7.181436589308575e-14
235,192,Si_vacuum0,1.3281359114421114e-05,2.1455549168741827e-15,0.15302438048212735,0.15302438048212214,3.993748052837896e-08,3.993748052039125e-08,6.811457758114222e-14
236,192,Si_vacuum0,1.384784820756513e-05,4.251164543588104e-15,0.14764833704030275,0.14764833704029687,4.1640931718677456e-08,4.164093172049377e-08,7.953966488105033e-14
237,192,Si_vacuum0,2.132092165141143e-05,1.0666955569158329e-15,0.16565946832286016,0.16565946832284775,6.411270756954776e-08,6.411270757715264e-08,1.4978064964419795e-13
238,192,Si_vacuum0,9.80925073814925e-06,3.797952726335946e-15,0.17372384803694751,0.173723848036945,2.949673724766397e-08,2.9496737261557314e-08,2.882896680318648e-14
239,192,Si_vacuum0,1.7070445221575886e-05,5.006027244225314e-15,0.17078203498779024,0.17078203498778252,5.13313861613067e-08,5.133138616595624e-08,9.034031821944205e-14
240,192,Si_vacuum0,9.818390907767827e-06,2.7125661932073535e-15,0.16819638731222059,0.168196387312218,2.952422204643544e-08,2.952422205004546e-08,3.081226321081236e-14
241,192,Si_vacuum0,9.141690213931447e-06,6.768036480199114e-15,0.18631635284259748,0.18631635284259546,2.7489360977625663e-08,2.7489360968028587e-08,2.1768441648427172e-14
242,192,Si_vacuum0,1.440946216888147e-05,2.0697919142500695e-15,0.1751300703390603,0.17513007033905495,4.3329723238750556e-08,4.3329723240007526e-08,6.121394738609343e-14
243,192,Si_vacuum0,1.307519024706306e-05,1.0944147002549808e-14,0.1792754805204051,0.1792754805204008,3.931752399795535e-08,3.9317524004413686e-08,4.809838901966702e-14
244,192,Si_vacuum0,1.6957844790016963e-05,6.201616774473842e-15,0.20202650434943836,0.20202650434943195,5.099279299194077e-08,5.099279299162597e-08,6.370901655929627e-14
245,192,Si_vacuum0,1.1147757621845616e-05,3.5213502174510814e-15,0.17321093276069505,0.1732109327606918,3.3521671171015136e-08,3.3521671165798274e-08,3.7454216995554073e-14
246,192,Si_vacuum0,1.796256941111234e-05,9.187934027536281e-15,0.18513484039030453,0.18513484039029665,5.401403273744627e-08,5.401403273355753e-08,8.512103480150523e-14
247,192,Si_vacuum0,2.8757651154242565e-05,3.433175098891678e-15,0.19828090328044767,0.19828090328042883,8.647519602640875e-08,8.64751960164755e-08,1.9020473885029588e-13
248,192,Si_vacuum0,2.9664962503735416e-06,4.1910000110727263e-16,0.19381082833998556,0.19381082833998534,8.920351085437058e-09,8.920351086995727e-09,2.1183992780450082e-15
249,192,Si_vacuum0,1.3163137925191541e-05,4.0540246389758064e-15,0.1904342939861038,0.19043429398609965,3.958198553130969e-08,3.958198554421619e-08,4.320209734057973e-14
250,192,Si_vacuum0,1.979132638264032e-05,7.14361065172467e-15,0.19157444495354267,0.1915744449535334,5.9513164653964444e-08,5.951316465956839e-08,9.650524945586163e-14
251,192,Si_vacuum0,2.078388558430543e-05,6.019377478589123e-15,0.18131837704046677,0.18131837704045597,6.249782258868802e-08,6.249782258804751e-08,1.188081210538359e-13
252,192,Si_vacuum0,2.012585403405834e-06,4.9041832291940115e-15,0.19673694773310926,0.19673694773310918,6.051910015517698e-09,6.0519100230389045e-09,9.462656286228026e-16
253,192,Si_vacuum0,1.633459518744535e-05,3.454203409104305e-15,0.20072818270788279,0.20072818270787673,4.9118661082753053e-08,4.911866108632884e-08,5.987924756333304e-14
254,192,Si_vacuum0,1.9065835936736774e-05,2.3577540566139035e-15,0.20591482867521113,0.20591482867520314,5.7331591210988296e-08,5.733159120000113e-08,7.751981817973355e-14
255,192,Si_vacuum0,1.5742684015651384e-05,5.110720292266022e-15,0.1927636837323892,0.19276368373238337,4.733876486382182e-08,4.733876486564346e-08,6.030917818576259e-14
256,192,Si_vacuum0,1.2217569317357314e-05,3.0967063759893227e-15,0.1922625355865244,0.19226253558652087,3.673862985985799e-08,3.673862986572478e-08,3.6513761965497513e-14
257,192,Si_vacuum0,1.0079727178319245e-05,3.778430030019572e-15,0.1936098920790264,0.19360989207902404,3.0310068751206886e-08,3.031006874875314e-08,2.450861429620735e-14
258,192,Si_vacuum0,2.182170020996144e-05,3.2253841922478154e-15,0.1930977337007994,0.19309773370078828,6.561856506245968e-08,6.56185650541487e-08,1.1547796042014734e-13
259,192,Si_vacuum0,1.6936354389546624e-05,3.988023254790497e-15,0.19732957404974724,0.19732957404974066,5.092817064853982e-08,5.0928170655706474e-08,6.66088286044562e-14
260,192,Si_vacuum0,1.9816319031165924e-05,6.8889763621029005e-15,0.21912063453468125,0.21912063453467312,5.958831838029586e-08,5.958831836974557e-08,7.395298448407766e-14
261,192,Si_vacuum0,1.5461558781218717e-05,5.226309294643547e-15,0.19783694069636237,0.1978369406963569,4.6493412109440174e-08,4.6493412106395045e-08,5.5229112511380367e-14
262,192,Si_vacuum0,9.24310013166879e-06,4.7820408175454464e-15,0.19073624289115407,0.19073624289115204,2.7794303901160657e-08,2.7794303901904378e-08,2.123465239663743e-14
263,192,Si_vacuum0,8.168684102872041e-06,1.5483531879946614e-15,0.19090058424623402,0.19090058424623244,2.456349982915306e-08,2.4563499821448903e-08,1.655640250281782e-14
264,192,Si_vacuum0,4.731817834524413e-06,5.55555424028711e-15,0.20410968152984804,0.20410968152984754,1.4228730731968353e-08,1.4228730731869489e-08,4.8596513377504674e-15
265,192,Si_vacuum0,9.425598125223797e-06,2.8592284672503768e-15,0.2061616962082498,0.20616169620824787,2.8343081327910634e-08,2.834308132745412e-08,1.8900712166810405e-14
266,192,Si_vacuum0,1.1707262702348158e-05,7.345113365097286e-15,0.20586795666140498,0.20586795666140195,3.520412122344485e-08,3.52041212118457e-08,2.924216394670749e-14
267,192,Si_vacuum0,1.1820503372706351e-05,4.0777087644732105e-15,0.1880468446250169,0.18804684462501353,3.55446396068236e-08,3.554463960515047e-08,3.572861073074754e-14
268,192,Si_vacuum0,1.3063437525675066e-05,7.882583474838611e-15,0.21914509711819452,0.219145097118191,3.928218318532193e-08,3.9282183187449784e-08,3.2131256988322434e-14
269,192,Si_vacuum0,9.050906033026146e-06,6.591583993652515e-15,0.20240681561343826,0.2024068156134364,2.721636997458571e-08,2.721636997175861e-08,1.80804874706621e-14
270,192,Si_vacuum0,2.5418676205731444e-05,5.815703853477314e-15,0.19289311141284748,0.19289311141283233,7.643478932901692e-08,7.64347893219947e-08,1.5701773523352015e-13
271,192,Si_vacuum0,1.4146197366763423e-05,2.8350116126599573e-15,0.19893778145753704,0.1989377814575325,4.2538077391706444e-08,4.2538077383908526e-08,4.5721574041232864e-14
272,192,Si_vacuum0,8.86239809499624e-06,5.271879156568682e-15,0.19719276660244664,0.19719276660244486,2.6649520447702463e-08,2.6649520446935968e-08,1.8264039446219478e-14
273,192,Si_vacuum0,2.2326327509463806e-05,5.0888922570839056e-15,0.20615787881523714,0.20615787881522618,6.713599582027743e-08,6.713599582085768e-08,1.0605007895059965e-13
274,192,Si_vacuum0,6.137629835725009e-06,6.4606281985370714e-15,0.19660971145223938,0.1966097114522385,1.8456053331114285e-08,1.8456053322094334e-08,8.81186309819154e-15
275,192,Si_vacuum0,7.577512786103638e-06,5.037636974236648e-15,0.193347558902184,0.19334755890218266,2.2785828367262323e-08,2.278582836898316e-08,1.388840130535898e-14
276,192,Si_vacuum0,1.5789442676529484e-05,3.1869396220701337e-15,0.20298171280270894,0.2029817128027034,4.7479369675293e-08,4.7479369685669074e-08,5.471369734518936e-14
277,192,Si_vacuum0,6.69851476034544e-06,5.578542731429163e-15,0.19537422537476445,0.19537422537476343,2.014265259442599e-08,2.0142652604458966e-08,1.0629156134325965e-14
278,192,Si_vacuum0,9.500863117139452e-06,3.196594111384947e-15,0.1952898206503506,0.1952898206503485,2.856940561810182e-08,2.8569405615699216e-08,2.1401449906755467e-14
279,192,Si_vacuum0,1.7373753194410637e-05,4.743280890937378e-15,0.19736013798872193,0.197360137988715,5.2243443144248684e-08,5.224344314389116e-08,7.007203063202161e-14
280,192,Si_vacuum0,1.8415496194475037e-05,4.380811193127356e-15,0.1958883341704377,0.19588833417042986,5.537599834161231e-08,5.5375998360107764e-08,7.991457457680194e-14
281,192,Si_vacuum0,1.0043634801631457e-05,3.8730715395979075e-15,0.18127400796932866,0.18127400796932616,3.020153778898311e-08,3.0201537793563625e-08,2.7757927637699818e-14
282,192,Si_vacuum0,5.976361769760939e-06,4.3752683660812586e-15,0.19402001057644705,0.19402001057644622,1.7971114983213282e-08,1.797111498201076e-08,8.579401608593882e-15
283,192,Si_vacuum0,1.225991027373113e-05,2.5878353407571948e-15,0.19834759061465068,0.19834759061464724,3.6865950514621304e-08,3.686595050405899e-08,3.4545939881632394e-14
284,192,Si_vacuum0,2.103260801621755e-05,8.05045674136342e-15,0.2012814038443627,0.20128140384435275,6.324573907440114e-08,6.324573906209939e-08,9.873138707401864e-14
285,192,Si_vacuum0,1.3116310458576091e-05,5.087681048627601e-15,0.19449917915871634,0.19449917915871234,3.944117382741921e-08,3.944117382309172e-08,4.112104263398779e-14
286,192,Si_vacuum0,1.0036543229608933e-05,3.271039039668852e-15,0.2073755875368605,0.20737558753685825,3.018021321404306e-08,3.018021320493767e-08,2.1180165448181762e-14
287,192,Si_vacuum0,1.6930708783983117e-05,2.9113270328586904e-15,0.19092438535971537,0.19092438535970857,5.091119413769499e-08,5.091119413543653e-08,7.110559338536289e-14
288,192,Si_vacuum0,1.571231682625646e-05,5.605045907467872e-15,0.20476950479741737,0.20476950479741193,4.7247449736330956e-08,4.7247449735582576e-08,5.32385456792374e-14
289,192,Si_vacuum0,5.6846635778562956e-06,2.834875741886945e-15,0.19608146835761825,0.19608146835761753,1.709396899892045e-08,1.709396899441559e-08,7.599984788864163e-15
290,192,Si_vacuum0,8.501346951901759e-06,4.06925160491474e-15,0.20551595318223045,0.20551595318222884,2.556382787295949e-08,2.5563827870598358e-08,1.5472507079581796e-14
291,192,Si_vacuum0,3.1636845600013847e-06,5.517707908259863e-15,0.21319008791915262,0.21319008791915242,9.513302779444088e-09,9.513302772645115e-09,1.991262986097605e-15
292,192,Si_vacuum0,7.94573470417072e-06,2.9884648798526127e-15,0.1933660654683388,0.19336606546833732,2.3893083708237173e-08,2.389308369980373e-08,1.5268061066810337e-14
293,192,Si_vacuum0,1.7271737028430712e-05,1.9628118250999575e-15,0.19778060428850053,0.19778060428849373,5.193667720308794e-08,5.193667720175468e-08,6.895740709081e-14
294,192,Si_vacuum0,4.565358689561331e-06,9.595725103877038e-15,0.1922064431947466,0.19220644319474614,1.3728182649582512e-08,1.3728182647736622e-08,5.10140981255522e-15
295,192,Si_vacuum0,1.4134104142915156e-05,5.61735069243811e-15,0.20788128244928028,0.20788128244927595,4.250171266315785e-08,4.250171266492849e-08,4.180055874424278e-14
296,192,Si_vacuum0,8.583798694505263e-06,9.642496291894217e-15,0.20989022032218488,0.2098902203221833,2.5811762952092234e-08,2.5811762952823812e-08,1.5123451892461522e-14
297,192,Si_vacuum0,1.442062758599283e-05,5.466721150108684e-15,0.19733585000920145,0.19733585000919668,4.336329802227439e-08,4.336329801383491e-08,4.828726740676861e-14
298,192,Si_vacuum0,1.8812668602917038e-05,6.306809490974077e-15,0.20033799309628594,0.20033799309627798,5.657030875846099e-08,5.657030876077798e-08,7.97352684005939e-14
299,192,Si_vacuum0,1.6310527275151788e-05,5.581079660474633e-15,0.21087202941255964,0.21087202941255395,4.904628808836811e-08,4.904628808819593e-08,5.4097143576630205e-14
300,192,Si_vacuum0,1.3103514794624753e-05,4.5350436260440114e-15,0.20783903155271358,0.20783903155270986,3.9402696849354064e-08,3.940269684378565e-08,3.594162218113134e-14
301,192,Si_vacuum0,1.0281814040929176e-05,6.079817499697649e-15,0.19815570149557626,0.19815570149557388,3.091775053632656e-08,3.091775054316736e-08,2.4344599372283813e-14
302,192,Si_vacuum0,1.1126998695471636e-05,6.324611475301077e-15,0.1953706676247313,0.19537066762472843,3.3459248384179895e-08,3.3459248396370644e-08,2.9330106547736425e-14
303,192,Si_vacuum0,1.0008641268590526e-05,5.449148328921195e-15,0.21146769776689645,0.21146769776689428,3.009631109878265e-08,3.009631109709967e-08,2.0255289768599322e-14
304,192,Si_vacuum0,7.1089380352241595e-06,4.263892432392673e-15,0.20404517561593086,0.20404517561592977,2.1376808792698287e-08,2.137680879317207e-08,1.097572162356312e-14
305,192,Si_vacuum0,9.977364380991681e-06,3.3013970893057145e-15,0.19587816685253628,0.195878166852534,3.0002260474073954e-08,3.00022604748361e-08,2.3460425923465694e-14
306,192,Si_vacuum0,1.28589463017264e-05,5.498757110011484e-15,0.18832326073945058,0.1883232607394466,3.8667271394589036e-08,3.8667271399982704e-08,4.2157914898658066e-14
307,192,Si_vacuum0,1.0622330251906022e-05,3.709083819320736e-15,0.19511319660523904,0.19511319660523643,3.194169390918693e-08,3.194169390812004e-08,2.6800481635776633e-14
308,192,Si_vacuum0,1.9048792611105992e-05,2.8615177356704908e-15,0.20487911254079752,0.2048791125407895,5.7280341365058846e-08,5.72803413633302e-08,7.816562890554277e-14
309,192,Si_vacuum0,1.538229501519152e-05,4.820209419629775e-15,0.20169203501619062,0.20169203501618535,4.6255063382760606e-08,4.6255063373828445e-08,5.259458891778319e-14
310,192,Si_vacuum0,1.6326408057169244e-05,6.655784717733698e-15,0.21060681727476285,0.21060681727475714,4.909404211234996e-08,4.9094042118262174e-08,5.433913634008202e-14
311,192,Si_vacuum0,1.162089497618837e-05,4.263892432392673e-15,0.18291296235525728,0.18291296235525395,3.494441063342215e-08,3.494441063920169e-08,3.6497782055844515e-14
312,192,Si_vacuum0,2.7212662492343556e-05,2.563158281211355e-15,0.1931957051582122,0.19319570515819487,8.182936467405694e-08,8.182936466313012e-08,1.7940040677672332e-13
313,192,Si_vacuum0,2.832459179054404e-05,6.221212756561689e-15,0.2075032739679867,0.20750327396796925,8.51729723759737e-08,8.517297236956701e-08,1.6848207415907868e-13
314,192,Si_vacuum0,1.1404060680501634e-05,4.4242074104630714e-15,0.20687286914440386,0.20687286914440103,3.42923828330067e-08,3.42923828319919e-08,2.7478198174270903e-14
315,192,Si_vacuum0,9.737977203664487e-06,5.700173585582125e-15,0.2062385685101178,0.2062385685101157,2.9282415407714462e-08,2.9282415416136097e-08,2.015923388374656e-14
316,192,Si_vacuum0,5.083561742900181e-06,2.2671395712616936e-15,0.1788669736136215,0.17886697361362086,1.5286436145353748e-08,1.5286436149507825e-08,7.303855545999097e-15
317,192,Si_vacuum0,1.1694054041946755e-05,6.9822790147802554e-15,0.20818221911066617,0.2081822191106632,3.5164402340238403e-08,3.5164402338729116e-08,2.853114584583714e-14
318,192,Si_vacuum0,2.0030322010664925e-05,3.1264164235997256e-15,0.19999254196286217,0.1999925419628531,6.023183232757113e-08,6.023183231673063e-08,9.070360522085016e-14
319,192,Si_vacuum0,2.3701088580324064e-05,4.0382454875985486e-15,0.19776823368778973,0.1977682336877769,7.126994725414182e-08,7.126994724967324e-08,1.2986729813673474e-13
320,192,Si_vacuum0,1.1746216411661207e-05,2.234280737922546e-15,0.19824795575410106,0.19824795575409795,3.532125628327782e-08,3.53212562876677e-08,3.1743502806840345e-14
321,192,Si_vacuum0,1.8671381842880335e-05,1.2089616349559953e-15,0.2141095959254726,0.21410959592546525,5.614545487020357e-08,5.614545486004819e-08,6.876333721134856e-14
322,192,Si_vacuum0,1.9554526333847897e-05,6.009835256066548e-15,0.19521183957549812,0.19521183957548924,5.8801099169709324e-08,5.8801099180847444e-08,9.073160235855886e-14
323,192,Si_vacuum0,2.6239087256719693e-05,7.307136514819893e-15,0.20182167543291252,0.2018216754328971,7.890179212652064e-08,7.890179214040205e-08,1.528403842620821e-13
324,192,Si_vacuum0,6.257611367092985e-06,7.848106801354026e-15,0.19901503919539432,0.19901503919539343,1.881684170311945e-08,1.8816841704558318e-08,8.939673754429485e-15
325,192,Si_vacuum0,9.012574549656393e-06,1.3911054626160788e-15,0.19414187064316266,0.19414187064316074,2.7101105950208273e-08,2.7101105949665044e-08,1.9486579258741307e-14
326,192,Si_vacuum0,2.081630851049804e-05,2.1478426720873564e-15,0.20316083741954374,0.2031608374195341,6.259531938660375e-08,6.259531938578303e-08,9.493005463748171e-14
327,192,Si_vacuum0,2.1867354666089784e-05,5.199935979939335e-15,0.20733180798833217,0.20733180798832176,6.575584948460459e-08,6.575584949443726e-08,1.0058585587582266e-13
328,192,Si_vacuum0,1.5133056533874676e-05,6.915108241827907e-15,0.2020109032964942,0.2020109032964891,4.5505595119941524e-08,4.5505595122366506e-08,5.07434481854682e-14
329,192,Si_vacuum0,4.9209348711631256e-06,3.0006845345686048e-15,0.20962637332270104,0.2096263733227005,1.4797411838886797e-08,1.4797411836097119e-08,4.9828714214773615e-15
330,192,Si_vacuum0,7.404897028101008e-06,7.341874411654316e-15,0.19118316322850393,0.19118316322850262,2.2266767160546534e-08,2.226676714841446e-08,1.356485168616113e-14
331,192,Si_vacuum0,8.960998828892094e-06,4.16272480740616e-15,0.18604648675586777,0.18604648675586585,2.6946016070875962e-08,2.6946016073274852e-08,2.0977135438248035e-14
332,192,Si_vacuum0,8.355662747151164e-06,4.132133167621716e-15,0.20068458131902475,0.2006845813190232,2.5125750719663864e-08,2.5125750710028398e-08,1.567509132977464e-14
333,192,Si_vacuum0,4.9086148778709874e-06,6.893671486497157e-15,0.2003910684505208,0.20039106845052024,1.4760365196766604e-08,1.4760365213994877e-08,5.425471467796782e-15
334,192,Si_vacuum0,1.472783079638143e-05,3.606195967564765e-15,0.2055907586257047,0.2055907586256999,4.428706810537738e-08,4.4287068098281656e-08,4.6403066556760085e-14
335,192,Si_vacuum0,1.2368706480294089e-05,5.255707148841104e-15,0.19491948546507085,0.19491948546506727,3.7193104242159375e-08,3.719310424961073e-08,3.640946873906787e-14
336,192,Si_vacuum0,2.3801394921243532e-05,3.948541588839858e-15,0.18763124994741578,0.18763124994740213,7.157157168018897e-08,7.157157169202367e-08,1.4550260374345723e-13
337,192,Si_vacuum0,2.959637984335362e-05,7.707858776888524e-15,0.20701276086061596,0.20701276086059683,8.899728057273215e-08,8.899728057082617e-08,1.8482437146199978e-13
338,192,Si_vacuum0,1.872947943471739e-05,4.324172596470543e-15,0.21970220812460867,0.21970220812460142,5.632015621581379e-08,5.632015621570648e-08,6.571414441109498e-14
339,192,Si_vacuum0,1.245733117456437e-05,5.502328482176191e-15,0.21563230604150835,0.2156323060415051,3.745960159203998e-08,3.745960159905758e-08,3.017856973856836e-14
340,192,Si_vacuum0,1.8249191763877216e-05,5.457341904261104e-15,0.20490013954257758,0.20490013954257022,5.487591550240523e-08,5.487591550712298e-08,7.172640251809661e-14
341,192,Si_vacuum0,1.2681746721999665e-05,2.7844251801988247e-15,0.19259931791351212,0.19259931791350834,3.813442648659124e-08,3.8134426477818544e-08,3.920350970762352e-14
342,192,Si_vacuum0,6.578122830368472e-06,4.290638548329224e-15,0.2003231300051626,0.2003231300051616,1.978063014732313e-08,1.9780630139977397e-08,9.750301624032465e-15
343,192,Si_vacuum0,7.791084647869457e-06,4.764347838324566e-15,0.2131385143786077,0.2131385143786064,2.3428045933620666e-08,2.3428045930867663e-08,1.2082262445301362e-14
344,192,Si_vacuum0,1.723084734037265e-05,3.8603206521856025e-15,0.19698803317324334,0.19698803317323652,5.181372056894318e-08,5.1813720574632796e-08,6.918466928145104e-14
345,192,Si_vacuum0,4.845802307387172e-06,6.595322839099869e-15,0.19587162335270386,0.19587162335270328,1.457148575542664e-08,1.4571485763592153e-08,5.534324586154144e-15
346,192,Si_vacuum0,2.1146340105595238e-05,7.0378994930819466e-15,0.19414378843352736,0.19414378843351693,6.35877351792142e-08,6.358773516844161e-08,1.0727529408157131e-13
347,192,Si_vacuum0,2.4771764165283667e-05,2.2535493494385036e-15,0.2019938957129892,0.20199389571297546,7.448950370222586e-08,7.448950369337734e-08,1.359920971275496e-13
348,192,Si_vacuum0,8.096276920424385e-06,1.893898605635156e-15,0.2031010650662808,0.2031010650662794,2.434576906784275e-08,2.434576905958736e-08,1.4368869307748685e-14
349,192,Si_vacuum0,1.0154826438868572e-05,2.0471501066083613e-15,0.18428223441076633,0.1842822344107638,3.053589467698514e-08,3.053589467736822e-08,2.7457080637425526e-14
350,192,Si_vacuum0,1.808186383923947e-05,6.822453729850479e-15,0.2064808305588735,0.20648083055886637,5.437275498820019e-08,5.437275497414098e-08,6.934309158963874e-14
351,192,Si_vacuum0,1.9547762024148247e-05,6.4261200965725315e-15,0.20289977743620677,0.20289977743619825,5.878075866670134e-08,5.8780758680712156e-08,8.392806934999052e-14
352,192,Si_vacuum0,1.9036874749002083e-05,3.2953244754398602e-15,0.1964270644019476,0.19642706440193927,5.724450395297125e-08,5.724450396284136e-08,8.49307463204282e-14
353,192,Si_vacuum0,1.848856403418049e-05,1.983115968983845e-15,0.2044542597539009,0.20445425975389336,5.5595715738128064e-08,5.5595715739915303e-08,7.394185209813934e-14
354,192,Si_vacuum0,1.0573514082251512e-05,8.68731781396066e-15,0.18263444831466877,0.182634448314666,3.1794902093973114e-08,3.179490209202192e-08,3.0307463431735396e-14
355,192,Si_vacuum0,5.9326385356606115e-06,5.870550297616311e-15,0.19445029287540175,0.19445029287540092,1.7839637778589853e-08,1.7839637789418755e-08,8.416952202643091e-15
356,192,Si_vacuum0,1.0255047539765582e-05,3.834691684006085e-15,0.2036867751349828,0.20368677513498046,3.0837262779075955e-08,3.0837262800187854e-08,2.2920599819734906e-14
357,192,Si_vacuum0,1.9352211762525e-05,6.1353794952959e-15,0.20681738925583207,0.20681738925582388,5.819273265508852e-08,5.819273265889818e-08,7.917050224990885e-14
