source_frame,atoms,observed_group,Si_without_O_neighbors,Si_with_1_to_3_O_neighbors,Si_with_4_or_more_O_neighbors,Si_with_H_neighbors
654,232,Si_O_H_vacuum1,180,12,0,16
655,232,Si_O_H_vacuum1,180,12,0,16
656,232,Si_O_H_vacuum1,180,12,0,16
657,232,Si_O_H_vacuum1,180,12,0,16
658,232,Si_O_H_vacuum1,181,11,0,16
659,232,Si_O_H_vacuum1,180,12,0,16
660,232,Si_O_H_vacuum1,180,12,0,16
661,232,Si_O_H_vacuum1,181,11,0,16
662,232,Si_O_H_vacuum1,180,12,0,16
663,232,Si_O_H_vacuum1,181,11,0,16
664,232,Si_O_H_vacuum1,180,12,0,16
665,232,Si_O_H_vacuum1,181,11,0,16
666,232,Si_O_H_vacuum1,181,11,0,16
667,232,Si_O_H_vacuum1,181,11,0,16
668,232,Si_O_H_vacuum1,180,12,0,16
669,232,Si_O_H_vacuum1,180,12,0,16
670,232,Si_O_H_vacuum1,180,12,0,16
671,232,Si_O_H_vacuum1,180,12,0,16
672,232,Si_O_H_vacuum1,180,12,0,16
673,232,Si_O_H_vacuum1,179,13,0,16
674,232,Si_O_H_vacuum1,181,11,0,16
675,232,Si_O_H_vacuum1,181,11,0,16
676,232,Si_O_H_vacuum1,180,12,0,16
677,232,Si_O_H_vacuum1,181,11,0,16
678,232,Si_O_H_vacuum1,181,11,0,16
679,232,Si_O_H_vacuum1,180,12,0,16
680,232,Si_O_H_vacuum1,180,12,0,16
681,232,Si_O_H_vacuum1,180,12,0,16
682,232,Si_O_H_vacuum1,180,12,0,16
683,232,Si_O_H_vacuum1,181,11,0,16
684,232,Si_O_H_vacuum1,180,12,0,16
685,232,Si_O_H_vacuum1,181,11,0,16
686,232,Si_O_H_vacuum1,181,11,0,16
687,232,Si_O_H_vacuum1,181,11,0,16
688,232,Si_O_H_vacuum1,180,12,0,16
689,232,Si_O_H_vacuum1,180,12,0,16
690,232,Si_O_H_vacuum1,180,12,0,16
691,232,Si_O_H_vacuum1,180,12,0,16
692,232,Si_O_H_vacuum1,180,12,0,16
693,232,Si_O_H_vacuum1,180,12,0,16
694,232,Si_O_H_vacuum1,180,12,0,16
695,232,Si_O_H_vacuum1,180,12,0,16
696,232,Si_O_H_vacuum1,180,12,0,16
697,232,Si_O_H_vacuum1,180,12,0,16
698,232,Si_O_H_vacuum1,180,12,0,16
699,232,Si_O_H_vacuum1,180,12,0,16
700,232,Si_O_H_vacuum1,180,12,0,16
701,232,Si_O_H_vacuum1,180,12,0,16
702,232,Si_O_H_vacuum1,180,12,0,16
703,232,Si_O_H_vacuum1,180,12,0,16
704,232,Si_O_H_vacuum1,180,12,0,16
705,232,Si_O_H_vacuum1,180,12,0,16
706,232,Si_O_H_vacuum1,180,12,0,16
707,232,Si_O_H_vacuum1,180,12,0,16
708,232,Si_O_H_vacuum1,180,12,0,16
709,232,Si_O_H_vacuum1,180,12,0,16
710,232,Si_O_H_vacuum1,180,12,0,16
711,232,Si_O_H_vacuum1,180,12,0,16
712,232,Si_O_H_vacuum1,180,12,0,16
713,232,Si_O_H_vacuum1,180,12,0,16
714,232,Si_O_H_vacuum1,180,12,0,16
715,232,Si_O_H_vacuum1,180,12,0,16
716,232,Si_O_H_vacuum1,180,12,0,16
717,232,Si_O_H_vacuum1,180,12,0,16
718,232,Si_O_H_vacuum1,180,12,0,16
719,232,Si_O_H_vacuum1,180,12,0,16
720,232,Si_O_H_vacuum1,180,12,0,16
721,232,Si_O_H_vacuum1,180,12,0,16
722,232,Si_O_H_vacuum1,181,11,0,16
723,232,Si_O_H_vacuum1,180,12,0,16
724,232,Si_O_H_vacuum1,180,12,0,16
725,232,Si_O_H_vacuum1,180,12,0,16
726,232,Si_O_H_vacuum1,180,12,0,16
727,232,Si_O_H_vacuum1,182,10,0,16
728,232,Si_O_H_vacuum1,180,12,0,16
729,232,Si_O_H_vacuum1,180,12,0,16
730,232,Si_O_H_vacuum1,181,11,0,16
731,232,Si_O_H_vacuum1,180,12,0,16
732,232,Si_O_H_vacuum1,180,12,0,16
733,232,Si_O_H_vacuum1,180,12,0,16
734,232,Si_O_H_vacuum1,180,12,0,16
735,232,Si_O_H_vacuum1,180,12,0,16
736,232,Si_O_H_vacuum1,180,12,0,16
737,232,Si_O_H_vacuum1,180,12,0,16
738,232,Si_O_H_vacuum1,180,12,0,16
739,232,Si_O_H_vacuum1,180,12,0,16
740,232,Si_O_H_vacuum1,181,11,0,16
741,232,Si_O_H_vacuum1,180,12,0,16
742,232,Si_O_H_vacuum1,180,12,0,16
743,232,Si_O_H_vacuum1,180,12,0,16
744,232,Si_O_H_vacuum1,180,12,0,16
745,232,Si_O_H_vacuum1,180,12,0,16
746,232,Si_O_H_vacuum1,180,12,0,16
747,232,Si_O_H_vacuum1,180,12,0,16
748,232,Si_O_H_vacuum1,180,12,0,16
749,232,Si_O_H_vacuum1,180,12,0,16
750,232,Si_O_H_vacuum1,180,12,0,16
751,232,Si_O_H_vacuum1,180,12,0,16
752,232,Si_O_H_vacuum1,180,12,0,16
753,232,Si_O_H_vacuum1,180,12,0,16
754,232,Si_O_H_vacuum1,180,12,0,16
755,232,Si_O_H_vacuum1,180,12,0,16
756,232,Si_O_H_vacuum1,180,12,0,16
757,232,Si_O_H_vacuum1,180,12,0,16
758,232,Si_O_H_vacuum1,180,12,0,16
759,232,Si_O_H_vacuum1,180,12,0,16
760,232,Si_O_H_vacuum1,180,12,0,16
761,232,Si_O_H_vacuum1,180,12,0,16
762,232,Si_O_H_vacuum1,180,12,0,16
763,232,Si_O_H_vacuum1,180,12,0,16
764,232,Si_O_H_vacuum1,180,12,0,16
765,232,Si_O_H_vacuum1,180,12,0,16
766,232,Si_O_H_vacuum1,180,12,0,16
767,232,Si_O_H_vacuum1,180,12,0,16
768,232,Si_O_H_vacuum1,180,12,0,16
769,232,Si_O_H_vacuum1,180,12,0,16
770,232,Si_O_H_vacuum1,180,12,0,16
771,242,Si_O_H_vacuum1,168,24,0,16
772,242,Si_O_H_vacuum1,168,24,0,16
773,242,Si_O_H_vacuum1,168,24,0,16
774,242,Si_O_H_vacuum1,168,24,0,16
775,242,Si_O_H_vacuum1,168,24,0,16
776,242,Si_O_H_vacuum1,169,23,0,16
777,242,Si_O_H_vacuum1,168,24,0,16
778,242,Si_O_H_vacuum1,168,24,0,16
779,242,Si_O_H_vacuum1,168,24,0,16
780,242,Si_O_H_vacuum1,168,24,0,16
781,242,Si_O_H_vacuum1,168,24,0,16
782,242,Si_O_H_vacuum1,169,23,0,16
783,242,Si_O_H_vacuum1,168,24,0,16
784,242,Si_O_H_vacuum1,168,24,0,16
785,242,Si_O_H_vacuum1,169,23,0,16
786,242,Si_O_H_vacuum1,167,25,0,16
787,242,Si_O_H_vacuum1,167,25,0,16
788,242,Si_O_H_vacuum1,167,25,0,16
789,242,Si_O_H_vacuum1,168,24,0,16
790,242,Si_O_H_vacuum1,167,25,0,16
791,242,Si_O_H_vacuum1,167,25,0,16
792,242,Si_O_H_vacuum1,167,25,0,16
793,242,Si_O_H_vacuum1,167,25,0,16
794,242,Si_O_H_vacuum1,167,25,0,16
795,242,Si_O_H_vacuum1,170,22,0,16
796,242,Si_O_H_vacuum1,168,24,0,16
797,242,Si_O_H_vacuum1,168,24,0,16
798,242,Si_O_H_vacuum1,168,24,0,16
799,242,Si_O_H_vacuum1,168,24,0,16
800,242,Si_O_H_vacuum1,168,24,0,16
801,242,Si_O_H_vacuum1,168,24,0,16
802,242,Si_O_H_vacuum1,168,24,0,16
803,242,Si_O_H_vacuum1,168,24,0,16
804,242,Si_O_H_vacuum1,168,24,0,16
805,242,Si_O_H_vacuum1,170,22,0,16
806,242,Si_O_H_vacuum1,168,24,0,16
807,242,Si_O_H_vacuum1,168,24,0,16
808,242,Si_O_H_vacuum1,168,24,0,16
809,242,Si_O_H_vacuum1,169,23,0,16
810,242,Si_O_H_vacuum1,169,23,0,16
811,242,Si_O_H_vacuum1,169,23,0,16
812,242,Si_O_H_vacuum1,168,24,0,16
813,242,Si_O_H_vacuum1,167,25,0,16
814,242,Si_O_H_vacuum1,167,25,0,16
815,242,Si_O_H_vacuum1,168,24,0,16
816,242,Si_O_H_vacuum1,168,24,0,16
817,242,Si_O_H_vacuum1,167,25,0,16
818,242,Si_O_H_vacuum1,167,25,0,16
819,242,Si_O_H_vacuum1,167,25,0,16
820,242,Si_O_H_vacuum1,167,25,0,16
821,242,Si_O_H_vacuum1,167,25,0,16
822,242,Si_O_H_vacuum1,167,25,0,16
823,242,Si_O_H_vacuum1,167,25,0,16
824,242,Si_O_H_vacuum1,167,25,0,16
825,242,Si_O_H_vacuum1,167,25,0,16
826,242,Si_O_H_vacuum1,169,23,0,16
827,242,Si_O_H_vacuum1,167,25,0,16
828,242,Si_O_H_vacuum1,168,24,0,16
829,242,Si_O_H_vacuum1,167,25,0,16
830,242,Si_O_H_vacuum1,168,24,0,16
831,242,Si_O_H_vacuum1,168,24,0,16
832,242,Si_O_H_vacuum1,168,24,0,16
833,242,Si_O_H_vacuum1,169,23,0,16
834,242,Si_O_H_vacuum1,169,23,0,16
835,242,Si_O_H_vacuum1,168,24,0,16
836,242,Si_O_H_vacuum1,168,24,0,16
837,242,Si_O_H_vacuum1,168,24,0,16
838,242,Si_O_H_vacuum1,168,24,0,16
839,242,Si_O_H_vacuum1,169,23,0,16
840,242,Si_O_H_vacuum1,168,24,0,16
841,242,Si_O_H_vacuum1,169,23,0,16
842,242,Si_O_H_vacuum1,168,24,0,16
843,242,Si_O_H_vacuum1,168,24,0,16
844,242,Si_O_H_vacuum1,168,24,0,16
845,242,Si_O_H_vacuum1,168,24,0,16
846,242,Si_O_H_vacuum1,168,24,0,16
847,242,Si_O_H_vacuum1,170,22,0,16
848,242,Si_O_H_vacuum1,168,24,0,16
849,242,Si_O_H_vacuum1,169,23,0,16
850,242,Si_O_H_vacuum1,169,23,0,16
851,242,Si_O_H_vacuum1,168,24,0,16
852,242,Si_O_H_vacuum1,170,22,0,16
853,242,Si_O_H_vacuum1,168,24,0,16
854,242,Si_O_H_vacuum1,168,24,0,16
855,242,Si_O_H_vacuum1,168,24,0,16
856,242,Si_O_H_vacuum1,170,22,0,16
857,272,Si_O_H_vacuum1,159,23,10,16
858,272,Si_O_H_vacuum1,159,23,10,16
859,272,Si_O_H_vacuum1,159,23,10,16
860,272,Si_O_H_vacuum1,158,25,9,16
861,272,Si_O_H_vacuum1,158,25,9,16
862,272,Si_O_H_vacuum1,157,24,11,16
863,272,Si_O_H_vacuum1,158,25,9,16
864,272,Si_O_H_vacuum1,158,24,10,16
865,272,Si_O_H_vacuum1,159,25,8,16
866,272,Si_O_H_vacuum1,159,22,11,16
867,272,Si_O_H_vacuum1,158,25,9,16
868,272,Si_O_H_vacuum1,158,22,12,16
869,272,Si_O_H_vacuum1,160,20,12,16
870,272,Si_O_H_vacuum1,158,22,12,16
871,272,Si_O_H_vacuum1,158,23,11,16
872,272,Si_O_H_vacuum1,159,21,12,16
873,272,Si_O_H_vacuum1,158,25,9,16
874,272,Si_O_H_vacuum1,158,22,12,16
875,272,Si_O_H_vacuum1,158,24,10,16
876,272,Si_O_H_vacuum1,158,23,11,16
877,272,Si_O_H_vacuum1,158,25,9,16
878,272,Si_O_H_vacuum1,158,23,11,16
879,272,Si_O_H_vacuum1,158,21,13,16
880,272,Si_O_H_vacuum1,158,24,10,16
881,272,Si_O_H_vacuum1,158,24,10,16
882,272,Si_O_H_vacuum1,159,22,11,16
883,272,Si_O_H_vacuum1,159,21,12,16
884,272,Si_O_H_vacuum1,158,23,11,16
885,272,Si_O_H_vacuum1,158,24,10,16
886,272,Si_O_H_vacuum1,158,23,11,16
887,272,Si_O_H_vacuum1,158,21,13,16
888,272,Si_O_H_vacuum1,158,22,12,16
889,272,Si_O_H_vacuum1,158,21,13,16
890,272,Si_O_H_vacuum1,158,22,12,16
891,272,Si_O_H_vacuum1,159,22,11,16
892,272,Si_O_H_vacuum1,158,22,12,16
893,272,Si_O_H_vacuum1,158,22,12,16
894,272,Si_O_H_vacuum1,157,21,14,16
895,272,Si_O_H_vacuum1,158,21,13,16
896,272,Si_O_H_vacuum1,158,22,12,16
897,272,Si_O_H_vacuum1,158,21,13,16
898,272,Si_O_H_vacuum1,157,20,15,16
899,272,Si_O_H_vacuum1,157,20,15,16
900,272,Si_O_H_vacuum1,157,21,14,16
901,272,Si_O_H_vacuum1,157,22,13,16
902,272,Si_O_H_vacuum1,157,25,10,16
903,272,Si_O_H_vacuum1,157,23,12,16
904,272,Si_O_H_vacuum1,157,21,14,16
905,272,Si_O_H_vacuum1,158,20,14,16
906,272,Si_O_H_vacuum1,158,20,14,16
907,272,Si_O_H_vacuum1,158,22,12,16
908,272,Si_O_H_vacuum1,158,20,14,16
909,272,Si_O_H_vacuum1,158,20,14,16
910,272,Si_O_H_vacuum1,158,21,13,16
911,272,Si_O_H_vacuum1,157,20,15,16
912,272,Si_O_H_vacuum1,157,22,13,16
913,272,Si_O_H_vacuum1,158,19,15,16
914,272,Si_O_H_vacuum1,157,22,13,16
915,272,Si_O_H_vacuum1,157,21,14,16
916,272,Si_O_H_vacuum1,157,22,13,16
917,272,Si_O_H_vacuum1,157,22,13,16
918,272,Si_O_H_vacuum1,156,26,10,16
919,272,Si_O_H_vacuum1,157,22,13,16
920,272,Si_O_H_vacuum1,156,26,10,16
921,272,Si_O_H_vacuum1,157,24,11,16
922,272,Si_O_H_vacuum1,158,22,12,16
923,272,Si_O_H_vacuum1,157,21,14,16
924,272,Si_O_H_vacuum1,156,24,12,16
925,272,Si_O_H_vacuum1,157,22,13,16
926,272,Si_O_H_vacuum1,157,23,12,16
927,272,Si_O_H_vacuum1,157,23,12,16
928,272,Si_O_H_vacuum1,158,21,13,16
929,272,Si_O_H_vacuum1,157,21,14,16
930,272,Si_O_H_vacuum1,157,23,12,16
931,272,Si_O_H_vacuum1,157,22,13,16
932,272,Si_O_H_vacuum1,157,24,11,16
933,272,Si_O_H_vacuum1,158,21,13,16
934,272,Si_O_H_vacuum1,158,23,11,16
935,272,Si_O_H_vacuum1,157,22,13,16
936,272,Si_O_H_vacuum1,157,25,10,16
937,284,Si_O_H_vacuum1,154,21,17,16
938,284,Si_O_H_vacuum1,154,22,16,16
939,284,Si_O_H_vacuum1,154,21,17,16
940,284,Si_O_H_vacuum1,154,21,17,16
941,284,Si_O_H_vacuum1,153,23,16,16
942,284,Si_O_H_vacuum1,153,22,17,16
943,284,Si_O_H_vacuum1,154,21,17,16
944,284,Si_O_H_vacuum1,152,24,16,16
945,284,Si_O_H_vacuum1,154,22,16,16
946,284,Si_O_H_vacuum1,153,22,17,16
947,284,Si_O_H_vacuum1,153,21,18,16
948,284,Si_O_H_vacuum1,153,21,18,16
949,284,Si_O_H_vacuum1,154,22,16,16
950,284,Si_O_H_vacuum1,154,20,18,16
951,284,Si_O_H_vacuum1,153,22,17,16
952,284,Si_O_H_vacuum1,154,21,17,16
953,284,Si_O_H_vacuum1,153,23,16,16
954,284,Si_O_H_vacuum1,153,22,17,16
955,284,Si_O_H_vacuum1,153,22,17,16
956,284,Si_O_H_vacuum1,152,23,17,16
957,284,Si_O_H_vacuum1,153,19,20,16
958,284,Si_O_H_vacuum1,153,21,18,16
959,284,Si_O_H_vacuum1,153,21,18,16
960,284,Si_O_H_vacuum1,154,20,18,16
961,284,Si_O_H_vacuum1,153,22,17,16
962,284,Si_O_H_vacuum1,153,22,17,16
963,284,Si_O_H_vacuum1,153,21,18,16
964,284,Si_O_H_vacuum1,153,22,17,16
965,284,Si_O_H_vacuum1,153,20,19,16
966,284,Si_O_H_vacuum1,152,22,18,16
967,284,Si_O_H_vacuum1,152,23,17,16
968,284,Si_O_H_vacuum1,152,22,18,16
969,284,Si_O_H_vacuum1,153,20,19,16
970,284,Si_O_H_vacuum1,152,25,15,16
971,284,Si_O_H_vacuum1,153,20,19,16
972,284,Si_O_H_vacuum1,153,22,17,16
973,284,Si_O_H_vacuum1,154,22,16,16
974,284,Si_O_H_vacuum1,153,21,18,16
975,284,Si_O_H_vacuum1,153,22,17,16
976,284,Si_O_H_vacuum1,153,22,17,16
977,284,Si_O_H_vacuum1,154,21,17,16
978,284,Si_O_H_vacuum1,153,23,16,16
979,284,Si_O_H_vacuum1,153,22,17,16
980,284,Si_O_H_vacuum1,153,21,18,16
981,284,Si_O_H_vacuum1,153,21,18,16
982,284,Si_O_H_vacuum1,153,22,17,16
983,284,Si_O_H_vacuum1,153,21,18,16
984,284,Si_O_H_vacuum1,153,21,18,16
985,284,Si_O_H_vacuum1,153,21,18,16
986,284,Si_O_H_vacuum1,154,20,18,16
987,284,Si_O_H_vacuum1,153,21,18,16
988,284,Si_O_H_vacuum1,153,22,17,16
989,284,Si_O_H_vacuum1,153,20,19,16
990,284,Si_O_H_vacuum1,154,19,19,16
991,284,Si_O_H_vacuum1,153,21,18,16
992,284,Si_O_H_vacuum1,154,20,18,16
993,284,Si_O_H_vacuum1,154,21,17,16
994,284,Si_O_H_vacuum1,153,22,17,16
995,284,Si_O_H_vacuum1,153,23,16,16
996,284,Si_O_H_vacuum1,153,22,17,16
997,284,Si_O_H_vacuum1,153,22,17,16
998,284,Si_O_H_vacuum1,153,23,16,16
999,284,Si_O_H_vacuum1,153,21,18,16
1000,284,Si_O_H_vacuum1,153,22,17,16
1001,284,Si_O_H_vacuum1,153,22,17,16
1002,284,Si_O_H_vacuum1,153,22,17,16
1003,284,Si_O_H_vacuum1,153,22,17,16
1004,284,Si_O_H_vacuum1,153,22,17,16
1005,284,Si_O_H_vacuum1,153,21,18,16
1006,284,Si_O_H_vacuum1,153,22,17,16
1007,284,Si_O_H_vacuum1,154,21,17,16
1008,284,Si_O_H_vacuum1,153,20,19,16
1009,284,Si_O_H_vacuum1,153,23,16,16
1010,284,Si_O_H_vacuum1,153,21,18,16
1011,284,Si_O_H_vacuum1,153,21,18,16
1012,284,Si_O_H_vacuum1,153,21,18,16
