observable,role,original_role,validation_status,source_target,imposed_target,prediction,units,scale,imposed_normalized_residual,source_normalized_residual
normal_strain_force_ev,exact,exact,development_or_control,0.0,0.0,5.551115123125783e-16,eV/strain,0.1,5.551115123125783e-15,5.551115123125783e-15
cohesive_ev_atom,exact,exact,development_or_control,3.36,3.36,3.3599999999999963,eV/atom,0.0672,-5.286776307738841e-14,-5.286776307738841e-14
C11_GPa,exact,exact,development_or_control,113.99999999999996,113.99999999999996,113.99999999999973,GPa,5.699999999999998,-3.989011849881265e-14,-3.989011849881265e-14
C12_GPa,exact,exact,development_or_control,62.000000000000014,62.000000000000014,61.99999999999998,GPa,3.100000000000001,-1.1460366705808064e-14,-1.1460366705808064e-14
C44_GPa,exact,exact,development_or_control,32.0,32.0,32.00000000000023,GPa,1.6,1.4210854715202004e-13,1.4210854715202004e-13
perfect_Haa,exact,fit,development_or_control,19.66091286328976,23.858349748378238,23.858349748378224,eV/L0^2,1.9660912863289761,-7.227972990885924e-15,2.1349145455630327
perfect_Hxx,exact,fit,development_or_control,4.393593035123306,4.393593035123306,4.393593035123304,eV/L0^2,0.43935930351233066,-4.043061852109834e-15,-4.043061852109834e-15
saddle_energy_at_source_state,fit,fit,development_or_control,0.07624909750742465,0.07624909750742465,0.07741477792495322,eV/cell,0.007624909750742465,0.15287792978993137,0.15287792978993137
saddle_normal_force_at_source_state,fit,fit,development_or_control,1.4903612010162394e-15,1.4903612010162394e-15,0.07554200025583459,eV/L0,0.03173805605024358,2.380170988930286,2.380170988930286
fault_energy_at_source_state,fit,fit,development_or_control,0.06670794504308616,0.06670794504308616,0.06581301819965225,eV/cell,0.006670794504308616,-0.1341559604115947,-0.1341559604115947
fault_normal_force_at_source_state,fit,fit,development_or_control,5.29078226360765e-15,5.29078226360765e-15,-0.08360290855203059,eV/L0,0.03173805605024358,-2.6341534093860877,-2.6341534093860877
saddle_path_force_at_source_state,fit,fit,development_or_control,2.296700476743968e-16,2.296700476743968e-16,-0.04505547202457599,eV/L0,0.03173805605024358,-1.4196040221634947,-1.4196040221634947
opening_1.1h_energy,fit,fit,development_or_control,0.05670265774764735,0.05670265774764735,0.05133899764686011,eV/cell,0.005670265774764736,-0.9459274598129013,-0.9459274598129013
