q_A,relative_energy_eV,reaction_eV_A,free_gradient_max_eV_A
2.6427454609767165,0.0,1.892930256985892e-14,1.3935380627216887e-13
2.705472165321194,0.04590150029948514,1.4246917520939029,4.836583599402561e-07
2.768198869665672,0.17386312261151327,2.6161951636031824,3.057088021618526e-07
2.8309255740101493,0.3691180813277848,3.5685608264454087,3.214680817653637e-07
2.893652278354627,0.6162502954315792,4.26713450679187,3.070256827664153e-07
2.9563789826991047,0.8986716132011408,4.689392323051462,3.7081609527075954e-07
3.019105687043582,1.1981762145927335,4.806691248188034,3.532567320052582e-07
3.0818323913880596,1.4946575072581467,4.587903673372514,4.878419780085519e-07
3.1445590957325376,1.76615081049966,4.006486004631798,4.4357452248268425e-07
3.207285800077015,1.989484145615462,3.0532271281661165,4.92539901142397e-07
3.2700125044214925,2.1419760209968097,1.757284441992068,4.945088672853037e-07
3.3327392087659704,2.2047487960287233,0.21644140688853378,2.601863848261665e-07
3.395465913110448,2.1680815494302923,-1.3706553608372916,3.890808099767107e-07
3.458192617454926,2.0381447739257283,-2.700839219016618,4.311234961043575e-07
3.5209193217994033,1.8413214692449742,-3.4616400293292484,4.5928584373362835e-07
3.5836460261438807,1.6176896404214132,-3.577578965574503,4.857080829478999e-07
3.646372730488358,1.399529477621662,-3.3560263071865224,3.821453968336219e-07
3.709099434832836,1.1973960535765316,-3.0886847565786115,3.927018076381461e-07
3.7718261391773136,1.012030328197,-2.8217193841443975,4.898491546001527e-07
3.8345528435217915,0.8433827407443726,-2.555661707294541,3.8299475390440874e-07
3.897279547866269,0.6913918673520794,-2.2906556680624206,4.0871041750989434e-07
3.9600062522107464,0.5559870992076394,-2.026849598047395,4.0073571929560847e-07
4.022732956555224,0.4370884109330877,-1.7643956866729726,4.5624941687194553e-07
4.085459660899701,0.3346061126895705,-1.5034500916157585,4.5650182214571067e-07
4.148186365244179,0.2484405847971214,-1.2441733349519657,3.651571425442035e-07
4.210913069588657,0.17848199359770334,-0.9867305336028029,4.231809441340717e-07
4.273639773933135,0.12460998721841943,-0.7312918979269296,4.4881123962420277e-07
4.336366478277612,0.08669336980053188,-0.47803307901451664,2.992737502816034e-07
4.39909318262209,0.06458974522459737,-0.22713578354762187,3.881319776833694e-07
4.461819886966568,0.05814489367453035,0.02119968913893768,3.163150794436437e-07
4.524546591311045,0.0671897652290614,0.2666766832197671,3.012742004084024e-07
4.587273295655523,0.0915280263594509,0.5086694968801664,4.678362615084808e-07
4.65,0.1309042072181672,0.7458459683148495,4.975483880245712e-07
