model,case,radius,ring,barrier_eV_per_straight_row_repeat,force_residual,negative_eigenvalues,minimum_H,two_descents_verified,full_translation_Peierls,finite_loop_activation
current,reconstruction_R10r5,10.0,5,0.014553901492556198,3.4423508488146126e-10,1,-1.256652857936296,False,False,False
current,reconstruction_R8r5,8.0,5,0.014834588764770618,2.5485022425719706e-10,1,-1.2997514466428786,True,False,False
current,reconstruction_R8r7,8.0,7,0.014834179987000873,2.5494059641140154e-10,1,-1.299716304692171,False,False,False
Mishin_target,reconstruction_R10r5,10.0,5,0.0006445511716335339,8.705559233559979e-11,1,-0.03084614148949684,True,False,False
Mishin_target,reconstruction_R12r5,12.0,5,0.0008267211136216979,1.671124211233277e-10,1,-0.04097991143258079,False,False,False
Mishin_target,reconstruction_R16r5,16.0,5,0.0010162721159860943,4.476378772863554e-11,1,-0.053509273284550476,False,False,False
Mishin_target,reconstruction_R8r5,8.0,5,0.00033629867114637335,6.07924821593997e-12,1,-0.01736521633751109,True,False,False
wider_trial,reconstruction_wider_R8r5,8.0,5,0.009778537325346726,3.518266372681822e-10,1,-0.9756983235525543,True,False,False
