observable,role,original_role,validation_status,source_target,imposed_target,prediction,units,scale,imposed_normalized_residual,source_normalized_residual
normal_strain_force_ev,exact,exact,development_or_control,0.0,0.0,0.0,eV/strain,0.1,0.0,0.0
cohesive_ev_atom,exact,exact,development_or_control,3.36,3.36,3.3600000000000017,eV/atom,0.0672,2.6433881538694204e-14,2.6433881538694204e-14
C11_GPa,exact,exact,development_or_control,113.99999999999996,113.99999999999996,113.99999999999982,GPa,5.699999999999998,-2.493132406175791e-14,-2.493132406175791e-14
C12_GPa,exact,exact,development_or_control,62.000000000000014,62.000000000000014,62.00000000000001,GPa,3.100000000000001,-2.2920733411616127e-15,-2.2920733411616127e-15
C44_GPa,exact,exact,development_or_control,32.0,32.0,32.00000000000001,GPa,1.6,4.440892098500626e-15,4.440892098500626e-15
perfect_Haa,fit,fit,development_or_control,19.66091286328976,19.66091286328976,27.85478767634475,eV/L0^2,1.9660912863289761,4.16759632171217,4.16759632171217
perfect_Hxx,exact,fit,development_or_control,4.393593035123306,4.393593035123306,4.393593035123307,eV/L0^2,0.43935930351233066,2.021530926054917e-15,2.021530926054917e-15
saddle_energy_at_source_state,fit,fit,development_or_control,0.07624909750742465,0.07624909750742465,0.08614203114168836,eV/cell,0.007624909750742465,1.297449275816072,1.297449275816072
saddle_normal_force_at_source_state,fit,fit,development_or_control,1.4903612010162394e-15,1.4903612010162394e-15,0.11324250648273265,eV/L0,0.03173805605024358,3.5680353674925867,3.5680353674925867
fault_energy_at_source_state,fit,fit,development_or_control,0.06670794504308616,0.06670794504308616,0.07614661444820559,eV/cell,0.006670794504308616,1.4149243240850928,1.4149243240850928
fault_normal_force_at_source_state,fit,fit,development_or_control,5.29078226360765e-15,5.29078226360765e-15,-0.09292063775034567,eV/L0,0.03173805605024358,-2.9277356370929284,-2.9277356370929284
saddle_path_force_at_source_state,fit,fit,development_or_control,2.296700476743968e-16,2.296700476743968e-16,-0.019776567729589356,eV/L0,0.03173805605024358,-0.6231184322783312,-0.6231184322783312
opening_1.1h_energy,fit,fit,development_or_control,0.05670265774764735,0.05670265774764735,0.05957667031861044,eV/cell,0.005670265774764736,0.5068567656482269,0.5068567656482269
opening_1.5h_energy,fit,fit,development_or_control,0.4710312483934004,0.4710312483934004,0.423789095869368,eV/cell,0.04710312483934004,-1.002951559693046,-1.002951559693046
opening_2h_energy,fit,fit,development_or_control,0.7060534019484034,0.7060534019484034,0.6551109584307696,eV/cell,0.07060534019484034,-0.7215097806632552,-0.7215097806632552
opening_40h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8461064257965302,eV/cell,0.07719163228888834,0.961115871082913,0.961115871082913
direct_quarter_energy,fit,fit,development_or_control,0.117221996542065,0.117221996542065,0.10336482543007797,eV/cell,0.0117221996542065,-1.1821306171844974,-1.1821306171844974
direct_half_energy,fit,fit,development_or_control,0.26732847628894163,0.26732847628894163,0.26910305508695587,eV/cell,0.026732847628894163,0.06638195910323394,0.06638195910323394
oblique_energy,fit,fit,development_or_control,0.13339289745734875,0.13339289745734875,0.11740554831370928,eV/cell,0.013339289745734876,-1.1985157717075072,-1.1985157717075072
opening_1.25h_energy,fit,fit,development_or_control,0.24853683654490819,0.24853683654490819,0.2150791823976086,eV/cell,0.02485368365449082,-1.3461849202081606,-1.3461849202081606
opening_3h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8106011249564331,eV/cell,0.07719163228888834,0.5011527923489499,0.5011527923489499
saddle_Haa,fit,fit,development_or_control,12.717337762538286,12.717337762538286,22.606360168199117,eV/L0^2,1.2717337762538286,7.776016168093861,7.776016168093861
saddle_Hxx,fit,fit,development_or_control,-0.18642463121762062,-0.18642463121762062,-0.07979173144885177,eV/L0^2,0.018642463121762064,5.719893292656815,5.719893292656815
fault_Haa,fit,fit,development_or_control,14.140554350039636,14.140554350039636,24.94024297907105,eV/L0^2,1.4140554350039638,7.637387022950159,7.637387022950159
fault_Hxx,fit,fit,development_or_control,2.4858929774856264,2.4858929774856264,2.660217350589037,eV/L0^2,0.24858929774856264,0.7012545378350613,0.7012545378350613
saddle_normal_path_coupling,fit,fit,development_or_control,1.2055891043737141,1.2055891043737141,0.6142834176525235,eV/L0^2,0.12055891043737142,-4.904703307088739,-4.904703307088739
opening_1.1h_normal_force,fit,fit,development_or_control,1.2761663221727821,1.2761663221727821,1.200873594627011,eV/L0,0.03173805605024358,-2.372316925352246,-2.372316925352246
opening_1.3h_normal_force,fit,fit,development_or_control,1.4139711872929317,1.4139711872929317,1.1590820312726768,eV/L0,0.03173805605024358,-8.03102608479698,-8.03102608479698
opening_1.5h_normal_force,fit,fit,development_or_control,0.6379256757978651,0.6379256757978651,0.814731488752424,eV/L0,0.03173805605024358,5.570782680409374,5.570782680409374
opening_2h_normal_force,fit,fit,development_or_control,0.5548811295393773,0.5548811295393773,0.38109408820806095,eV/L0,0.03173805605024358,-5.475667478064794,-5.475667478064794
opening_2.5h_normal_force,fit,fit,development_or_control,0.0005156382639574782,0.0005156382639574782,0.17215161227847758,eV/L0,0.03173805605024358,5.407891830010264,5.407891830010264
opening_3h_normal_force,fit,fit,development_or_control,0.0,0.0,0.07335326841532344,eV/L0,0.03173805605024358,2.3112086102312013,2.3112086102312013
shockley_0.15_energy,fit,fit,development_or_control,0.013715574532912111,0.013715574532912111,0.011628985568391627,eV/cell,0.004433026104653031,-0.4706917837299314,-0.4706917837299314
shockley_0.35_energy,fit,fit,development_or_control,0.04820527408303389,0.04820527408303389,0.04737311166861492,eV/cell,0.004820527408303389,-0.17262891462572408,-0.17262891462572408
shockley_0.75_energy,fit,fit,development_or_control,0.08334161260537679,0.08334161260537679,0.09696937130313818,eV/cell,0.00833416126053768,1.6351685876644768,1.6351685876644768
new_direct_017_energy,fit,fit,development_or_control,0.05826439239193282,0.05826439239193282,0.04807310889214936,eV/cell,0.0058264392391932825,-1.749144388433462,-1.749144388433462
new_direct_017_normal_force,fit,fit,development_or_control,-0.44118804525591643,-0.44118804525591643,-0.42783783477258824,eV/L0,0.03173805605024358,0.4206373087940187,0.4206373087940187
new_direct_017_Haa,fit,fit,development_or_control,26.109437232644353,26.109437232644353,27.536052416750827,eV/L0^2,2.6109437232644357,0.5463982893981307,0.5463982893981307
new_direct_039_energy,fit,fit,development_or_control,0.2262381941113307,0.2262381941113307,0.22507176708546203,eV/cell,0.022623819411133072,-0.051557475980146525,-0.051557475980146525
new_direct_039_normal_force,fit,fit,development_or_control,-1.9685101248020884,-1.9685101248020884,-1.9793214738064449,eV/L0,0.03173805605024358,-0.340643074901667,-0.340643074901667
new_direct_039_Haa,fit,fit,development_or_control,36.31678531793335,36.31678531793335,46.855777063421726,eV/L0^2,3.6316785317933356,2.9019616282733547,2.9019616282733547
new_raised_direct_energy,fit,fit,development_or_control,0.11960599647825673,0.11960599647825673,0.1158372885143891,eV/cell,0.011960599647825674,-0.3150935634362405,-0.3150935634362405
new_raised_direct_normal_force,fit,fit,development_or_control,0.08783049166112324,0.08783049166112324,0.17857789792983142,eV/L0,0.03173805605024358,2.8592616423970214,2.8592616423970214
new_raised_direct_Haa,fit,fit,development_or_control,20.00400949091716,20.00400949091716,17.46609951377637,eV/L0^2,2.000400949091716,-1.2687006463844808,-1.2687006463844808
new_off_path_positive_energy,fit,fit,development_or_control,0.05360470506556986,0.05360470506556986,0.05157890118706035,eV/cell,0.0053604705065569865,-0.37791531098464626,-0.37791531098464626
new_off_path_positive_normal_force,fit,fit,development_or_control,0.35206897342006,0.35206897342006,0.42602516980321975,eV/L0,0.03173805605024358,2.330205613919198,2.330205613919198
new_off_path_positive_Haa,fit,fit,development_or_control,13.446420569551602,13.446420569551602,18.344541641606575,eV/L0^2,1.3446420569551603,3.6426951296959995,3.6426951296959995
new_off_path_negative_energy,fit,fit,development_or_control,0.21544733160917068,0.21544733160917068,0.22114601296328856,eV/cell,0.021544733160917068,0.2645046151908486,0.2645046151908486
new_off_path_negative_normal_force,fit,fit,development_or_control,-0.05312860042135701,-0.05312860042135701,-0.0726532601373735,eV/L0,0.03173805605024358,-0.6151813357789644,-0.6151813357789644
new_off_path_negative_Haa,fit,fit,development_or_control,13.5831841481301,13.5831841481301,14.708943393929001,eV/L0^2,1.35831841481301,0.828788915413384,0.828788915413384
new_shockley_058_energy,fit,fit,development_or_control,0.07969505412787091,0.07969505412787091,0.08975287774900327,eV/cell,0.007969505412787091,1.262038620990778,1.262038620990778
new_shockley_058_normal_force,fit,fit,development_or_control,-0.6123357455328253,-0.6123357455328253,-0.7963938644222817,eV/L0,0.03173805605024358,-5.799287725690551,-5.799287725690551
new_shockley_058_Haa,fit,fit,development_or_control,23.107568998056017,23.107568998056017,35.364345189401064,eV/L0^2,2.3107568998056016,5.304225724642943,5.304225724642943
new_opening_1.17h_energy,fit,fit,development_or_control,0.14263027381623705,0.14263027381623705,0.1313890594761047,eV/cell,0.014263027381623706,-0.7881366304193855,-0.7881366304193855
new_opening_1.17h_normal_force,fit,fit,development_or_control,1.6398229617729339,1.6398229617729339,1.2934415945918176,eV/L0,0.03173805605024358,-10.91375497707768,-10.91375497707768
new_opening_1.42h_energy,fit,fit,development_or_control,0.4226003973463561,0.4226003973463561,0.36670081358098344,eV/cell,0.042260039734635615,-1.32275274979352,-1.32275274979352
new_opening_1.42h_normal_force,fit,fit,development_or_control,0.8686291067124379,0.8686291067124379,0.9373675579673153,eV/L0,0.03173805605024358,2.1658053393711203,2.1658053393711203
new_opening_1.78h_energy,fit,fit,development_or_control,0.5953584311886578,0.5953584311886578,0.5741301810316254,eV/cell,0.05953584311886578,-0.3565625183916412,-0.3565625183916412
new_opening_1.78h_normal_force,fit,fit,development_or_control,0.5989965116849877,0.5989965116849877,0.5279692917933507,eV/L0,0.03173805605024358,-2.237919669030638,-2.237919669030638
new_opening_2.23h_energy,fit,fit,development_or_control,0.7765619947928292,0.7765619947928292,0.7154376273464875,eV/cell,0.07765619947928293,-0.7871151029306857,-0.7871151029306857
new_opening_2.23h_normal_force,fit,fit,development_or_control,0.15664558956102492,0.15664558956102492,0.26712011544437275,eV/L0,0.03173805605024358,3.480822067629437,3.480822067629437
new_opening_3.4h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8278438438058773,eV/cell,0.07719163228888834,0.7245282844607581,0.7245282844607581
new_opening_3.4h_normal_force,fit,fit,development_or_control,0.0,0.0,0.03643884834948205,eV/L0,0.03173805605024358,1.1481121683003137,1.1481121683003137
new_opening_5.5h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8446553977181629,eV/cell,0.07719163228888834,0.9423181330983497,0.9423181330983497
new_opening_5.5h_normal_force,fit,fit,development_or_control,0.0,0.0,0.0012462301996484105,eV/L0,0.03173805605024358,0.03926611628877144,0.03926611628877144
v16_direct011_energy,fit,fit,development_or_control,0.025339211626875774,0.025339211626875774,0.02153216335434424,eV/cell,0.004433026104653031,-0.8587922070965353,-0.8587922070965353
v16_direct011_normal_force,fit,fit,development_or_control,-0.1684646879274777,-0.1684646879274777,-0.24090235519295602,eV/L0,0.03173805605024358,-2.282359926228764,-2.282359926228764
v16_direct011_Haa,fit,fit,development_or_control,23.17866876533168,23.17866876533168,25.61451020048253,eV/L0^2,2.317866876533168,1.0508979009157502,1.0508979009157502
v16_direct031_energy,fit,fit,development_or_control,0.16617323878813156,0.16617323878813156,0.15641180422821518,eV/cell,0.016617323878813157,-0.587425185373083,-0.587425185373083
v16_direct031_normal_force,fit,fit,development_or_control,-1.4977500080753077,-1.4977500080753077,-1.3716073578619843,eV/L0,0.03173805605024358,3.9744920109042177,3.9744920109042177
v16_direct031_Haa,fit,fit,development_or_control,34.460781638400974,34.460781638400974,40.53816958299817,eV/L0^2,3.4460781638400975,1.7635664821441344,1.7635664821441344
v16_raised043_energy,fit,fit,development_or_control,0.1726273519698645,0.1726273519698645,0.18252728424282083,eV/cell,0.017262735196986453,0.5734857286511903,0.5734857286511903
v16_raised043_normal_force,fit,fit,development_or_control,-0.17083895700384927,-0.17083895700384927,-0.04335080878672648,eV/L0,0.03173805605024358,4.016885848815065,4.016885848815065
v16_raised043_Haa,fit,fit,development_or_control,18.238440853611248,18.238440853611248,16.732103000598762,eV/L0^2,1.8238440853611249,-0.8259137198749245,-0.8259137198749245
v16_off_plus_energy,fit,fit,development_or_control,0.0652424878354941,0.0652424878354941,0.06339542273738397,eV/cell,0.006524248783549411,-0.28310770471650754,-0.28310770471650754
v16_off_plus_normal_force,fit,fit,development_or_control,-0.08042066717244803,-0.08042066717244803,-0.05833700021911607,eV/L0,0.03173805605024358,0.6958103205304054,0.6958103205304054
v16_off_plus_Haa,fit,fit,development_or_control,20.981095919956758,20.981095919956758,24.020447534556894,eV/L0^2,2.098109591995676,1.4486143270090917,1.4486143270090917
v16_off_minus_energy,fit,fit,development_or_control,0.21182429891635463,0.21182429891635463,0.21409054202230865,eV/cell,0.021182429891635463,0.10698692820170365,0.10698692820170365
v16_off_minus_normal_force,fit,fit,development_or_control,0.3481661631135443,0.3481661631135443,0.46855425700899195,eV/L0,0.03173805605024358,3.793177934554807,3.793177934554807
v16_off_minus_Haa,fit,fit,development_or_control,5.497617912510364,5.497617912510364,8.715468404581728,eV/L0^2,0.5497617912510364,5.853172307134754,5.853172307134754
v16_shockley043_energy,fit,fit,development_or_control,0.061697611386283796,0.061697611386283796,0.06439177346426868,eV/cell,0.00616976113862838,0.436672023024838,0.436672023024838
v16_shockley043_normal_force,fit,fit,development_or_control,-0.43484281773712713,-0.43484281773712713,-0.5704164025417262,eV/L0,0.03173805605024358,-4.271641104608818,-4.271641104608818
v16_shockley043_Haa,fit,fit,development_or_control,25.03469226049791,25.03469226049791,32.04727634474327,eV/L0^2,2.5034692260497913,2.8011465095220967,2.8011465095220967
v16_opening1.21_energy,fit,fit,development_or_control,0.19627832926906572,0.19627832926906572,0.17366217019049818,eV/cell,0.019627832926906574,-1.1522494186082282,-1.1522494186082282
v16_opening1.21_normal_force,fit,fit,development_or_control,1.631864707518524,1.631864707518524,1.2876338518248702,eV/L0,0.03173805605024358,-10.845996842047038,-10.845996842047038
v16_opening1.21_Haa,fit,fit,development_or_control,-1.3832350292334812,-1.3832350292334812,-0.8439400434570995,eV/L0^2,0.13832350292334814,3.8987950303371917,3.8987950303371917
v16_opening1.62_energy,fit,fit,development_or_control,0.5246331923940108,0.5246331923940108,0.4962496538333402,eV/cell,0.05246331923940109,-0.5410168279889163,-0.5410168279889163
v16_opening1.62_normal_force,fit,fit,development_or_control,0.5093642313524578,0.5093642313524578,0.6712075506295747,eV/L0,0.03173805605024358,5.099345688371951,5.099345688371951
v16_opening1.62_Haa,fit,fit,development_or_control,-0.15582859326870177,-0.15582859326870177,-1.2718976314856287,eV/L0^2,0.1,-11.16069038216927,-11.16069038216927
v16_opening1.93_energy,fit,fit,development_or_control,0.6719836252695317,0.6719836252695317,0.6321463312804215,eV/cell,0.06719836252695317,-0.5928313204526597,-0.5928313204526597
v16_opening1.93_normal_force,fit,fit,development_or_control,0.6270410192299789,0.6270410192299789,0.42314301587193864,eV/L0,0.03173805605024358,-6.4244011364544615,-6.4244011364544615
v16_opening1.93_Haa,fit,fit,development_or_control,-0.6638075680371565,-0.6638075680371565,-0.7701033738839361,eV/L0^2,0.1,-1.0629580584677967,-1.0629580584677967
v16_opening2.71_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.7880556475907552,eV/cell,0.07719163228888834,0.20908127245542246,0.20908127245542246
v16_opening2.71_normal_force,fit,fit,development_or_control,0.0,0.0,0.12085850896044699,eV/L0,0.03173805605024358,3.8079997328481445,3.8079997328481445
v16_opening2.71_Haa,fit,fit,development_or_control,0.0,0.0,-0.25210156883698237,eV/L0^2,0.1,-2.5210156883698236,-2.5210156883698236
v16_opening4.3_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8413291528164036,eV/cell,0.07719163228888834,0.8992273886338351,0.8992273886338351
v16_opening4.3_normal_force,fit,fit,development_or_control,0.0,0.0,0.007642721184194811,eV/L0,0.03173805605024358,0.2408062161115301,0.2408062161115301
v16_opening4.3_Haa,fit,fit,development_or_control,0.0,0.0,-0.015782174007162805,eV/L0^2,0.1,-0.15782174007162802,-0.15782174007162802
v16_opening6.2_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8451421470324623,eV/cell,0.07719163228888834,0.9486238595076284,0.9486238595076284
v16_opening6.2_normal_force,fit,fit,development_or_control,0.0,0.0,0.0005763010389864765,eV/L0,0.03173805605024358,0.01815804465384242,0.01815804465384242
v16_opening6.2_Haa,fit,fit,development_or_control,0.0,0.0,-0.0006588222159363775,eV/L0^2,0.1,-0.006588222159363774,-0.006588222159363774
v17_near_0.985_normal_force,fit,fit,development_or_control,-0.24821900083247345,-0.24821900083247345,-0.39184338952867376,eV/L0,0.03173805605024358,-4.52530515633449,-4.52530515633449
v17_near_0.985_Haa,fit,fit,development_or_control,20.878110673451364,20.878110673451364,35.592727180125856,eV/L0^2,2.0878110673451364,7.047867853955588,7.047867853955588
v17_near_1.015_normal_force,fit,fit,development_or_control,0.2329580444899274,0.2329580444899274,0.29339593472623715,eV/L0,0.03173805605024358,1.9042719611003365,1.9042719611003365
v17_near_1.015_Haa,fit,fit,development_or_control,18.39295935022696,18.39295935022696,20.48090568276865,eV/L0^2,1.839295935022696,1.13518781441548,1.13518781441548
v17_near_1.065_normal_force,fit,fit,development_or_control,0.9078686582498847,0.9078686582498847,0.9548788064544772,eV/L0,0.03173805605024358,1.4811917948021802,1.4811917948021802
v17_near_1.065_Haa,fit,fit,development_or_control,14.605604041867348,14.605604041867348,14.934346294925463,eV/L0^2,1.4605604041867348,0.22507953256555954,0.22507953256555954
v17_near_1.095_normal_force,fit,fit,development_or_control,1.2303804278835464,1.2303804278835464,1.1865444201151294,eV/L0,0.03173805605024358,-1.381181244970439,-1.381181244970439
v17_near_1.095_Haa,fit,fit,development_or_control,11.545874277606002,11.545874277606002,4.008511186208533,eV/L0^2,1.1545874277606003,-6.5281873941903985,-6.5281873941903985
v17_direct023_energy,heldout,heldout,retrospective,0.10138618519039871,0.10138618519039871,0.08745891863601932,eV/cell,0.010138618519039872,-1.3736848396282604,-1.3736848396282604
v17_direct023_normal_force,heldout,heldout,retrospective,-0.8610948380753036,-0.8610948380753036,-0.7591735794981473,eV/L0,0.03173805605024358,3.211326440907652,3.211326440907652
v17_direct023_Haa,heldout,heldout,retrospective,29.67272464413389,29.67272464413389,32.787421272323286,eV/L0^2,2.967272464413389,1.049683392928715,1.049683392928715
v17_direct023_Hxx,heldout,heldout,retrospective,1.5318476269016676,1.5318476269016676,3.298517257471907,eV/L0^2,0.1531847626901668,11.532933168708984,11.532933168708984
v17_direct047_energy,heldout,heldout,retrospective,0.26395051027571553,0.26395051027571553,0.2655806781806493,eV/cell,0.026395051027571555,0.06176036194174906,0.06176036194174906
