case,j,lower_layer,y_over_L0,raw_delta_x,raw_delta_y,raw_delta_z,affine_subtracted_delta_x,affine_subtracted_delta_y,affine_subtracted_delta_z,both_rows_free
radial_joint_core_R8r5,-19,0,-16.310145104606928,0.9918657710858574,0.0,0.0,0.9918657710858574,0.0,0.0,False
radial_joint_core_R8r5,-18,0,-15.444119700822489,0.9914140444544532,0.0,0.0,0.9914140444544532,0.0,0.0,False
radial_joint_core_R8r5,-17,0,-14.57809429703805,0.9909092071497969,0.0,0.0,0.9909092071497969,0.0,0.0,False
radial_joint_core_R8r5,-16,0,-13.712068893253612,0.9903413101252472,0.0,0.0,0.9903413101252472,0.0,0.0,False
radial_joint_core_R8r5,-15,0,-12.84604348946917,0.9896977546317836,0.0,0.0,0.9896977546317836,0.0,0.0,False
radial_joint_core_R8r5,-14,0,-11.980018085684733,0.9889623474982352,0.0,0.0,0.9889623474982352,0.0,0.0,False
radial_joint_core_R8r5,-13,0,-11.113992681900296,0.9881139213492505,0.0,0.0,0.9881139213492505,0.0,0.0,False
radial_joint_core_R8r5,-12,0,-10.247967278115857,0.9871242666958682,0.0,0.0,0.9871242666958682,0.0,0.0,False
radial_joint_core_R8r5,-11,0,-9.381941874331417,0.9859549394558582,0.0,0.0,0.9859549394558582,0.0,0.0,False
radial_joint_core_R8r5,-10,0,-8.51591647054698,0.9845521598119251,0.0,0.0,0.9845521598119251,0.0,0.0,False
radial_joint_core_R8r5,-9,0,-7.649891066762541,0.9819498576205179,0.0006551210904724599,0.0005605192269283042,0.9819498576205179,0.0006551210904724599,0.0005605192269283042,True
radial_joint_core_R8r5,-8,0,-6.783865662978103,0.9795975636310219,0.001971748317809204,0.0004282662901223971,0.9795975636310219,0.001971748317809204,0.0004282662901223971,True
radial_joint_core_R8r5,-7,0,-5.917840259193664,0.9764923715645373,0.0037936221906174914,0.0003510152400449792,0.9764923715645373,0.0037936221906174914,0.0003510152400449792,True
radial_joint_core_R8r5,-6,0,-5.0518148554092255,0.9717619244529165,0.006277382181386877,0.000477480572999227,0.9717619244529165,0.006277382181386877,0.000477480572999227,True
radial_joint_core_R8r5,-5,0,-4.185789451624787,0.9641389591938165,0.00981893294784068,0.0008018750321381085,0.9641389591938165,0.00981893294784068,0.0008018750321381085,True
radial_joint_core_R8r5,-4,0,-3.319764047840348,0.951462194488433,0.015890257769360164,0.0014290942896143595,0.951462194488433,0.015890257769360164,0.0014290942896143595,True
radial_joint_core_R8r5,-3,0,-2.4537386440559095,0.929041287971363,0.028839049698479023,0.0027789378041409452,0.929041287971363,0.028839049698479023,0.0027789378041409452,True
radial_joint_core_R8r5,-2,0,-1.5877132402714706,0.8843797132660081,0.05299651820401887,0.006677072630690294,0.8843797132660081,0.05299651820401887,0.006677072630690294,True
radial_joint_core_R8r5,-1,0,-0.7216878364870323,0.7775167918722583,0.07602718109218144,0.022784266763247213,0.7775167918722583,0.07602718109218144,0.022784266763247213,True
radial_joint_core_R8r5,0,0,0.14433756729740643,0.5000000137031811,0.07590988781253255,0.055684947360057115,0.5000000137031811,0.07590988781253255,0.055684947360057115,True
radial_joint_core_R8r5,1,0,1.010362971081845,0.22248321896577183,0.07602718241439606,0.0227842682939914,0.22248321896577183,0.07602718241439606,0.0227842682939914,True
radial_joint_core_R8r5,2,0,1.8763883748662837,0.1156202907821352,0.0529965200942236,0.006677073151358124,0.1156202907821352,0.0529965200942236,0.006677073151358124,True
radial_joint_core_R8r5,3,0,2.7424137786507226,0.07095871378451558,0.028839050897248274,0.0027789379154461637,0.07095871378451558,0.028839050897248274,0.0027789379154461637,True
radial_joint_core_R8r5,4,0,3.608439182435161,0.04853780638555366,0.01589025829445484,0.0014290943306101314,0.04853780638555366,0.01589025829445484,0.0014290943306101314,True
radial_joint_core_R8r5,5,0,4.474464586219599,0.03586104127322074,0.009818933202693845,0.0008018750476673313,0.03586104127322074,0.009818933202693845,0.0008018750476673313,True
radial_joint_core_R8r5,6,0,5.340489990004038,0.028238075794996455,0.006277382334060235,0.0004774805821560863,0.028238075794996455,0.006277382334060235,0.0004774805821560863,True
radial_joint_core_R8r5,7,0,6.206515393788477,0.023507628562489988,0.003793622283219797,0.0003510152442043903,0.023507628562489988,0.003793622283219797,0.0003510152442043903,True
radial_joint_core_R8r5,8,0,7.072540797572915,0.02040243643081959,0.0019717483669389026,0.00042826629429092156,0.02040243643081959,0.0019717483669389026,0.00042826629429092156,True
radial_joint_core_R8r5,9,0,7.938566201357354,0.018050142403795134,0.0006551211082274902,0.0005605192341064285,0.018050142403795134,0.0006551211082274902,0.0005605192341064285,True
radial_joint_core_R8r5,10,0,8.804591605141791,0.015447840188074897,0.0,0.0,0.015447840188074897,0.0,0.0,False
radial_joint_core_R8r5,11,0,9.670617008926232,0.014045060544141893,0.0,0.0,0.014045060544141893,0.0,0.0,False
radial_joint_core_R8r5,12,0,10.53664241271067,0.012875733304131833,0.0,0.0,0.012875733304131833,0.0,0.0,False
radial_joint_core_R8r5,13,0,11.402667816495107,0.011886078650749539,0.0,0.0,0.011886078650749539,0.0,0.0,False
radial_joint_core_R8r5,14,0,12.268693220279548,0.011037652501764764,0.0,0.0,0.011037652501764764,0.0,0.0,False
radial_joint_core_R8r5,15,0,13.134718624063986,0.010302245368216511,0.0,0.0,0.010302245368216511,0.0,0.0,False
radial_joint_core_R8r5,16,0,14.000744027848423,0.009658689874752801,0.0,0.0,0.009658689874752801,0.0,0.0,False
radial_joint_core_R8r5,17,0,14.866769431632862,0.009090792850203186,0.0,0.0,0.009090792850203186,0.0,0.0,False
radial_joint_core_R8r5,18,0,15.732794835417302,0.008585955545546852,0.0,0.0,0.008585955545546852,0.0,0.0,False
radial_joint_core_R8r5,19,0,16.59882023920174,0.0081342289141427,0.0,0.0,0.0081342289141427,0.0,0.0,False
radial_joint_escape_plus_newton_R8r5,-19,0,-16.310145104606928,0.9918657710858574,0.0,0.0,0.9918657710858574,0.0,0.0,False
radial_joint_escape_plus_newton_R8r5,-18,0,-15.444119700822489,0.9914140444544532,0.0,0.0,0.9914140444544532,0.0,0.0,False
radial_joint_escape_plus_newton_R8r5,-17,0,-14.57809429703805,0.9909092071497969,0.0,0.0,0.9909092071497969,0.0,0.0,False
radial_joint_escape_plus_newton_R8r5,-16,0,-13.712068893253612,0.9903413101252472,0.0,0.0,0.9903413101252472,0.0,0.0,False
radial_joint_escape_plus_newton_R8r5,-15,0,-12.84604348946917,0.9896977546317836,0.0,0.0,0.9896977546317836,0.0,0.0,False
radial_joint_escape_plus_newton_R8r5,-14,0,-11.980018085684733,0.9889623474982352,0.0,0.0,0.9889623474982352,0.0,0.0,False
radial_joint_escape_plus_newton_R8r5,-13,0,-11.113992681900296,0.9881139213492505,0.0,0.0,0.9881139213492505,0.0,0.0,False
radial_joint_escape_plus_newton_R8r5,-12,0,-10.247967278115857,0.9871242666958682,0.0,0.0,0.9871242666958682,0.0,0.0,False
radial_joint_escape_plus_newton_R8r5,-11,0,-9.381941874331417,0.9859549394558582,0.0,0.0,0.9859549394558582,0.0,0.0,False
radial_joint_escape_plus_newton_R8r5,-10,0,-8.51591647054698,0.9845521598119251,0.0,0.0,0.9845521598119251,0.0,0.0,False
radial_joint_escape_plus_newton_R8r5,-9,0,-7.649891066762541,0.981920376043973,0.00048379599619797554,0.0005943009413869033,0.981920376043973,0.00048379599619797554,0.0005943009413869033,True
radial_joint_escape_plus_newton_R8r5,-8,0,-6.783865662978103,0.9795201435994716,0.0015849082227740005,0.0006114682640116435,0.9795201435994716,0.0015849082227740005,0.0006114682640116435,True
radial_joint_escape_plus_newton_R8r5,-7,0,-5.917840259193664,0.9763481304697024,0.003178256466977323,0.0006861014567908685,0.9763481304697024,0.003178256466977323,0.0006861014567908685,True
