case,radius,ring,shear_MPa,free_rows,energy_eV_per_row_repeat,maximum_force_eV_L0,minimum_H_eV_L0sq,eigenpair_residual,stable_fixed_boundary,method,iterations,elapsed_seconds,winding,energy_replay_error_eV,affine_bulk_error_eV_L0cubed,reciprocal_modes,last_mode_envelope,material_accepted,actual_yield_calibrated
radial_joint_core_R8r5,8.0,5,0.0,286,0.8982101251553974,1.716126213358038e-08,-0.3802588292900794,1.3212287624426772e-13,False,stationary_root,7,364.32517309999093,0.9999999999999999,0.0,2.197669823900128e-11,9,1.3431494581587953e-14,False,False
radial_joint_escape_plus_newton_R8r5,8.0,5,0.0,286,0.8931833240931635,4.3428671810531554e-10,0.172653874202811,8.947547290514865e-14,True,newton_cg,17,487.8226694999903,0.9999999999999999,0.0,2.197669823900128e-11,9,1.4728500162542384e-14,False,False
radial_joint_stable_R10r7,10.0,7,0.0,444,0.9775982702012528,2.771259784151159e-12,0.1308687456165416,1.4212898503538754e-13,True,stationary_root,3,461.8136271999974,0.9999999999999999,0.0,2.2266410937277215e-11,9,1.4446029699394063e-14,False,False
radial_joint_stable_R8r7,8.0,7,0.0,286,0.9386249118235945,3.296715277601326e-08,0.17223607639390853,8.3432212600293e-14,True,stationary_root,1,259.08420099999057,1.0,0.0,2.2266410937277215e-11,9,1.4736161358215466e-14,False,False
