case,radius_over_L0,raw_site_energy_eV,linear_reference_work_eV,quadratic_remainder_eV,finite_part_at_reference_b_eV,elastic_log_coefficient_eV
historical_R4_r4_stable25MPa,2.5,0.765271532409969,0.15453389096187312,0.610737641448096,0.35639309275833475,0.27758061916607196
historical_R4_r4_stable25MPa,3.0,0.7662290545827342,0.10220749069409954,0.6640215638886346,0.3590680845766854,0.27758061916607196
historical_R4_r4_stable25MPa,3.5,0.7506875112448343,0.01798545189229328,0.7327020593525411,0.3849593388892705,0.27758061916607196
historical_R4_r4_stable25MPa,4.0,0.7458428284712573,-0.031105942645814066,0.7769487711170713,0.39214032401097787,0.27758061916607196
historical_R4_r4_stable50MPa,1.0,0.3543955832618997,0.11412588108060787,0.24026970218129182,0.24026970218129182,0.27758061916607196
historical_R4_r4_stable50MPa,1.5,0.6063672515256844,0.18829112190413527,0.4180761296215491,0.30552687386264654,0.27758061916607196
historical_R4_r4_stable50MPa,2.0,0.7254351393586186,0.1997597565891918,0.5256753827694268,0.3332711592163801,0.27758061916607196
historical_R4_r4_stable50MPa,2.5,0.7638335018651715,0.1541434545415409,0.6096900473236306,0.35534549863386944,0.27758061916607196
historical_R4_r4_stable50MPa,3.0,0.7649891263759236,0.10201786323613814,0.6629712631397855,0.3580177838278362,0.27758061916607196
historical_R4_r4_stable50MPa,3.5,0.7496026527402122,0.01792236528881532,0.7316802874513969,0.3839375669881263,0.27758061916607196
historical_R4_r4_stable50MPa,4.0,0.7449588908281973,-0.031018692112750434,0.7759775829409478,0.39116913583485435,0.27758061916607196
historical_R4_r4_stable_unload,1.0,0.35779754246124296,0.11499537206366475,0.2428021703975782,0.2428021703975782,0.27758061916607196
historical_R4_r4_stable_unload,1.5,0.6091425396965239,0.18918169331978973,0.41996084637673414,0.3074115906178316,0.27758061916607196
historical_R4_r4_stable_unload,2.0,0.7286372026745186,0.20088332278902027,0.5277538798854984,0.3353496563324517,0.27758061916607196
historical_R4_r4_stable_unload,2.5,0.7668381270003896,0.15493394111391576,0.6119041858864738,0.3575596371967126,0.27758061916607196
historical_R4_r4_stable_unload,3.0,0.7676195724933442,0.10238898785918926,0.665230584634155,0.3602771053222057,0.27758061916607196
historical_R4_r4_stable_unload,3.5,0.7520021852082919,0.01805195762400052,0.7339502275842914,0.3862075071210208,0.27758061916607196
historical_R4_r4_stable_unload,4.0,0.7470224609244842,-0.03119431132440966,0.7782167722488939,0.39340832514280044,0.27758061916607196
historical_R4_r4_unload,1.0,0.3577974879857189,0.1149953551383943,0.2428021328473246,0.2428021328473246,0.27758061916607196
historical_R4_r4_unload,1.5,0.6091425399605033,0.18918169017192654,0.41996084978857673,0.30741159402967416,0.27758061916607196
historical_R4_r4_unload,2.0,0.7286371465829032,0.20088328957360982,0.5277538570092934,0.33534963345624674,0.27758061916607196
historical_R4_r4_unload,2.5,0.7668380900560159,0.1549339161805018,0.6119041738755141,0.3575596251857529,0.27758061916607196
historical_R4_r4_unload,3.0,0.7676195553219483,0.10238897889427762,0.6652305764276707,0.3602770971157214,0.27758061916607196
historical_R4_r4_unload,3.5,0.7520021659151683,0.0180519413152454,0.733950224599923,0.3862075041366524,0.27758061916607196
historical_R4_r4_unload,4.0,0.7470224589693136,-0.03119431173890736,0.778216770708221,0.39340832360212763,0.27758061916607196
historical_R4_r4_zero,1.0,0.3956025677185774,0.1236201732101889,0.27198239450838846,0.27198239450838846,0.27758061916607196
historical_R4_r4_zero,1.5,0.6098359695005255,0.18892613407477016,0.4209098354257554,0.3083605796668528,0.27758061916607196
historical_R4_r4_zero,2.0,0.7548304892493397,0.2135886913013787,0.541241797947961,0.3488375743949143,0.27758061916607196
historical_R4_r4_zero,2.5,0.7844078471987759,0.16237535006645973,0.6220324971323161,0.3676879484425549,0.27758061916607196
historical_R4_r4_zero,3.0,0.7779597977892222,0.10231945064721662,0.6756403471420056,0.37068686783005633,0.27758061916607196
historical_R4_r4_zero,3.5,0.7639711193059664,0.02097499019631481,0.7429961291096516,0.39525340864638103,0.27758061916607196
historical_R4_r4_zero,4.0,0.7549043125064845,-0.03204670676866759,0.7869510192751521,0.4021425721690587,0.27758061916607196
historical_R6_r4_mode_minus,1.0,0.345530395358912,0.11406789755407434,0.23146249780483766,0.23146249780483766,0.27758061916607196
historical_R6_r4_mode_minus,1.5,0.5949874935125639,0.1915981679868708,0.40338932552569307,0.2908400697667905,0.27758061916607196
historical_R6_r4_mode_minus,2.0,0.7215691639520291,0.21368574137625126,0.5078834225757778,0.3154791990227311,0.27758061916607196
historical_R6_r4_mode_minus,2.5,0.7748292936215099,0.18453194197850603,0.5902973516430039,0.3359528029532427,0.27758061916607196
historical_R6_r4_mode_minus,3.0,0.7877277363166693,0.1461023953494293,0.64162534096724,0.3366718616552907,0.27758061916607196
historical_R6_r4_mode_minus,3.5,0.793652784224672,0.08769775939690502,0.705955024827767,0.35821230436449636,0.27758061916607196
historical_R6_r4_mode_minus,4.0,0.8008249000741684,0.05048610672042166,0.7503387933537468,0.36553034624765335,0.27758061916607196
historical_R6_r4_mode_minus,4.5,0.8112866541321496,0.026746608790831284,0.7845400453413184,0.3670373102704665,0.27758061916607196
historical_R6_r4_mode_minus,5.0,0.8247126340533392,0.0034923667509637255,0.8212202673023754,0.37447149505956756,0.27758061916607196
historical_R6_r4_mode_minus,5.5,0.8356103285459828,-0.016901014111924767,0.8525113426579076,0.3793063116921856,0.27758061916607196
historical_R6_r4_mode_minus,6.0,0.8384903512127566,-0.0334221663456011,0.8719125175583577,0.37455481469336177,0.27758061916607196
historical_R6_r4_mode_plus,1.0,0.34553044714845743,0.11406790744486381,0.23146253970359362,0.23146253970359362,0.27758061916607196
historical_R6_r4_mode_plus,1.5,0.594987470734789,0.19159814719208246,0.4033893235427065,0.29084006778380395,0.27758061916607196
historical_R6_r4_mode_plus,2.0,0.7215692271647305,0.21368575857208502,0.5078834685926454,0.31547924503959873,0.27758061916607196
historical_R6_r4_mode_plus,2.5,0.774829310623381,0.184531928110908,0.590297382512473,0.3359528338227118,0.27758061916607196
historical_R6_r4_mode_plus,3.0,0.7877277094637076,0.146102343383132,0.6416253660805756,0.33667188676862636,0.27758061916607196
historical_R6_r4_mode_plus,3.5,0.7936527510833317,0.08769770734499831,0.7059550437383334,0.3582123232750628,0.27758061916607196
historical_R6_r4_mode_plus,4.0,0.8008248431094656,0.05048603759304447,0.7503388055164211,0.36553035841032766,0.27758061916607196
historical_R6_r4_mode_plus,4.5,0.8112866045923957,0.02674654642005326,0.7845400581723424,0.3670373231014905,0.27758061916607196
historical_R6_r4_mode_plus,5.0,0.8247126077691448,0.0034923302053179676,0.8212202775638269,0.374471505321019,0.27758061916607196
historical_R6_r4_mode_plus,5.5,0.8356103229242149,-0.01690102697486568,0.8525113498990806,0.3793063189333586,0.27758061916607196
historical_R6_r4_mode_plus,6.0,0.8384903717280602,-0.03342215058987195,0.8719125223179321,0.37455481945293617,0.27758061916607196
historical_R6_r4_zero,1.0,0.3803908372744056,0.1216689105653998,0.2587219267090058,0.2587219267090058,0.27758061916607196
historical_R6_r4_zero,1.5,0.5919292264909725,0.18916898737902962,0.4027602391119428,0.29021098335304024,0.27758061916607196
historical_R6_r4_zero,2.0,0.7457594093301572,0.22447540995142207,0.521283999378735,0.32887977582568834,0.27758061916607196
historical_R6_r4_zero,2.5,0.7894273679706396,0.18931787407837108,0.6001094938922685,0.34576494520250733,0.27758061916607196
historical_R6_r4_zero,3.0,0.7952135247533002,0.14352661129499497,0.6516869134583052,0.34673343414635593,0.27758061916607196
historical_R6_r4_zero,3.5,0.8015844213423939,0.08686131414189546,0.7147231072004985,0.3669803867372279,0.27758061916607196
historical_R6_r4_zero,4.0,0.8052407195375371,0.0463543563026956,0.7588863632348415,0.3740779161287481,0.27758061916607196
historical_R6_r4_zero,4.5,0.8193820895273529,0.02497903220504731,0.7944030573223057,0.37690032225145376,0.27758061916607196
historical_R6_r4_zero,5.0,0.8325663125488902,0.0019563481828546395,0.8306099643660356,0.3838611921232278,0.27758061916607196
historical_R6_r4_zero,5.5,0.842343092327521,-0.019531962063794768,0.8618750543913158,0.3886700234255938,0.27758061916607196
historical_R6_r4_zero,6.0,0.8479385847210832,-0.03325282615803145,0.8811914108791147,0.3838337080141187,0.27758061916607196
historical_R6_r6_stable_plus,1.0,0.34478310438227217,0.11227404147329535,0.23250906290897683,0.23250906290897683,0.27758061916607196
historical_R6_r6_stable_plus,1.5,0.5923323407195251,0.18726791949390523,0.4050644212256199,0.29251516546671735,0.27758061916607196
historical_R6_r6_stable_plus,2.0,0.716246364700965,0.20626016984699883,0.5099861948539662,0.31758197130091953,0.27758061916607196
historical_R6_r6_stable_plus,2.5,0.7643332827698838,0.17169686323994893,0.5926364195299348,0.33829187084017365,0.27758061916607196
historical_R6_r6_stable_plus,3.0,0.7729054842554441,0.12876511108246524,0.6441403731729789,0.3391868938610296,0.27758061916607196
historical_R6_r6_stable_plus,3.5,0.7735714901165921,0.06503022894371585,0.7085412611728763,0.3607985407096057,0.27758061916607196
historical_R6_r6_stable_plus,4.0,0.776523183943695,0.02369799943587847,0.7528251845078165,0.36801673740172314,0.27758061916607196
historical_R6_r6_stable_plus,4.5,0.7844333432651625,-0.0024675614448054343,0.7869009047099679,0.369398169639116,0.27758061916607196
historical_R6_r6_stable_plus,5.0,0.7984816577720875,-0.024874330854781256,0.8233559886268688,0.3766072163840609,0.27758061916607196
historical_R6_r6_stable_plus,5.5,0.8129584795274213,-0.04151309329501128,0.8544715728224326,0.38126654185671055,0.27758061916607196
historical_R6_r6_stable_plus,6.0,0.8205101465183691,-0.053317364107315995,0.8738275106256851,0.3764698077606891,0.27758061916607196
historical_R6_r6_zero,1.0,0.3799776894082528,0.11999374327368884,0.25998394613456394,0.25998394613456394,0.27758061916607196
historical_R6_r6_zero,1.5,0.5897811185442207,0.1851271615508046,0.40465395699341605,0.2921047012345135,0.27758061916607196
historical_R6_r6_zero,2.0,0.7409100688353678,0.2174299507260577,0.52348011810931,0.33107589455626335,0.27758061916607196
historical_R6_r6_zero,2.5,0.7795516479590123,0.17695685173615427,0.602594796222858,0.34825024753309686,0.27758061916607196
historical_R6_r6_zero,3.0,0.7809980547523401,0.1266387355500852,0.6543593192022549,0.3494058398903056,0.27758061916607196
historical_R6_r6_zero,3.5,0.7820468666740035,0.06458873741522675,0.7174581292587767,0.36971540879550613,0.27758061916607196
historical_R6_r6_zero,4.0,0.7814547126967737,0.01995561611123519,0.7614990965855385,0.3766906494794451,0.27758061916607196
historical_R6_r6_zero,4.5,0.7927636318526625,-0.00410419944692817,0.7968678312995907,0.3793650962287388,0.27758061916607196
historical_R6_r6_zero,5.0,0.8065841740461488,-0.02624515872020139,0.8328293327663502,0.38608056052354234,0.27758061916607196
historical_R6_r6_zero,5.5,0.8202006517049835,-0.0437117191518661,0.8639123708568496,0.39070733989112755,0.27758061916607196
historical_R6_r6_zero,6.0,0.8301261575400034,-0.053067481786432814,0.8831936393264362,0.38583593646144027,0.27758061916607196
historical_R6_r8_zero,1.0,0.3800848085904317,0.11988731665844593,0.26019749193198577,0.26019749193198577,0.27758061916607196
historical_R6_r8_zero,1.5,0.5898481937300004,0.18488632142874098,0.40496187230125946,0.2924126165423569,0.27758061916607196
historical_R6_r8_zero,2.0,0.7408373164762269,0.2170221095656881,0.5238152069105387,0.33141098335749203,0.27758061916607196
historical_R6_r8_zero,2.5,0.7792222495994422,0.1762745650052279,0.6029476845942143,0.34860313590445313,0.27758061916607196
historical_R6_r8_zero,3.0,0.7804340807224013,0.1257144807600422,0.6547195999623591,0.3497661206504098,0.27758061916607196
historical_R6_r8_zero,3.5,0.7811416718075215,0.06333428638524011,0.7178073854222814,0.3700646649590108,0.27758061916607196
historical_R6_r8_zero,4.0,0.7800949794119814,0.01826805437883712,0.7618269250331442,0.3770184779270508,0.27758061916607196
historical_R6_r8_zero,4.5,0.7908111879252329,-0.006366251531918905,0.7971774394571518,0.3796747043862999,0.27758061916607196
historical_R6_r8_zero,5.0,0.8040174988954722,-0.029097185644928966,0.8331146845404012,0.3863659122975933,0.27758061916607196
historical_R6_r8_zero,5.5,0.8171458615238038,-0.04703136426937117,0.8641772257931749,0.3909721948274529,0.27758061916607196
historical_R6_r8_zero,6.0,0.8267254365687384,-0.05672452558003842,0.8834499621487768,0.3860922592837808,0.27758061916607196
historical_R8_r4_zero,1.0,0.37533032939512945,0.12078548750605704,0.2545448418890724,0.2545448418890724,0.27758061916607196
historical_R8_r4_zero,1.5,0.5848501352505844,0.18772831121341846,0.3971218240371659,0.2845725682782633,0.27758061916607196
historical_R8_r4_zero,2.0,0.7396678474709457,0.22415389241681669,0.515513955054129,0.3231097315010823,0.27758061916607196
historical_R8_r4_zero,2.5,0.7854831618008759,0.19149403567710788,0.593989126123768,0.3396445774340068,0.27758061916607196
historical_R8_r4_zero,3.0,0.7924552465308785,0.14755398861613953,0.644901257914739,0.3399477786027897,0.27758061916607196
historical_R8_r4_zero,3.5,0.8022514022707963,0.09579673521230973,0.7064546670584866,0.358711946595216,0.27758061916607196
historical_R8_r4_zero,4.0,0.813316298084491,0.06442058652841504,0.7488957115560759,0.3640872644499825,0.27758061916607196
historical_R8_r4_zero,4.5,0.8384693760580192,0.05382748949140747,0.7846418865666117,0.3671391514957598,0.27758061916607196
historical_R8_r4_zero,5.0,0.86882729177716,0.04963828018246095,0.819189011594699,0.3724402393518912,0.27758061916607196
historical_R8_r4_zero,5.5,0.8975381913714519,0.04776430845753656,0.8497738829139153,0.3765688519481933,0.27758061916607196
historical_R8_r4_zero,6.0,0.9136536532087278,0.04346874537674964,0.8701849078319782,0.37282720496698224,0.27758061916607196
historical_R8_r4_zero,6.5,0.9271840465434529,0.030156637962508913,0.897027408580944,0.37745140136019895,0.27758061916607196
historical_R8_r4_zero,7.0,0.9362448051759777,0.015399256201919651,0.9208455489740581,0.3806986049577409,0.27758061916607196
historical_R8_r4_zero,7.5,0.9362460461928066,-0.00526973121271054,0.9415157774055172,0.3822177494038067,0.27758061916607196
historical_R8_r4_zero,8.0,0.9331081235694434,-0.024826223992735794,0.9579343475621792,0.38072167690303915,0.27758061916607196
historical_R8_r6_zero,1.0,0.374598515454155,0.11853569398916435,0.25606282146499065,0.25606282146499065,0.27758061916607196
historical_R8_r6_zero,1.5,0.5816049284985592,0.18222818586933154,0.3993767426292276,0.28682748687032505,0.27758061916607196
historical_R8_r6_zero,2.0,0.7326143126230562,0.21449186523528008,0.5181224473877761,0.3257182238347294,0.27758061916607196
historical_R8_r6_zero,2.5,0.7718277396086772,0.1748852779937492,0.596942461614928,0.34259791292516684,0.27758061916607196
historical_R8_r6_zero,3.0,0.7732758081590824,0.12513720602498035,0.648138602134102,0.34318512282215274,0.27758061916607196
historical_R8_r6_zero,3.5,0.7758921773184491,0.06598528452053647,0.7099068927979126,0.36216417233464204,0.27758061916607196
historical_R8_r6_zero,4.0,0.7809295964074252,0.028525829083007857,0.7524037673244174,0.367595320218324,0.27758061916607196
historical_R8_r6_zero,4.5,0.8010344729756955,0.012965469017638242,0.7880690039580572,0.37056626888720534,0.27758061916607196
historical_R8_r6_zero,5.0,0.8296937668478753,0.007189754311084073,0.8225040125367913,0.37575524029398344,0.27758061916607196
historical_R8_r6_zero,5.5,0.8603548398847665,0.007403653632849123,0.8529511862519173,0.3797461552861953,0.27758061916607196
historical_R8_r6_zero,6.0,0.879520955063228,0.006245284010617327,0.8732756710526107,0.37591796818761475,0.27758061916607196
historical_R8_r6_zero,6.5,0.8993514098371419,-0.0006248424656813863,0.8999762523028233,0.38040024508207826,0.27758061916607196
historical_R8_r6_zero,7.0,0.9139329615701758,-0.009765642013483398,0.9236986035836592,0.38355165956734194,0.27758061916607196
historical_R8_r6_zero,7.5,0.919709674144721,-0.02459310436895545,0.9443027785136765,0.38500475051196603,0.27758061916607196
historical_R8_r6_zero,8.0,0.921390759517165,-0.03931119477376688,0.9607019542909319,0.3834892836317918,0.27758061916607196
range_R4_r4_zero,1.0,0.4920334910933145,0.25461941323921444,0.23741407785410007,0.23741407785410007,0.1977480294383205
range_R4_r4_zero,1.5,0.6507354316548429,0.28985412280201917,0.36088130885282377,0.2807013827184387,0.1977480294383205
range_R4_r4_zero,2.0,0.7168565345807273,0.25823096867179146,0.45862556590893583,0.3215570768424789,0.1977480294383205
range_R4_r4_zero,2.5,0.661166769156506,0.14253538560875342,0.5186313835477525,0.3374366969270418,0.1977480294383205
range_R4_r4_zero,3.0,0.6027121163795442,0.05126114295373714,0.5514509734258071,0.33420255822496503,0.1977480294383205
range_R4_r4_zero,3.5,0.5461943859548041,-0.04812491682561992,0.594319302780424,0.3465878944071642,0.1977480294383205
range_R4_r4_zero,4.0,0.5046176278174135,-0.12041751214625487,0.6250351399636683,0.3508981618307545,0.1977480294383205
