case,y_over_L0,slip_x_over_L0,slip_y_over_L0,opening_change_over_L0,both_rows_free
historical_R8_r6_zero,-3.319764047840348,0.9456450333257903,0.02226659943865735,0.0025866302032362155,True
historical_R8_r6_zero,-2.4537386440559095,0.9203167197275497,0.03598772759717521,0.007427134692351164,True
historical_R8_r6_zero,-1.5877132402714706,0.8729834926310743,0.05548470634203994,0.01762292560609601,True
historical_R8_r6_zero,-0.7216878364870323,0.7671262542288882,0.07448699803018397,0.03651640315794442,True
historical_R8_r6_zero,0.14433756729740643,0.4999998546363001,0.07770433183849923,0.062001724934880736,True
historical_R8_r6_zero,1.010362971081845,0.2328736586690528,0.07448698804692973,0.03651639128192599,True
historical_R8_r6_zero,1.8763883748662837,0.12701648161814474,0.05548469447363132,0.017622920024090508,True
historical_R8_r6_zero,2.7424137786507226,0.0796832705233706,0.035987720074502905,0.007427132154847605,True
historical_R8_r6_zero,3.608439182435161,0.05435496206060508,0.022266595138542233,0.0025866297881153837,True
historical_R8_r6_zero,4.474464586219599,0.03940498418891974,0.013222464689655305,0.0008676112358877337,True
historical_R8_r6_zero,5.340489990004038,0.03010831098063837,0.007410013033003046,0.0003829916863659615,True
historical_R8_r6_zero,6.206515393788477,0.024035223054826024,0.0037068679567717902,0.0002136164794519519,True
historical_R8_r6_zero,7.072540797572915,0.019855438908042797,0.001355411442951069,0.0001139023555772551,True
historical_R8_r6_zero,7.938566201357354,0.016859868170009333,8.881435711402259e-05,6.74737906680122e-05,True
historical_R8_r6_zero,8.804591605141791,0.014818987985824157,0.0,0.0,False
range_R4_r4_zero,-5.0518148554092255,0.9747645483411476,0.0,0.0,False
range_R4_r4_zero,-4.185789451624787,0.9697369345883795,0.0,0.0,False
range_R4_r4_zero,-3.319764047840348,0.9580708891894001,0.005226443414776421,0.0017623125039812292,True
range_R4_r4_zero,-2.4537386440559095,0.9365596768763782,0.014308610522490536,0.006373129731067488,True
range_R4_r4_zero,-1.5877132402714706,0.8954407127762491,0.027020207251766213,0.015749899291480345,True
range_R4_r4_zero,-0.7216878364870323,0.7914314295392175,0.04002893656527507,0.03526117598389669,True
range_R4_r4_zero,0.14433756729740643,0.4999999999179593,0.04240017211041322,0.06847472025073917,True
range_R4_r4_zero,1.010362971081845,0.2085685704516293,0.04002893616003155,0.03526117565548721,True
range_R4_r4_zero,1.8763883748662837,0.1045592871664291,0.02702020787473391,0.015749899782621056,True
range_R4_r4_zero,2.7424137786507226,0.063440323161771,0.01430860993697866,0.006373129269782566,True
range_R4_r4_zero,3.608439182435161,0.04192911079214011,0.00522644373885805,0.0017623127358471899,True
range_R4_r4_zero,4.474464586219599,0.03026306541162057,0.0,0.0,False
range_R4_r4_zero,5.340489990004038,0.02523545165885247,0.0,0.0,False
