state,target_nominal_GPa,converged,target_force_eV_A,conjugate_force_eV_A,axial_force_residual_eV_A,actual_nominal_GPa,extension_A,grip_centre_distance_A,energy_eV,enthalpy_eV,free_force_max_eV_A,reaction_force_residual_eV_A,reaction_torque_eV,total_internal_force_eV_A,total_internal_torque_eV,axial_target_residual_MPa,support_resultant_equivalent_MPa,support_axial_sum_equivalent_MPa,lower_axial_reaction_eV_A,upper_axial_reaction_eV_A,grip_coordinate_error_A,raw_gradient_error_eV_A,maximum_observable_replay_difference,reaction_free_force_identity_error_eV_A,reaction_free_torque_identity_error_eV
0,0.0,True,0.0,-0.0001346149214954684,-0.0001346149214954684,-0.0001132254029939765,-0.8633580456675783,30.085248073995142,-1754.6834646989773,-1754.6834646989773,0.00015239761830635007,0.006003303806277451,0.0010391899224857374,3.918159360299111e-15,6.022322903631271e-14,-0.1132254029939765,5.049414174965139,-4.810522137271604,-0.002725026301841016,-0.0029942561448319527,0.0,0.0,0.0,1.333984487010032e-15,6.806819224089615e-14
1,0.1,True,0.11889109505101941,0.11890900731383014,1.7912262810726443e-05,0.10001506610970574,-0.8365665603508631,30.112039559311857,-1754.6818738465402,-1754.582413532097,0.00013875070007967645,0.0009782382944692515,0.022177165756982236,1.427457138117182e-15,3.98023857690729e-14,0.015066109705726744,0.822801988701898,-0.41107335534182443,-0.11915337212064436,0.11866464250701592,0.0,0.0,0.0,1.5770795111277617e-15,3.965823285418223e-14
