candidate,fit_loss,cuts,C11_GPa,C12_GPa,C44_GPa,heldout_normalized_rms,minimum_radius8_eigenvalue,minimum_radius10_eigenvalue,maximum_radius8_to10_matrix_change,positive_sampled_spectrum_margin,material_accepted
v12_same_ranges,38.909587400439975,0,87.51656677641375,69.9978215014309,32.805885133768115,9.434384385152104,0.008131490243193082,0.008111369271301995,0.0010490373600167422,True,False
v13_other_basin,103.62231103532841,1,95.66641699207116,69.28508116886573,32.125118562216755,16.644186911292767,7.670308832530282e-12,-0.0018605120772354766,0.0041120472057698835,False,False
