observable,role,target,scale,units,u,v,A,B,C,D3,D1,D2,D_Eg,K3
v16_opening1.62_Haa,fit,-0.15582859326870177,0.1,eV/L0^2,2.4092995508265065,-7.547102159629559,-0.6299030479414737,1.212112070582043,-0.20443185236573172,0.0039866698175017486,-0.3307343469642887,-0.00813501219785898,-0.030456013175293273,1.7705170156865596e-06
v16_opening1.93_energy,fit,0.6719836252695317,0.06719836252695317,eV/cell,-3.058739453493892,3.9830719820349296,0.3211018802900276,-0.6043120988579409,0.13206906445119587,0.000491664950288587,0.08833615680243236,0.006480820305693858,0.0319429790383738,1.071474892109534e-07
v16_opening1.93_normal_force,fit,0.6270410192299789,0.03173805605024358,eV/L0,-0.04832498556669754,1.0565292365966006,0.17900738816260903,-0.31467417676717413,0.14017482159226083,0.00034850820460992935,0.0390438580058606,0.00012599184203423576,0.0012577426930964106,1.568393518996904e-07
v16_opening1.93_Haa,fit,-0.6638075680371565,0.1,eV/L0^2,0.32789004908043295,-2.8974159020177317,-0.3943333318022242,0.7193822123449222,-0.2424522803528617,0.00019415698438816562,-0.15973745763485828,-0.0010573379609323554,-0.006928620252458894,2.2397707803645742e-07
v16_opening2.71_energy,fit,0.7719163228888833,0.07719163228888834,eV/cell,-3.066266053297676,4.325531369352882,0.3812430337525934,-0.7085270801611967,0.18285430133230293,0.0006169352703795363,0.09679460713019869,0.006495487369308419,0.03216429688985125,1.718133047312401e-07
v16_opening2.71_normal_force,fit,0.0,0.03173805605024358,eV/L0,-0.0012472112504193706,0.2545630342425107,0.04071340124113407,-0.06950203012876394,0.0368670767363296,5.1496287383261146e-05,0.002240896425638534,4.5853337469984544e-07,3.6552634427389074e-05,2.992588019710947e-08
v16_opening2.71_Haa,fit,0.0,0.1,eV/L0^2,0.006072258964129672,-0.4664384315841875,-0.09847123028234281,0.1695854744678212,-0.08573742318380691,-0.000229874425198352,-0.010613114266565579,-4.196860409905057e-06,-0.0002068036243515259,-1.3079723351617013e-07
v16_opening4.3_energy,fit,0.7719163228888833,0.07719163228888834,eV/cell,-3.0665465495542628,4.467675395999991,0.3970508846429037,-0.7353953345904833,0.19744056441068575,0.000627775456212408,0.09725874471099175,0.006495537049222179,0.032170688680441754,1.7817611619934787e-07
v16_opening4.3_normal_force,fit,0.0,0.03173805605024358,eV/L0,-9.170482313880763e-06,0.042596053624989354,0.0015506028334233526,-0.0026223670307145676,0.0014619488954946932,6.638177406069532e-08,3.5963698008972964e-06,2.0085372217590214e-12,1.8399558504917174e-08,3.9407650758932154e-11
v16_opening4.3_Haa,fit,0.0,0.1,eV/L0^2,2.7369504551755477e-05,-0.044941287108909045,-0.004009728048835272,0.006785565782485678,-0.003769269725949589,-3.657927168122491e-07,-1.837789714181142e-05,-1.9576822437334108e-11,-1.1042774440051267e-07,-2.1710794455494996e-10
