axis,frequency_per_ps,base_real_A2_eV,base_imag_A2_eV,fine_real_A2_eV,fine_imag_A2_eV,base_phase_deg,fine_phase_deg,half_force_phase_deg,base_loss_to_null,fine_loss_to_null,half_force_loss_to_null,dt_complex_difference_A2_eV,amplitude_complex_difference_A2_eV,full_force_block_difference_A2_eV,dt_difference_to_sum_null,amplitude_difference_to_sum_null,base_storage_to_static,fine_storage_to_static,fdt_imag_min_A2_eV,fdt_imag_max_A2_eV,fine_loss_interval_overlaps_fdt,base_point_mobility_m2_J_s,fine_point_mobility_m2_J_s,control_radius_A2_eV,confidence_interval,production_clock_calibrated,inverse_set_bounded,drag_lower_eV_ps_A2,drag_upper_eV_ps_A2,mobility_lower_m2_per_J_s,mobility_upper_m2_per_J_s,positive_drag_resolved,passive_drag_feasible,max_even_harmonic2_to_null,max_odd_harmonic3_to_null,zero_frequency_limit_certified,local_coordinate_mapping_validated
0,0.2,0.002367889772856313,-3.7362257420419344e-06,0.0023648199446131024,-6.783835296901311e-06,-0.090405301431769,-0.16436095531652478,-0.07212123197714647,0.9752283273398733,1.7707143000226149,0.23813568296573548,4.32571028175534e-06,7.31891563628533e-06,2.55993028798368e-06,0.45772518870312917,0.3455184744659903,1.0042617538169814,1.0029597881888581,-5.542531441875219e-06,-3.6361968147500478e-06,True,117703779055.07312,64658244319.26785,1.8929782595696453e-05,False,False,True,-1.7284213569947937,3.6591601492934362,17057217557.602566,,False,True,6.413932675112639,0.6389238938050965,False,False
1,0.2,0.012192567670863129,-5.051132031263749e-05,0.012186696733351005,-3.842334834206166e-05,-0.23736336701284405,-0.18064685190310187,-0.17607498343888958,1.869610466954096,1.4221899920871575,0.5220364124901111,1.3438265276168786e-05,0.00012038152330073731,7.334125858457548e-06,0.2484841488252344,1.0577489400028919,1.0228010165306594,1.0223085197065704,-4.899282264403692e-05,-4.099601121991722e-05,True,230838664260.0472,303166065181.2683,0.0001681944024095488,False,False,True,-0.6954635533196912,1.1072971253042994,56367066542.735916,,False,True,0.5473137124551475,2.022245909888178,False,False
