axis,duration_ps,harmonic,block,site,real_A,imag_A
0,200.0,1,4,5,-1.3614551185770772e-05,2.275366994809122e-05
0,200.0,1,5,0,3.3046255350258257e-06,1.171287499984302e-05
0,200.0,1,5,1,-3.1103239174132814e-05,4.040664738524311e-05
0,200.0,1,5,2,-3.0634520370278455e-05,-1.5154158656203356e-05
0,200.0,1,5,3,-3.307214007378389e-05,-2.758681854167351e-05
0,200.0,1,5,4,3.633966989386578e-05,-6.437322118989819e-05
0,200.0,1,5,5,5.5165604189303925e-05,5.499467600268895e-05
0,200.0,1,6,0,-5.4501011353655516e-05,2.9216976982871773e-05
0,200.0,1,6,1,-3.918302093588309e-05,2.2786294754703675e-05
0,200.0,1,6,2,-4.187770839467966e-06,5.957745296669252e-05
0,200.0,1,6,3,5.296959386772009e-05,-3.056951772525955e-05
0,200.0,1,6,4,-2.960988490890497e-05,-5.6747089959626964e-05
0,200.0,1,6,5,7.45120941701914e-05,-2.4264117019381635e-05
0,200.0,1,7,0,3.48031529494362e-05,4.430481767461802e-05
0,200.0,1,7,1,-2.5517659126282434e-06,2.0777668163822964e-05
0,200.0,1,7,2,5.2465310705522386e-05,-1.2758119656968403e-05
0,200.0,1,7,3,-6.23285679355654e-05,-2.4668686050655438e-05
0,200.0,1,7,4,-1.4632149840818798e-05,-6.06764288227721e-05
0,200.0,1,7,5,-7.755979965945966e-06,3.302074869195507e-05
0,200.0,1,8,0,-2.587519572178272e-05,-4.5379252860162686e-05
0,200.0,1,8,1,-6.47736719210321e-06,-1.582425068464192e-05
0,200.0,1,8,2,-2.229642611143405e-05,4.568854894819512e-05
0,200.0,1,8,3,3.7051596873191634e-06,1.8092335146703652e-05
0,200.0,1,8,4,6.052913537592256e-05,-1.8283437556112586e-05
0,200.0,1,8,5,-9.585306037921437e-06,1.5706057006018716e-05
0,200.0,1,9,0,1.1035984543364866e-05,-4.993844133011743e-05
0,200.0,1,9,1,-0.00011207544734934148,-1.2567897833295981e-05
0,200.0,1,9,2,-4.6623729979566144e-05,-3.900461305609361e-05
0,200.0,1,9,3,3.4674142393942964e-05,5.12460796690261e-05
0,200.0,1,9,4,8.722508237723338e-05,4.6418453135163176e-05
0,200.0,1,9,5,2.5763968014366582e-05,3.84641941531776e-06
0,200.0,1,10,0,-3.840245703185469e-05,8.83715904206786e-05
0,200.0,1,10,1,4.915543756073428e-06,2.061155829277181e-05
0,200.0,1,10,2,-1.753232845666274e-05,-4.0885015626423494e-05
0,200.0,1,10,3,4.365776389845814e-05,-9.127049453672162e-05
0,200.0,1,10,4,1.0559459942601519e-05,-3.5906887425441926e-05
0,200.0,1,10,5,-3.197982108615956e-06,5.907924887513656e-05
0,200.0,1,11,0,-1.769370678000275e-05,1.0748781345133592e-05
0,200.0,1,11,1,6.922662520096205e-06,-5.280004966563728e-05
0,200.0,1,11,2,1.9455049941979272e-05,-6.529793448837889e-05
0,200.0,1,11,3,-1.9114107656058283e-05,-9.760959637616534e-06
0,200.0,1,11,4,5.0700781836544994e-05,8.52480326333111e-05
0,200.0,1,11,5,-4.027067986255973e-05,3.186212981318784e-05
0,200.0,1,12,0,-1.3720921116087342e-06,-8.60118819290345e-06
0,200.0,1,12,1,-2.4042598569999875e-05,-1.3120862841929948e-05
0,200.0,1,12,2,2.416993053165764e-05,-7.228608720659953e-06
0,200.0,1,12,3,-9.495703486586555e-06,-4.1579337756335334e-05
0,200.0,1,12,4,-4.501844522308938e-05,-1.4621867318633069e-05
0,200.0,1,12,5,5.5758908859626465e-05,8.515186483046188e-05
0,200.0,1,13,0,-1.0456577043387788e-05,6.414201397298322e-05
0,200.0,1,13,1,-5.566673893735114e-05,-3.49827484870574e-05
0,200.0,1,13,2,1.2989545953913724e-05,-6.925248276609069e-05
0,200.0,1,13,3,9.271327141975782e-05,-2.347447250352595e-05
0,200.0,1,13,4,3.55576564390429e-06,4.2864792126507035e-05
0,200.0,1,13,5,-4.313526703683657e-05,2.0702897657183722e-05
0,200.0,1,14,0,1.9052367565074033e-05,1.255597674065664e-05
0,200.0,1,14,1,3.663397293132768e-06,4.970361454359927e-05
0,200.0,1,14,2,-6.010103071784999e-05,-2.4671335236916326e-05
0,200.0,1,14,3,-2.3759453906837085e-05,-3.3896748946866766e-05
0,200.0,1,14,4,6.220613145623756e-05,-2.523560167078404e-05
0,200.0,1,14,5,-1.061411689757018e-06,2.1544094570311084e-05
0,200.0,1,15,0,4.485287906155169e-05,-2.053859847811886e-05
0,200.0,1,15,1,-1.1894163728085084e-05,-5.734442803860841e-05
0,200.0,1,15,2,-6.174159699834047e-05,-1.7679659217416973e-05
0,200.0,1,15,3,-1.0454621135885988e-05,-9.86934547859239e-06
0,200.0,1,15,4,1.6303252350108383e-05,7.186245617377394e-05
0,200.0,1,15,5,2.2934250450651586e-05,3.356957503896229e-05
0,200.0,1,16,0,0.00011863886965279773,-3.2136850878960286e-05
0,200.0,1,16,1,0.00012793022596505776,5.146568365092738e-05
0,200.0,1,16,2,-9.872729569738951e-05,5.122602508252633e-05
0,200.0,1,16,3,-0.00010452049788858076,2.6748966019712772e-05
0,200.0,1,16,4,-5.414129072869274e-05,-9.8519193585411e-05
0,200.0,1,16,5,1.0819988696808129e-05,1.2153697112048619e-06
0,200.0,1,17,0,9.82975360701231e-05,1.4705632566381697e-05
0,200.0,1,17,1,2.5126496745263107e-05,1.1956427811643182e-05
0,200.0,1,17,2,-5.203789652507182e-05,-6.330294851221083e-05
0,200.0,1,17,3,-1.9481901757046122e-05,1.306393909497845e-05
0,200.0,1,17,4,3.825911738674384e-07,-1.5028899961540656e-05
0,200.0,1,17,5,-5.228682570713572e-05,3.860584900074835e-05
0,200.0,1,18,0,3.1044317913591065e-05,2.6669815476691414e-05
0,200.0,1,18,1,-6.151018305952771e-05,-2.3385394148365585e-05
0,200.0,1,18,2,-5.9470932524116e-05,-6.312779363987553e-06
0,200.0,1,18,3,9.814862006895268e-05,-5.04188783046818e-05
0,200.0,1,18,4,-1.2352791030477484e-05,3.3022434074958456e-05
0,200.0,1,18,5,4.1409686315774775e-06,2.0424802265384896e-05
0,200.0,1,19,0,-1.1944242394787181e-05,2.3344968170927024e-05
0,200.0,1,19,1,-3.436787406017577e-06,6.74696020022526e-06
0,200.0,1,19,2,3.834415872486159e-06,-2.9766450073797038e-05
0,200.0,1,19,3,4.557360577222312e-05,-2.2431609119703857e-05
0,200.0,1,19,4,-1.7530172240484736e-05,-2.4174422455898536e-06
0,200.0,1,19,5,-1.6496819603419505e-05,2.4523573067938706e-05
0,200.0,1,20,0,-2.8465016362167107e-05,0.00011929505664637127
0,200.0,1,20,1,-8.475400498912838e-05,-3.2332478529646445e-05
0,200.0,1,20,2,-2.4160394182493496e-05,-6.410411515675232e-05
0,200.0,1,20,3,0.00012551290642894778,-1.8399683714275135e-06
0,200.0,1,20,4,4.4677495653066285e-05,7.509477842377902e-06
0,200.0,1,20,5,-3.2810986548225334e-05,-2.8527972430922674e-05
0,200.0,1,21,0,0.00011418787148325649,-8.11095185636497e-06
0,200.0,1,21,1,-1.3354773118729332e-05,-1.9243653288255407e-05
0,200.0,1,21,2,4.419654161769299e-05,7.227921848656927e-05
0,200.0,1,21,3,-2.4745371669392285e-05,1.836525555281454e-05
0,200.0,1,21,4,-5.064652410143486e-05,-2.939371972907152e-05
0,200.0,1,21,5,-6.963774421139273e-05,-3.389614916569209e-05
0,200.0,1,22,0,3.682599834442087e-05,-8.170434961043167e-05
0,200.0,1,22,1,-3.718315579886321e-05,2.051915212342287e-06
0,200.0,1,22,2,-6.868401705223115e-05,3.5481878122215236e-05
0,200.0,1,22,3,6.2806111637702295e-06,3.722925363123482e-05
0,200.0,1,22,4,6.196779265667823e-05,1.841684227420847e-05
0,200.0,1,22,5,7.927706862253514e-07,-1.1475539629569319e-05
0,200.0,1,23,0,-3.769451959494985e-05,8.439087105683095e-05
0,200.0,1,23,1,4.191097573637681e-07,2.669081992067934e-05
0,200.0,1,23,2,7.053670089469661e-05,5.8607979583164465e-05
0,200.0,1,23,3,-5.687213651595038e-05,-6.574273215529254e-05
0,200.0,1,23,4,1.4893533089988807e-05,-0.00012259413439313807
0,200.0,1,23,5,8.71731236885078e-06,1.8647195987755545e-05
0,200.0,2,0,0,2.469526581376234e-06,-4.767037565074854e-05
0,200.0,2,0,1,5.898638457200408e-06,-1.2299870872149224e-05
0,200.0,2,0,2,8.048740620731105e-05,1.397899921291405e-05
0,200.0,2,0,3,1.733352468599153e-05,3.33338066228814e-05
0,200.0,2,0,4,-8.734186014905002e-06,3.695113164797613e-06
0,200.0,2,0,5,-9.745490991697378e-05,8.962327522304958e-06
0,200.0,2,1,0,-5.843919248378313e-05,-2.840994433238405e-06
0,200.0,2,1,1,2.6150328813096324e-05,-1.5350704807635235e-06
0,200.0,2,1,2,-1.659390521764737e-05,-7.452798984000426e-05
0,200.0,2,1,3,4.8779915131983886e-05,2.4208978961289186e-05
0,200.0,2,1,4,-7.436462049931326e-05,3.5984159967346505e-05
0,200.0,2,1,5,7.44674742556634e-05,1.8710915825370058e-05
0,200.0,2,2,0,6.456863320520302e-05,5.089361761110422e-05
0,200.0,2,2,1,4.7845194540283446e-05,7.381199800767066e-05
0,200.0,2,2,2,-1.7695657940975023e-05,-3.9787868509124276e-05
0,200.0,2,2,3,3.1239192863770354e-05,-5.9276191794320503e-05
0,200.0,2,2,4,-9.54463944999685e-05,-4.347328229542313e-05
0,200.0,2,2,5,-3.0510968168313523e-05,1.78317269800927e-05
0,200.0,2,3,0,-2.121319565156269e-05,-1.5810020318760155e-06
0,200.0,2,3,1,-1.4040952168787292e-06,1.666638356810845e-05
0,200.0,2,3,2,-1.8903722448354912e-05,7.684558097174347e-05
0,200.0,2,3,3,3.337184274626023e-05,3.924100959389178e-05
0,200.0,2,3,4,3.4128278630046054e-05,-7.393704927203036e-05
0,200.0,2,3,5,-2.5979108059509796e-05,-5.723492282983747e-05
0,200.0,2,4,0,-6.1732866553465e-05,-3.2120044546219575e-05
0,200.0,2,4,1,-4.379996176630698e-05,0.00010062322512818923
0,200.0,2,4,2,-3.134157716023523e-05,-4.5623660016912665e-05
0,200.0,2,4,3,9.859459826152124e-05,3.7351504932323284e-05
0,200.0,2,4,4,2.4923282733865893e-05,-2.7734180009004748e-05
0,200.0,2,4,5,1.3356524484619798e-05,-3.249684548837541e-05
0,200.0,2,5,0,-9.679782193675058e-05,2.6315435152819514e-05
0,200.0,2,5,1,2.8409325950810476e-05,-3.563787965643028e-05
0,200.0,2,5,2,4.012628141990373e-05,-2.5121573706689417e-05
0,200.0,2,5,3,-5.007244373685812e-06,-1.2990343800736231e-05
0,200.0,2,5,4,3.766020092241654e-05,4.7977257532644026e-05
0,200.0,2,5,5,-4.3907419826940175e-06,-5.428955216074036e-07
0,200.0,2,6,0,-7.563375346419056e-05,-2.636386366720338e-05
0,200.0,2,6,1,-2.152085388772519e-05,-2.185715437516945e-06
0,200.0,2,6,2,-3.416407562223795e-05,4.587020619060668e-05
0,200.0,2,6,3,8.605123478666304e-06,-3.165604437522349e-05
0,200.0,2,6,4,5.548354461078081e-05,5.862717682809452e-05
0,200.0,2,6,5,6.723001488470689e-05,-4.429175953875755e-05
0,200.0,2,7,0,-7.973342760330586e-05,-4.6697031236346955e-05
0,200.0,2,7,1,4.243817319521802e-05,-1.812408919452766e-05
0,200.0,2,7,2,2.6667014730101816e-05,-5.899345552121218e-05
0,200.0,2,7,3,6.473291894443001e-06,3.697634171801944e-05
0,200.0,2,7,4,5.1601036299397776e-05,3.453162188011742e-05
0,200.0,2,7,5,-4.7446088515854856e-05,5.230661235395043e-05
0,200.0,2,8,0,6.982908665594285e-05,4.478341226987633e-05
0,200.0,2,8,1,-2.024714374725246e-05,2.191974922723321e-06
0,200.0,2,8,2,-2.0284975741115012e-05,-4.3669588285244586e-05
0,200.0,2,8,3,-7.477229222404212e-05,-6.178097947052606e-05
0,200.0,2,8,4,9.25093139395968e-05,4.77754848875039e-05
0,200.0,2,8,5,-4.703398888312972e-05,1.0699695675667145e-05
0,200.0,2,9,0,6.864833498701424e-05,4.281497040147434e-05
0,200.0,2,9,1,2.657227971401464e-05,7.052380527547895e-05
0,200.0,2,9,2,2.6322756798175454e-05,9.639515360621454e-05
0,200.0,2,9,3,-4.148430790345949e-05,-8.707270553296205e-05
0,200.0,2,9,4,-2.247538859439133e-05,-0.00011461943743509113
0,200.0,2,9,5,-5.758367500135332e-05,-8.041786315115308e-06
0,200.0,2,10,0,3.2070946650133204e-05,-5.2977126780323555e-05
0,200.0,2,10,1,-1.9012727338837877e-05,1.9691631779977287e-05
0,200.0,2,10,2,-4.026269265562934e-05,-1.5511296961651224e-05
0,200.0,2,10,3,5.568013195188132e-05,-2.8898333901815506e-05
0,200.0,2,10,4,8.541531580044291e-07,2.430212401249225e-05
0,200.0,2,10,5,-2.932981176555149e-05,5.3393001851320125e-05
0,200.0,2,11,0,1.9124930799815325e-05,2.724744893075312e-05
0,200.0,2,11,1,-5.756385996192944e-06,-1.0000179104878612e-05
0,200.0,2,11,2,-3.783513380583912e-05,3.7816105512907925e-06
0,200.0,2,11,3,9.135504494545552e-06,2.3510900389215643e-05
0,200.0,2,11,4,-5.556599134621009e-06,-6.318579473790385e-05
0,200.0,2,11,5,2.088768364229208e-05,1.8646013971522978e-05
0,200.0,2,12,0,-3.579254788925128e-05,3.506458130097046e-05
0,200.0,2,12,1,-3.0356589060681017e-05,2.5203558491609353e-06
0,200.0,2,12,2,1.939686158356315e-05,3.2128848131234726e-05
0,200.0,2,12,3,7.919107002549454e-05,-5.378439106102135e-06
0,200.0,2,12,4,-2.0743371355945914e-05,-5.776396196964315e-05
0,200.0,2,12,5,-1.1695423303178828e-05,-6.5713842056214745e-06
0,200.0,2,13,0,0.00010373027111859613,2.1830147261458445e-05
0,200.0,2,13,1,5.6525352361131706e-05,3.5887714375693966e-05
0,200.0,2,13,2,-1.3274965764147179e-05,5.015111236709313e-05
0,200.0,2,13,3,-5.48494860137797e-05,-2.0000569641427275e-06
0,200.0,2,13,4,-0.0001015344784102434,-6.122271621707988e-05
0,200.0,2,13,5,9.403306708441706e-06,-4.464620082302272e-05
0,200.0,2,14,0,-7.48640734944209e-05,6.975427367116415e-05
0,200.0,2,14,1,2.8299229450769956e-06,6.271154044122723e-05
0,200.0,2,14,2,-7.340243656787162e-05,7.314341603892064e-05
0,200.0,2,14,3,4.717493342738289e-05,-4.458907408721376e-05
0,200.0,2,14,4,7.88776692512669e-05,-0.00011277234577234845
0,200.0,2,14,5,1.9383984438565338e-05,-4.824781029174963e-05
0,200.0,2,15,0,6.283487221707591e-05,1.969365228393326e-05
0,200.0,2,15,1,1.4920067931513773e-05,-2.5549582209529653e-05
0,200.0,2,15,2,-7.218482376345034e-05,-2.426019206140376e-05
0,200.0,2,15,3,-5.715737700638956e-05,2.810585200300532e-05
0,200.0,2,15,4,9.284329221825379e-06,3.1138271899405966e-06
0,200.0,2,15,5,4.230293139942466e-05,-1.103557205945612e-06
0,200.0,2,16,0,1.0065922237330693e-05,9.57460036776021e-06
0,200.0,2,16,1,5.1826784803652195e-05,2.7885855768891366e-05
0,200.0,2,16,2,2.1197067954426473e-05,-6.32380151941958e-05
0,200.0,2,16,3,-6.616867769266351e-06,-3.887851257695082e-07
0,200.0,2,16,4,-2.256583408361911e-05,1.8938005997959474e-05
0,200.0,2,16,5,-5.390707314252406e-05,7.228338185353835e-06
0,200.0,2,17,0,4.7948582069475365e-05,3.680502129335736e-06
0,200.0,2,17,1,-6.019104797673705e-05,3.2006194846964015e-05
0,200.0,2,17,2,-9.663517977026921e-05,-2.3141774404724727e-05
0,200.0,2,17,3,-3.5448510379535337e-06,7.76298985370103e-05
0,200.0,2,17,4,-1.3610945129229654e-05,-7.325120780969608e-05
0,200.0,2,17,5,0.0001260334418447141,-1.6923613298889064e-05
0,200.0,2,18,0,-4.032628620362844e-06,-2.2222667766385798e-05
0,200.0,2,18,1,8.585829676761237e-05,9.01512873662449e-06
0,200.0,2,18,2,3.2141928553804623e-06,-3.297963328869612e-05
0,200.0,2,18,3,-8.26614671769102e-06,1.9170769992481137e-05
0,200.0,2,18,4,-7.18080320676695e-05,7.199037520754146e-06
0,200.0,2,18,5,-4.965682217269575e-06,1.981736480522179e-05
0,200.0,2,19,0,-4.9915877005103067e-05,-5.774729962441876e-05
0,200.0,2,19,1,-1.758279520045332e-05,1.1904332822213936e-05
0,200.0,2,19,2,0.00011144671164984458,6.342274084630648e-05
0,200.0,2,19,3,1.5704927370804387e-05,0.00012192807765125246
0,200.0,2,19,4,4.397922806388542e-05,-4.483997232726166e-05
0,200.0,2,19,5,-0.0001036321948789781,-9.466787936809263e-05
0,200.0,2,20,0,-2.1228387902004592e-05,-5.157340465855122e-06
0,200.0,2,20,1,-2.165833756736481e-05,-4.263916475821419e-05
0,200.0,2,20,2,3.786929906480733e-05,1.0541751482188478e-05
0,200.0,2,20,3,6.985319566932244e-06,2.63137958220864e-05
0,200.0,2,20,4,3.1839449187925724e-05,3.6332262415074124e-05
0,200.0,2,20,5,-3.380734235029537e-05,-2.5391304495279368e-05
0,200.0,2,21,0,3.886702939914369e-05,-3.530992654072713e-05
0,200.0,2,21,1,9.320246539956289e-06,4.4104689465901245e-05
0,200.0,2,21,2,-3.378054393740237e-05,9.07894872774301e-06
0,200.0,2,21,3,5.546103468777139e-06,1.9301858208239873e-06
0,200.0,2,21,4,-4.563155652780878e-05,-3.437116428026723e-05
0,200.0,2,21,5,2.5678721057333698e-05,1.456726680652596e-05
0,200.0,2,22,0,1.5914919341261796e-05,2.0425908235479817e-05
0,200.0,2,22,1,1.9943108397143158e-05,-5.225626563056403e-05
0,200.0,2,22,2,2.8643727001437163e-05,-2.9163801291473195e-05
0,200.0,2,22,3,1.5240017765306987e-05,3.2834906504949404e-05
0,200.0,2,22,4,-2.07258806820991e-05,1.573968863494676e-05
0,200.0,2,22,5,-5.901589182304987e-05,1.2419563546661912e-05
0,200.0,2,23,0,-4.529650436783539e-05,2.438966381680163e-06
0,200.0,2,23,1,-3.6167397031877537e-05,-5.142355939292621e-05
0,200.0,2,23,2,2.12160607703551e-05,7.550564493275046e-05
0,200.0,2,23,3,1.7034301010205307e-05,7.437084867461029e-06
0,200.0,2,23,4,3.5820808507483313e-06,-4.8549112994414795e-05
0,200.0,2,23,5,3.963145876840417e-05,1.4590976205449133e-05
0,200.0,3,0,0,3.193399716630784e-05,-3.584851194630973e-05
0,200.0,3,0,1,9.287619324912183e-06,4.249904710668118e-05
0,200.0,3,0,2,-2.1875969774364582e-05,3.13839332453603e-05
0,200.0,3,0,3,-3.6532284772226425e-06,4.407968598562476e-05
0,200.0,3,0,4,-1.9861333280030193e-05,-1.1575680994625028e-05
0,200.0,3,0,5,4.168915040397394e-06,-7.053847339673155e-05
0,200.0,3,1,0,-4.83843743961325e-05,7.332329859350485e-05
0,200.0,3,1,1,-8.263941247441342e-05,5.2795382300805045e-05
0,200.0,3,1,2,-4.792258845899488e-05,4.318559084053679e-06
0,200.0,3,1,3,9.579092088767513e-05,-5.116420674843964e-05
0,200.0,3,1,4,6.152047400090036e-05,-3.7587740368123455e-05
0,200.0,3,1,5,2.16349804409651e-05,-4.1685292861800415e-05
0,200.0,3,2,0,-5.629441008725421e-05,8.804681905016813e-06
0,200.0,3,2,1,-0.00010701655342685247,1.0031157305854038e-05
0,200.0,3,2,2,9.092305110963143e-05,8.80346620859746e-06
0,200.0,3,2,3,6.752360201993423e-05,1.2631033615128552e-05
0,200.0,3,2,4,0.00010723079116718896,1.3499762468166255e-05
0,200.0,3,2,5,-0.00010236648078264765,-5.3770101502763465e-05
0,200.0,3,3,0,-4.2942367353313055e-05,-3.9808122739738175e-05
0,200.0,3,3,1,-2.590933509123979e-05,-0.00011535421439394291
0,200.0,3,3,2,-6.725976399620566e-05,-6.51624535624392e-05
0,200.0,3,3,3,1.6043031503837647e-05,5.390103069513091e-05
0,200.0,3,3,4,4.706898576167119e-05,8.940411668037464e-05
0,200.0,3,3,5,7.299944917524958e-05,7.701964332061439e-05
0,200.0,3,4,0,7.110368777199121e-05,-4.68114906165144e-05
0,200.0,3,4,1,-6.891224403432055e-05,-7.25286738046526e-05
0,200.0,3,4,2,2.4857951313310932e-05,3.9962375222226995e-05
0,200.0,3,4,3,7.592674193799124e-06,7.052434569079918e-05
0,200.0,3,4,4,-2.3544298131970713e-05,1.0806804270339087e-05
0,200.0,3,4,5,-1.1097771112809689e-05,-1.9533607621986847e-06
0,200.0,3,5,0,5.8338450759472076e-05,-2.602657108411805e-05
0,200.0,3,5,1,4.615127057429111e-05,-1.623932578184305e-05
0,200.0,3,5,2,-1.4978452670551702e-05,1.2250236391421006e-05
0,200.0,3,5,3,-7.117116159410607e-05,8.664810198484669e-05
0,200.0,3,5,4,-6.13533697918727e-05,-1.1921979597543223e-05
0,200.0,3,5,5,4.30132627227673e-05,-4.471046191276333e-05
0,200.0,3,6,0,1.2828274844563266e-05,-1.0023247025638306e-05
0,200.0,3,6,1,-4.257841448288922e-05,1.69886946835851e-05
0,200.0,3,6,2,-3.399948212244288e-05,2.295447127303164e-05
0,200.0,3,6,3,3.569516369437478e-05,6.062247901538591e-05
0,200.0,3,6,4,6.710376649513246e-05,-7.46947827397834e-05
0,200.0,3,6,5,-3.9049308428738385e-05,-1.584761520658108e-05
0,200.0,3,7,0,4.161048648573296e-05,0.00011228024422595435
0,200.0,3,7,1,8.67203070722612e-05,-3.440708903364055e-05
0,200.0,3,7,2,-1.7176494945889252e-05,-9.171322525490828e-05
0,200.0,3,7,3,9.958117292243343e-06,-0.00011608729749893113
0,200.0,3,7,4,-0.00012048290820639609,3.1653767658651032e-06
0,200.0,3,7,5,-6.295076979525774e-07,0.0001267619907956605
0,200.0,3,8,0,-8.024080900666074e-05,-0.00011986144061843385
0,200.0,3,8,1,-1.9075462999377894e-06,-1.6889598443796363e-05
0,200.0,3,8,2,5.36316981352018e-05,-4.187994032977999e-06
0,200.0,3,8,3,1.3547871509744889e-05,7.300549267910615e-05
0,200.0,3,8,4,-2.136990996466686e-05,1.9058678949124393e-05
0,200.0,3,8,5,3.633869562631857e-05,4.8874861466977546e-05
0,200.0,3,9,0,-5.710890936028436e-05,-3.196850135508145e-05
0,200.0,3,9,1,5.438262792611411e-05,3.2131139459923516e-05
0,200.0,3,9,2,1.2726369784244176e-05,1.6163337514059108e-05
0,200.0,3,9,3,3.1026683271588178e-06,4.430278816993139e-06
0,200.0,3,9,4,-5.230707891027089e-06,8.765128228241996e-07
0,200.0,3,9,5,-7.872048786205509e-06,-2.1632767258718743e-05
0,200.0,3,10,0,-1.639830541140285e-05,-1.5973000570018826e-05
0,200.0,3,10,1,6.238978008631595e-05,5.926131803622466e-05
0,200.0,3,10,2,4.359596528563245e-05,-1.1197747699453121e-05
0,200.0,3,10,3,4.049020935849303e-06,-1.0558154648733358e-05
0,200.0,3,10,4,-6.639887829965864e-05,3.6206005809623363e-05
0,200.0,3,10,5,-2.7237582596736486e-05,-5.7738420927642746e-05
0,200.0,3,11,0,3.885895781016768e-05,-2.084961942661186e-05
0,200.0,3,11,1,4.445055105283781e-05,5.2526677787169365e-05
0,200.0,3,11,2,-2.0788336176341252e-05,5.292047138494604e-05
0,200.0,3,11,3,3.102899005978176e-05,-1.3658897097051962e-06
0,200.0,3,11,4,-7.684728651960321e-05,-7.316839499188957e-05
0,200.0,3,11,5,-1.6702876226842633e-05,-1.0063245043908496e-05
0,200.0,3,12,0,1.942607288420231e-06,-1.1942256613154752e-05
0,200.0,3,12,1,-7.697731038717151e-05,-4.42270369790532e-05
0,200.0,3,12,2,-4.945256029238046e-07,-1.8470551206640276e-05
0,200.0,3,12,3,5.9086765508964584e-05,2.9010907050560426e-05
0,200.0,3,12,4,2.3773749311939822e-05,2.4821383496665434e-07
0,200.0,3,12,5,-7.3312861192290646e-06,4.538072391332104e-05
0,200.0,3,13,0,-6.90496019820382e-05,-2.9173729232782815e-05
0,200.0,3,13,1,2.8745568076307535e-05,3.19946040839305e-05
0,200.0,3,13,2,-1.681424672777352e-05,6.447427368967214e-05
0,200.0,3,13,3,7.28339029011849e-05,0.0001223313363096737
0,200.0,3,13,4,-1.4524598933696575e-05,-6.93872682928123e-05
0,200.0,3,13,5,-1.1910233339841955e-06,-0.00012023921655768075
0,200.0,3,14,0,4.1277484179847736e-05,-1.5295936135268162e-05
0,200.0,3,14,1,8.825157303390465e-05,-1.8230533662049921e-06
0,200.0,3,14,2,8.092706503478792e-06,3.1240844597619686e-05
0,200.0,3,14,3,-3.479547058565875e-05,-2.9566551448340894e-06
0,200.0,3,14,4,-6.27590131794506e-05,-3.51468817776278e-05
0,200.0,3,14,5,-4.006727995212196e-05,2.3981681826315547e-05
0,200.0,3,15,0,0.00013076666410527103,-8.71190835474375e-06
0,200.0,3,15,1,8.092750195505871e-06,8.676571066895355e-05
0,200.0,3,15,2,-4.610720107993552e-05,3.946490501995387e-05
0,200.0,3,15,3,-2.2208972416723036e-05,-5.3996317334557255e-06
0,200.0,3,15,4,-6.276972231921659e-05,-7.633938089482545e-05
0,200.0,3,15,5,-7.773518484901668e-06,-3.5779694705882465e-05
0,200.0,3,16,0,-3.256781825340223e-05,2.54506071664353e-05
0,200.0,3,16,1,0.00010544365482768539,2.61974927016829e-05
0,200.0,3,16,2,-2.369856148811817e-05,8.295350228783045e-06
0,200.0,3,16,3,-2.8891243295912468e-05,6.713561132959859e-06
0,200.0,3,16,4,6.411231923660058e-06,1.4619357454317533e-05
0,200.0,3,16,5,-2.6697263713912766e-05,-8.127636868417859e-05
0,200.0,3,17,0,0.000158026951241252,1.7262288768931007e-05
