name,axis,fraction,sign,dt_ps,duration_ps,frequency_per_ps,force_eV_A,parts,block,window_ps,real_A2_eV,imag_A2_eV,magnitude_A2_eV,phase_rad,offset_A,residual_rms_A,harmonic2_real_A,harmonic2_imag_A,harmonic3_real_A,harmonic3_imag_A
axis0_fraction4_dt0.0025_sign-1,0,4.0,-1,0.0025,1000.0,0.2,-13.224348434110214,1,0,900.0,0.0023670936681114683,-5.0769261859491505e-06,0.002367099112583354,-0.0021447898194786414,0.0004981837532493668,0.0079541893393213,0.000495982347142302,2.581716976649058e-05,-1.772548053006374e-05,-1.816940846160352e-05
axis0_fraction4_dt0.0025_sign-1,0,4.0,-1,0.0025,1000.0,0.2,-13.224348434110214,2,0,450.0,0.002365932488361918,-6.128557483035372e-06,0.0023659404258567543,-0.0025903291011193787,0.0005357695199058862,0.007993763973447041,0.00045752526262932846,2.7069872988618387e-05,-3.8133915773689644e-05,-3.545030071859232e-05
axis0_fraction4_dt0.0025_sign-1,0,4.0,-1,0.0025,1000.0,0.2,-13.224348434110214,2,1,450.0,0.0023682548478609873,-4.025294888865158e-06,0.0023682582687316878,-0.001699686592525696,0.00046059798659284706,0.007914211207578065,0.0005344394316552707,2.456446654436307e-05,2.68295471356236e-06,-8.885162046146465e-07
axis0_fraction4_dt0.0025_sign+1,0,4.0,1,0.0025,1000.0,0.2,13.224348434110214,1,0,900.0,0.0023686858776011577,-2.395525298134718e-06,0.0023686870889352654,-0.0010113305880198001,0.0005329471717216566,0.007886869934662177,0.0004975286874681249,-3.0514041123955003e-05,-2.023003440504881e-05,8.012934775249194e-06
axis0_fraction4_dt0.0025_sign+1,0,4.0,1,0.0025,1000.0,0.2,13.224348434110214,2,0,450.0,0.0023701622899277314,-3.3185626200647673e-06,0.0023701646131552407,-0.0014001406003310366,0.0005303395736491281,0.007854291491413206,0.0004604241736658251,-2.66541994322028e-05,-1.5256032292372289e-05,1.6475553474784857e-05
axis0_fraction4_dt0.0025_sign+1,0,4.0,1,0.0025,1000.0,0.2,13.224348434110214,2,1,450.0,0.00236720946527455,-1.4724879762069965e-06,0.002367209923244295,-0.0006220352731314637,0.0005355547697941848,0.007919280023549989,0.000534633201270419,-3.437388281570718e-05,-2.520403651772534e-05,-4.49683924286269e-07
axis1_fraction4_dt0.0025_sign-1,1,4.0,-1,0.0025,1000.0,0.2,-5.88138420412251,1,0,900.0,0.012174094556307493,-4.2036526621762815e-05,0.01217416713108072,-0.0034529351947594463,-3.297401920607043e-05,0.017873821528308645,-0.00015529326462643424,-3.4364445954695614e-05,-0.0003042150711954306,6.811889600328173e-05
axis1_fraction4_dt0.0025_sign-1,1,4.0,-1,0.0025,1000.0,0.2,-5.88138420412251,2,0,450.0,0.012168226435041587,-4.925799237992237e-05,0.012168326134857587,-0.004048061036858942,-3.636780752721617e-05,0.018443554511570256,-2.198220147853586e-05,-2.4876605933352488e-05,-0.0003044098054949972,-2.182698693733282e-06
axis1_fraction4_dt0.0025_sign-1,1,4.0,-1,0.0025,1000.0,0.2,-5.88138420412251,2,1,450.0,0.01217996267757322,-3.48150608636158e-05,0.01218001243495012,-0.002858380355362435,-2.958023088492486e-05,0.01728523274303807,-0.00028860432777433505,-4.3852285976039005e-05,-0.00030402033689586305,0.00013842049070029557
axis1_fraction4_dt0.0025_sign+1,1,4.0,1,0.0025,1000.0,0.2,5.88138420412251,1,0,900.0,0.012211040785418764,-5.898611400351217e-05,0.012211183252445511,-0.004830518237321608,-7.839997659563812e-05,0.01796185595425451,1.6115848172626474e-05,-5.702621933666541e-05,0.00043963691372666153,3.125501566189327e-05
axis1_fraction4_dt0.0025_sign+1,1,4.0,1,0.0025,1000.0,0.2,5.88138420412251,2,0,450.0,0.012211826935894713,-6.552441500648696e-05,0.012212002725237396,-0.005365600621469756,-5.783197176300941e-05,0.018617612419960777,3.326806005455094e-05,2.2870825253336157e-05,0.00046450721202120936,-9.294420432710181e-05
axis1_fraction4_dt0.0025_sign+1,1,4.0,1,0.0025,1000.0,0.2,5.88138420412251,2,1,450.0,0.012210254634942647,-5.2447813000545786e-05,0.012210367276344595,-0.004295364184570279,-9.896798142826602e-05,0.0172811660552451,-1.0363637092941766e-06,-0.0001369232639266671,0.0004147666154321115,0.00015545423565088842
axis0_fraction2_dt0.0025_sign-1,0,2.0,-1,0.0025,500.0,0.2,-6.612174217055107,1,0,400.0,0.0023660773222508183,-4.590987207891699e-06,0.0023660817762776384,-0.0019403344950663457,0.0001473264592445818,0.0076006872742772685,0.00019101243941650563,4.477045839126438e-06,3.862750805236689e-05,-6.149652184124355e-05
axis0_fraction2_dt0.0025_sign-1,0,2.0,-1,0.0025,500.0,0.2,-6.612174217055107,2,0,200.0,0.0023731845356213983,-9.548641884219566e-06,0.0023732037452933504,-0.004023534711996307,0.00019005800429006562,0.0074789254902178325,0.00017174656738506893,1.1431417082308367e-05,5.402133228396387e-06,-6.509260576461094e-05
axis0_fraction2_dt0.0025_sign-1,0,2.0,-1,0.0025,500.0,0.2,-6.612174217055107,2,1,200.0,0.002358970108880228,3.6666746843249514e-07,0.0023589701373767807,0.0001554354012792608,0.000104594914199098,0.0077200798305594375,0.00021027831144794306,-2.4773254040555317e-06,7.18528828763374e-05,-5.7900437917876344e-05
axis0_fraction2_dt0.0025_sign+1,0,2.0,1,0.0025,500.0,0.2,6.612174217055107,1,0,400.0,0.0023551445299869775,-1.3518679055369986e-06,0.002355144917977324,-0.000574006282778695,0.00010158653866314713,0.007729286622983678,0.00014843870780530377,-4.0512199141217515e-05,-5.963416079757136e-05,2.4853184994487503e-05
axis0_fraction2_dt0.0025_sign+1,0,2.0,1,0.0025,500.0,0.2,6.612174217055107,2,0,200.0,0.0023624976346265114,4.722305193495883e-06,0.0023625023542384466,0.0019988586803465717,0.00010832701295036368,0.007925668219442574,0.00016144024097809184,-1.3040869776345372e-05,6.074510161110313e-06,2.6638073923718246e-05
axis0_fraction2_dt0.0025_sign+1,0,2.0,1,0.0025,500.0,0.2,6.612174217055107,2,1,200.0,0.0023477914253474353,-7.426041004572897e-06,0.0023478031695651027,-0.003162979538950302,9.484606437593063e-05,0.007527513453760363,0.00013543717463251762,-6.798352850609019e-05,-0.00012534283175625303,2.3068296065256848e-05
