       Step     Time          Energy          fmax
LBFGS:    0 04:02:13    -1163.638521        0.158260
LBFGS:    1 04:02:16    -1163.644587        0.128892
LBFGS:    2 04:02:20    -1163.658617        0.064271
LBFGS:    3 04:02:23    -1163.659906        0.059451
LBFGS:    4 04:02:28    -1163.664410        0.033750
LBFGS:    5 04:02:31    -1163.664915        0.029650
LBFGS:    6 04:02:35    -1163.665436        0.023124
LBFGS:    7 04:02:39    -1163.665870        0.016618
LBFGS:    8 04:02:43    -1163.666240        0.015071
LBFGS:    9 04:02:47    -1163.666430        0.012925
LBFGS:   10 04:02:51    -1163.666586        0.012407
LBFGS:   11 04:02:55    -1163.666745        0.010763
LBFGS:   12 04:02:59    -1163.666880        0.009956
LBFGS:   13 04:03:03    -1163.666974        0.009277
LBFGS:   14 04:03:07    -1163.667057        0.009403
LBFGS:   15 04:03:11    -1163.667156        0.008930
LBFGS:   16 04:03:15    -1163.667252        0.007916
LBFGS:   17 04:03:19    -1163.667313        0.005962
LBFGS:   18 04:03:23    -1163.667344        0.006130
LBFGS:   19 04:03:25    -1163.667366        0.005216
LBFGS:   20 04:03:28    -1163.667385        0.003624
LBFGS:   21 04:03:31    -1163.667398        0.003479
LBFGS:   22 04:03:34    -1163.667406        0.003562
LBFGS:   23 04:03:37    -1163.667413        0.003257
LBFGS:   24 04:03:39    -1163.667420        0.002663
LBFGS:   25 04:03:42    -1163.667424        0.002307
LBFGS:   26 04:03:45    -1163.667427        0.001640
LBFGS:   27 04:03:48    -1163.667429        0.001493
LBFGS:   28 04:03:51    -1163.667431        0.001307
LBFGS:   29 04:03:53    -1163.667433        0.001241
LBFGS:   30 04:03:56    -1163.667434        0.000899
LBFGS:   31 04:03:59    -1163.667434        0.000770
LBFGS:   32 04:04:02    -1163.667435        0.000582
LBFGS:   33 04:04:05    -1163.667435        0.000516
LBFGS:   34 04:04:08    -1163.667436        0.000471
LBFGS:   35 04:04:11    -1163.667436        0.000411
LBFGS:   36 04:04:14    -1163.667436        0.000269
LBFGS:   37 04:04:17    -1163.667436        0.000195
