case,observable,role,scale,unrestricted,sign_constrained
1,new_raised_direct_energy,heldout,0.011960599647825674,-4.663092893171981,-4.469925270179221
1,new_raised_direct_normal_force,heldout,0.03173805605024358,-23.13178662219869,-20.97757262601064
1,new_raised_direct_Haa,heldout,2.000400949091716,14.135396559342615,14.503529313407395
1,new_off_path_positive_energy,heldout,0.0053604705065569865,-5.236666129377454,-5.025770441080249
1,new_off_path_positive_normal_force,heldout,0.03173805605024358,-1.4797625848596028,0.14084355597652884
1,new_off_path_positive_Haa,heldout,1.3446420569551603,10.341388282950712,11.119277738342177
1,new_off_path_negative_energy,heldout,0.021544733160917068,-6.617032341621914,-6.321941927464699
1,new_off_path_negative_normal_force,heldout,0.03173805605024358,-10.548023488104898,-7.7402276177317
1,new_off_path_negative_Haa,heldout,1.35831841481301,23.933233569045697,23.991777246984142
1,new_shockley_058_energy,heldout,0.007969505412787091,-5.046697833976379,-5.034817397988383
1,new_shockley_058_normal_force,heldout,0.03173805605024358,-20.10446258410697,-20.04336275711624
1,new_shockley_058_Haa,heldout,2.3107568998056016,15.14092583984394,15.858248654577874
1,new_opening_1.17h_energy,heldout,0.014263027381623706,-0.07662775367330946,0.5559073646653984
1,new_opening_1.17h_normal_force,heldout,0.03173805605024358,-10.673665625096678,-8.059113759382779
1,new_opening_1.42h_energy,heldout,0.042260039734635615,-1.1585664388179489,-0.8796478912678841
1,new_opening_1.42h_normal_force,heldout,0.03173805605024358,4.709435416255998,2.5782797073004255
1,new_opening_1.78h_energy,heldout,0.05953584311886578,0.702445243786129,0.4114220149424246
1,new_opening_1.78h_normal_force,heldout,0.03173805605024358,3.473742929433403,1.4508934142372178
1,new_opening_2.23h_energy,heldout,0.07765619947928293,0.32088358584166193,0.2503520562375506
1,new_opening_2.23h_normal_force,heldout,0.03173805605024358,4.327698070184905,7.144993966251967
1,new_opening_3.4h_energy,heldout,0.07719163228888834,5.275725559888543,5.065889514284634
1,new_opening_3.4h_normal_force,heldout,0.03173805605024358,5.32495294760919,3.635315602990957
1,new_opening_5.5h_energy,heldout,0.07719163228888834,-11.142159969103796,-11.186995158041245
1,new_opening_5.5h_normal_force,heldout,0.03173805605024358,-32.368326746778266,-31.882234324647104
2,normal_strain_force_ev,exact,0.1,0.0,7.105427357601002e-14
2,cohesive_ev_atom,exact,0.0672,-3.304235192336776e-14,1.5199481884749167e-13
2,C11_GPa,exact,5.699999999999998,2.4931324061757908e-15,1.9695746008788746e-13
2,C12_GPa,exact,3.100000000000001,9.16829336464645e-15,1.3294025378737354e-13
2,C44_GPa,exact,1.6,1.0658141036401503e-13,4.440892098500626e-13
2,perfect_Haa,fit,1.9660912863289761,4.916774940610259,7.305782119173301
2,perfect_Hxx,fit,0.43935930351233066,-0.5223977589388772,-0.4794423507528173
2,saddle_energy_at_source_state,fit,0.007624909750742465,-7.414863543314617,-7.088088434191056
2,saddle_normal_force_at_source_state,fit,0.03173805605024358,10.543493287855064,14.561833600559222
2,fault_energy_at_source_state,fit,0.006670794504308616,-9.423558416908417,-9.29907880638122
2,fault_normal_force_at_source_state,fit,0.03173805605024358,15.188407460815613,17.726067915633617
2,saddle_path_force_at_source_state,fit,0.03173805605024358,-2.044736441745031,-2.1192589204391696
2,opening_1.1h_energy,fit,0.005670265774764736,0.7870089819125919,2.7183754405378155
2,opening_1.5h_energy,fit,0.04710312483934004,-0.5822638070535453,-0.3674041663897167
2,opening_2h_energy,fit,0.07060534019484034,0.16250636101278315,-0.531863234398841
2,opening_40h_energy,fit,0.07719163228888834,-33.69365357704874,-34.29148688000712
2,direct_quarter_energy,fit,0.0117221996542065,2.7572039028839517,2.774500647077525
2,direct_half_energy,fit,0.026732847628894163,4.8147681023181175,4.807250080649225
2,oblique_energy,fit,0.013339289745734876,-4.935254399385045,-4.269879775874434
2,opening_1.25h_energy,fit,0.02485368365449082,-1.3342130025624839,0.021848126347610568
2,opening_3h_energy,fit,0.07719163228888834,3.8621532947521904,4.1805413405789045
2,saddle_Haa,fit,1.2717337762538286,8.61257878488958,10.910793221890387
2,saddle_Hxx,fit,0.018642463121762064,62.04155433883935,62.46299733572443
2,fault_Haa,fit,1.4140554350039638,4.33760500480378,6.923706778684083
2,fault_Hxx,fit,0.24858929774856264,-0.667700122290925,-0.5558757265618889
2,saddle_normal_path_coupling,fit,0.12055891043737142,19.492256802671122,19.350898488599718
2,opening_1.1h_normal_force,fit,0.03173805605024358,-3.2740592954149808,3.500092869835885
2,opening_1.3h_normal_force,fit,0.03173805605024358,-7.126791727519036,-6.903388118324806
2,opening_1.5h_normal_force,fit,0.03173805605024358,11.39258921106675,2.559678351520542
2,opening_2h_normal_force,fit,0.03173805605024358,-5.970325845404468,-1.6993895267587376
2,opening_2.5h_normal_force,fit,0.03173805605024358,14.382652067778032,18.76278268710111
2,opening_3h_normal_force,fit,0.03173805605024358,14.056802206135865,8.798850707852209
2,shockley_0.15_energy,fit,0.004433026104653031,-0.5535748736030965,-0.5388807538721074
2,shockley_0.35_energy,fit,0.004820527408303389,-2.4706255295315342,-2.419926757726791
2,shockley_0.75_energy,fit,0.00833416126053768,-7.161144915147562,-7.140678408649197
2,new_direct_017_energy,heldout,0.0058264392391932825,1.3665272598871034,1.396653277607427
2,new_direct_017_normal_force,heldout,0.03173805605024358,-41.85639317762937,-41.56189351959115
2,new_direct_017_Haa,heldout,2.6109437232644357,14.394012437838965,16.125376571678117
2,new_direct_039_energy,heldout,0.022623819411133072,4.593884074556109,4.591671363477751
2,new_direct_039_normal_force,heldout,0.03173805605024358,-196.09510964050781,-194.68442293562126
2,new_direct_039_Haa,heldout,3.6316785317933356,42.60726401709944,43.661954770265346
2,new_raised_direct_energy,heldout,0.011960599647825674,-4.585258229881313,-4.052999556233686
2,new_raised_direct_normal_force,heldout,0.03173805605024358,-26.04139377342241,-20.20820346578911
2,new_raised_direct_Haa,heldout,2.000400949091716,13.880319554780709,14.780418079113968
2,new_off_path_positive_energy,heldout,0.0053604705065569865,-5.284166995337536,-4.698900294733977
2,new_off_path_positive_normal_force,heldout,0.03173805605024358,-4.319147625245947,0.07706255413780731
2,new_off_path_positive_Haa,heldout,1.3446420569551603,9.609896430948165,11.627322447838564
2,new_off_path_negative_energy,heldout,0.021544733160917068,-6.553157593241509,-5.750142081912762
2,new_off_path_negative_normal_force,heldout,0.03173805605024358,-12.34538814057651,-5.000208041067675
2,new_off_path_negative_Haa,heldout,1.35831841481301,24.499158044067947,24.45304031363962
2,new_shockley_058_energy,heldout,0.007969505412787091,-4.802254757089993,-4.765455956605708
2,new_shockley_058_normal_force,heldout,0.03173805605024358,-20.060063192908625,-19.84976362613702
2,new_shockley_058_Haa,heldout,2.3107568998056016,13.239821060559239,15.217981427506343
2,new_opening_1.17h_energy,heldout,0.014263027381623706,-0.7015506224949234,0.9419162615873281
2,new_opening_1.17h_normal_force,heldout,0.03173805605024358,-11.196309614159741,-4.743864391642765
2,new_opening_1.42h_energy,heldout,0.042260039734635615,-1.1090245809865868,-0.4928649053102235
2,new_opening_1.42h_normal_force,heldout,0.03173805605024358,6.5595344911638955,0.33390069188067395
2,new_opening_1.78h_energy,heldout,0.05953584311886578,0.6051526438836965,-0.21991546600933906
2,new_opening_1.78h_normal_force,heldout,0.03173805605024358,0.702094030517349,-3.84371417527082
2,new_opening_2.23h_energy,heldout,0.07765619947928293,0.02019780822145674,-0.08791786237124734
2,new_opening_2.23h_normal_force,heldout,0.03173805605024358,5.112167678044195,13.208220365671135
2,new_opening_3.4h_energy,heldout,0.07719163228888834,4.881729391942962,4.414651045595542
2,new_opening_3.4h_normal_force,heldout,0.03173805605024358,-0.18845319651478892,-5.6616575343302245
2,new_opening_5.5h_energy,heldout,0.07719163228888834,-13.866156820029762,-14.751966032365061
2,new_opening_5.5h_normal_force,heldout,0.03173805605024358,-30.908071377101468,-30.204907562680116
3,normal_strain_force_ev,exact,0.1,4.440892098500626e-14,-4.440892098500626e-14
3,cohesive_ev_atom,exact,0.0672,-6.608470384673551e-15,4.625929269271486e-14
3,C11_GPa,exact,5.699999999999998,-2.991758887410949e-14,-7.479397218527373e-15
3,C12_GPa,exact,3.100000000000001,-2.5212806752777742e-14,5.5009760187878707e-14
3,C44_GPa,exact,1.6,7.105427357601002e-14,1.0658141036401503e-13
3,perfect_Haa,fit,1.9660912863289761,5.33601650985824,7.833578189665241
3,perfect_Hxx,fit,0.43935930351233066,-0.721888589550881,-0.43449490004031033
3,saddle_energy_at_source_state,fit,0.007624909750742465,-7.514061698237323,-7.00087601438938
3,saddle_normal_force_at_source_state,fit,0.03173805605024358,11.164154899848983,15.45764749659983
3,fault_energy_at_source_state,fit,0.006670794504308616,-9.401438070499793,-9.26402394530269
3,fault_normal_force_at_source_state,fit,0.03173805605024358,15.579249386907188,18.226808775580373
3,saddle_path_force_at_source_state,fit,0.03173805605024358,-1.6991947371630793,-2.1659018817282996
3,opening_1.1h_energy,fit,0.005670265774764736,0.9734253186834727,3.0063750066183603
3,opening_1.5h_energy,fit,0.04710312483934004,-0.6457949728025447,-0.47927511037272097
3,opening_2h_energy,fit,0.07060534019484034,0.271565711437016,-0.4970953254552421
3,opening_40h_energy,fit,0.07719163228888834,-34.09990587599728,-32.92144306783135
3,direct_quarter_energy,fit,0.0117221996542065,2.858352890370126,2.8978414978277294
3,direct_half_energy,fit,0.026732847628894163,5.186212624578887,4.994868120514867
3,oblique_energy,fit,0.013339289745734876,-5.092229200935563,-4.033169934664718
3,opening_1.25h_energy,fit,0.02485368365449082,-1.3401694270758986,0.07728470874652295
3,opening_3h_energy,fit,0.07719163228888834,3.9232995766650536,4.08434623838319
3,saddle_Haa,fit,1.2717337762538286,8.99072407112144,11.222048218261463
3,saddle_Hxx,fit,0.018642463121762064,61.16650714246656,63.21442969163969
3,fault_Haa,fit,1.4140554350039638,4.622807615563533,7.348469920632815
3,fault_Hxx,fit,0.24858929774856264,-1.1810710001631726,-0.47649637027221226
3,saddle_normal_path_coupling,fit,0.12055891043737142,19.082328119045712,18.813162054572434
3,opening_1.1h_normal_force,fit,0.03173805605024358,-2.9362231639124294,4.203816249373433
3,opening_1.3h_normal_force,fit,0.03173805605024358,-7.969072359614402,-8.034339048224263
3,opening_1.5h_normal_force,fit,0.03173805605024358,11.743882095582952,1.9792795411400093
3,opening_2h_normal_force,fit,0.03173805605024358,-5.741535205285118,-0.8180997479819628
3,opening_2.5h_normal_force,fit,0.03173805605024358,14.017812879327334,18.131233132502036
3,opening_3h_normal_force,fit,0.03173805605024358,14.554079697136146,7.959498244569771
3,shockley_0.15_energy,fit,0.004433026104653031,-0.6368878271754854,-0.5323449468261809
3,shockley_0.35_energy,fit,0.004820527408303389,-2.7847116669881813,-2.4133844387617325
3,shockley_0.75_energy,fit,0.00833416126053768,-7.272821453345176,-7.1305971074416865
3,new_direct_017_energy,heldout,0.0058264392391932825,1.3220263598572415,1.483459898909521
3,new_direct_017_normal_force,heldout,0.03173805605024358,-43.868579495638706,-41.92449183747621
3,new_direct_017_Haa,heldout,2.6109437232644357,15.578028622425274,16.821231847027803
3,new_direct_039_energy,heldout,0.022623819411133072,4.911881519810838,4.768038973041293
3,new_direct_039_normal_force,heldout,0.03173805605024358,-209.27921526171517,-198.19547741819855
3,new_direct_039_Haa,heldout,3.6316785317933356,46.195649851879324,45.16108087823328
3,new_raised_direct_energy,heldout,0.011960599647825674,-4.76104278527958,-3.8512607574216364
3,new_raised_direct_normal_force,heldout,0.03173805605024358,-25.971278716824994,-18.932454915766588
3,new_raised_direct_Haa,heldout,2.000400949091716,14.806278756106098,15.035744589500123
3,new_off_path_positive_energy,heldout,0.0053604705065569865,-5.52297654743017,-4.539463413032872
3,new_off_path_positive_normal_force,heldout,0.03173805605024358,-3.581268744711054,1.1250401845425324
3,new_off_path_positive_Haa,heldout,1.3446420569551603,10.018011277069633,11.881242449898672
3,new_off_path_negative_energy,heldout,0.021544733160917068,-6.679723558537414,-5.433037486622649
3,new_off_path_negative_normal_force,heldout,0.03173805605024358,-10.982426180387183,-3.227067175143894
3,new_off_path_negative_Haa,heldout,1.35831841481301,25.35661348934212,24.199893503350147
3,new_shockley_058_energy,heldout,0.007969505412787091,-5.027633206505019,-4.759908823603228
3,new_shockley_058_normal_force,heldout,0.03173805605024358,-20.61631987706532,-19.67525259516666
3,new_shockley_058_Haa,heldout,2.3107568998056016,14.10095073770771,15.80161741514006
3,new_opening_1.17h_energy,heldout,0.014263027381623706,-0.6247129669098649,1.104118800458769
3,new_opening_1.17h_normal_force,heldout,0.03173805605024358,-11.504694903292885,-4.754835991495743
3,new_opening_1.42h_energy,heldout,0.042260039734635615,-1.1825893591948657,-0.5770077763775415
3,new_opening_1.42h_normal_force,heldout,0.03173805605024358,6.317702101351043,-0.7084133684664261
3,new_opening_1.78h_energy,heldout,0.05953584311886578,0.6692179287946365,-0.2732864568018222
3,new_opening_1.78h_normal_force,heldout,0.03173805605024358,1.764030835343587,-2.916204173334602
3,new_opening_2.23h_energy,heldout,0.07765619947928293,0.10622564781508424,-0.01430601244317029
3,new_opening_2.23h_normal_force,heldout,0.03173805605024358,4.653327819872583,13.374472380983217
3,new_opening_3.4h_energy,heldout,0.07719163228888834,5.0150402415582915,4.245105650223791
3,new_opening_3.4h_normal_force,heldout,0.03173805605024358,0.2774385896692866,-5.858833165585009
3,new_opening_5.5h_energy,heldout,0.07719163228888834,-13.957475188603055,-14.23333480801826
3,new_opening_5.5h_normal_force,heldout,0.03173805605024358,-31.453849808025495,-28.969153312823433
5,normal_strain_force_ev,exact,0.1,1.7763568394002505e-14,-2.8421709430404007e-13
5,cohesive_ev_atom,exact,0.0672,6.608470384673551e-15,2.312964634635743e-13
5,C11_GPa,exact,5.699999999999998,-5.734204534204319e-14,7.230083977909793e-13
5,C12_GPa,exact,3.100000000000001,1.3752440046969677e-14,-6.257360221371203e-13
5,C44_GPa,exact,1.6,-5.3290705182007514e-14,-1.0658141036401503e-13
5,perfect_Haa,fit,1.9660912863289761,2.740831845060021,14.374345049198936
5,perfect_Hxx,fit,0.43935930351233066,0.9941854023199987,-0.5079138656980556
5,saddle_energy_at_source_state,fit,0.007624909750742465,-7.534359411136685,-6.292972162411772
5,saddle_normal_force_at_source_state,fit,0.03173805605024358,7.933300807190029,24.45643901107135
5,fault_energy_at_source_state,fit,0.006670794504308616,-10.464174111079597,-8.988038783127719
5,fault_normal_force_at_source_state,fit,0.03173805605024358,13.819029665079158,24.467789788908316
5,saddle_path_force_at_source_state,fit,0.03173805605024358,-4.170189470997976,-2.252454638086731
5,opening_1.1h_energy,fit,0.005670265774764736,-0.030966505067150474,6.830792679647698
5,opening_1.5h_energy,fit,0.04710312483934004,-0.7201924697239285,0.8157869081277966
5,opening_2h_energy,fit,0.07060534019484034,-0.110628205884891,2.1470390146183282
5,opening_40h_energy,fit,0.07719163228888834,-17.411367909413162,-52.333583999064686
5,direct_quarter_energy,fit,0.0117221996542065,3.3413186170138913,2.720665664895689
5,direct_half_energy,fit,0.026732847628894163,4.479005270340166,4.740226819640176
5,oblique_energy,fit,0.013339289745734876,-3.929154086359907,-2.814765041243994
5,opening_1.25h_energy,fit,0.02485368365449082,-1.4080839963239364,1.661055669005021
5,opening_3h_energy,fit,0.07719163228888834,2.145301189605273,4.656558879284235
5,saddle_Haa,fit,1.2717337762538286,7.522469666975792,15.003797214744761
5,saddle_Hxx,fit,0.018642463121762064,74.90987812882875,62.745850377558796
5,fault_Haa,fit,1.4140554350039638,3.1814048456032538,12.949075585368657
5,fault_Hxx,fit,0.24858929774856264,2.9027405350260858,-0.4677743997911527
5,saddle_normal_path_coupling,fit,0.12055891043737142,21.688567173549295,18.909267947748496
5,opening_1.1h_normal_force,fit,0.03173805605024358,-4.5805879368351565,14.692329416360705
5,opening_1.3h_normal_force,fit,0.03173805605024358,-6.051853821139234,-9.467812493308172
5,opening_1.5h_normal_force,fit,0.03173805605024358,7.981690012063979,14.592277915628145
5,opening_2h_normal_force,fit,0.03173805605024358,-1.849701928166514,-8.032393258334334
5,opening_2.5h_normal_force,fit,0.03173805605024358,10.754726386945277,13.79785911970417
5,opening_3h_normal_force,fit,0.03173805605024358,-2.101520203506652,4.967337003404581
5,shockley_0.15_energy,fit,0.004433026104653031,-0.07746376278058424,-0.5385053118968344
5,shockley_0.35_energy,fit,0.004820527408303389,-1.042198748028903,-2.3919937711987282
5,shockley_0.75_energy,fit,0.00833416126053768,-7.157775991631279,-7.14614453030747
5,new_direct_017_energy,heldout,0.0058264392391932825,2.4191519047109984,1.3534640517744705
5,new_direct_017_normal_force,heldout,0.03173805605024358,-37.5865016856056,-40.81163495835788
5,new_direct_017_Haa,heldout,2.6109437232644357,10.437661245566051,21.32930384781056
5,new_direct_039_energy,heldout,0.022623819411133072,4.45581185743763,4.5259553015046174
5,new_direct_039_normal_force,heldout,0.03173805605024358,-164.27139214525238,-192.0897454301407
5,new_direct_039_Haa,heldout,3.6316785317933356,32.412568190639035,47.25962895990533
5,new_raised_direct_energy,heldout,0.011960599647825674,-3.5385103390589747,-2.860697543586855
5,new_raised_direct_normal_force,heldout,0.03173805605024358,-29.142963275243876,-7.3944617520631
5,new_raised_direct_Haa,heldout,2.000400949091716,11.778810490568972,15.411673930757745
5,new_off_path_positive_energy,heldout,0.0053604705065569865,-4.297869166407446,-3.2784747488450416
5,new_off_path_positive_normal_force,heldout,0.03173805605024358,-7.7482287554836,10.61059675969141
5,new_off_path_positive_Haa,heldout,1.3446420569551603,8.45355322311841,14.828405132339531
5,new_off_path_negative_energy,heldout,0.021544733160917068,-5.748968775064461,-4.108053935722378
5,new_off_path_negative_normal_force,heldout,0.03173805605024358,-19.16109196262806,7.313881204624402
5,new_off_path_negative_Haa,heldout,1.35831841481301,22.780015288452137,22.11918625452797
5,new_shockley_058_energy,heldout,0.007969505412787091,-4.057773624136353,-4.747477139215949
5,new_shockley_058_normal_force,heldout,0.03173805605024358,-18.495820183538772,-19.30093601553659
5,new_shockley_058_Haa,heldout,2.3107568998056016,9.772075887594184,21.142517327470525
5,new_opening_1.17h_energy,heldout,0.014263027381623706,-1.0451146609338695,3.6313252786802828
5,new_opening_1.17h_normal_force,heldout,0.03173805605024358,-10.294572810765521,0.062395379123928764
5,new_opening_1.42h_energy,heldout,0.042260039734635615,-1.131264020940809,0.4141030470194791
5,new_opening_1.42h_normal_force,heldout,0.03173805605024358,4.747384631154474,4.98108803078815
5,new_opening_1.78h_energy,heldout,0.05953584311886578,0.11167139867580135,2.6927970056217134
5,new_opening_1.78h_normal_force,heldout,0.03173805605024358,-0.2619978088975166,8.409441313905402
5,new_opening_2.23h_energy,heldout,0.07765619947928293,0.13299115015151436,1.4923610102611096
5,new_opening_2.23h_normal_force,heldout,0.03173805605024358,9.191463301924541,0.30680644650059546
5,new_opening_3.4h_energy,heldout,0.07719163228888834,1.1573577745951296,3.426806711909999
5,new_opening_3.4h_normal_force,heldout,0.03173805605024358,-12.008354947150066,-23.87785282236303
5,new_opening_5.5h_energy,heldout,0.07719163228888834,-10.446553284924835,-30.43179770226548
5,new_opening_5.5h_normal_force,heldout,0.03173805605024358,-12.434244188153638,-39.13537160790837
6,normal_strain_force_ev,exact,0.1,-8.881784197001252e-15,5.3290705182007514e-14
6,cohesive_ev_atom,exact,0.0672,-4.625929269271486e-14,1.2556093730879747e-13
6,C11_GPa,exact,5.699999999999998,1.9945059249406326e-14,2.0194372490023906e-13
6,C12_GPa,exact,3.100000000000001,1.604451338813129e-14,1.466926938343432e-13
6,C44_GPa,exact,1.6,8.881784197001252e-14,4.796163466380676e-13
6,perfect_Haa,fit,1.9660912863289761,3.184673289243051,13.130447984836815
6,perfect_Hxx,fit,0.43935930351233066,1.622252324877528,-0.4535226992858754
6,saddle_energy_at_source_state,fit,0.007624909750742465,-6.301876477404219,-6.531078003162238
6,saddle_normal_force_at_source_state,fit,0.03173805605024358,10.03002478546213,22.308480516803872
6,fault_energy_at_source_state,fit,0.006670794504308616,-9.706413705570911,-9.045842646843537
6,fault_normal_force_at_source_state,fit,0.03173805605024358,13.751259573299123,23.29192685796607
6,saddle_path_force_at_source_state,fit,0.03173805605024358,-5.447980444601532,-1.9936706394384094
6,opening_1.1h_energy,fit,0.005670265774764736,0.32388454969980596,6.210994581064822
6,opening_1.5h_energy,fit,0.04710312483934004,-0.7700505203075322,-1.35015102621081
6,opening_2h_energy,fit,0.07060534019484034,-0.4148901031375154,2.7127562218270094
6,opening_40h_energy,fit,0.07719163228888834,-17.765573317033702,-62.135192772412694
6,direct_quarter_energy,fit,0.0117221996542065,3.62900239985517,2.786283838992565
6,direct_half_energy,fit,0.026732847628894163,4.452605668141123,4.804278319020203
6,oblique_energy,fit,0.013339289745734876,-1.6361715423112095,-3.483603487843441
6,opening_1.25h_energy,fit,0.02485368365449082,-1.041252127229194,1.050307144581033
6,opening_3h_energy,fit,0.07719163228888834,1.99149788373383,7.002474834035853
6,saddle_Haa,fit,1.2717337762538286,6.789801729693657,14.760926729054082
6,saddle_Hxx,fit,0.018642463121762064,81.54348656335195,61.02601626696415
6,fault_Haa,fit,1.4140554350039638,3.551575709710057,12.03463534788438
6,fault_Hxx,fit,0.24858929774856264,4.644449416293367,-0.7144915451478362
6,saddle_normal_path_coupling,fit,0.12055891043737142,17.012289726192762,20.19013392680436
6,opening_1.1h_normal_force,fit,0.03173805605024358,-3.1902868194250615,12.98989114667
6,opening_1.3h_normal_force,fit,0.03173805605024358,-5.3679692578641,-18.840906849589395
6,opening_1.5h_normal_force,fit,0.03173805605024358,2.3327956304571194,-2.3426107657264414
6,opening_2h_normal_force,fit,0.03173805605024358,5.872712354588104,33.014122283839754
6,opening_2.5h_normal_force,fit,0.03173805605024358,11.587901701574985,19.04364036777559
6,opening_3h_normal_force,fit,0.03173805605024358,-13.011611513723787,-31.583282208320895
6,shockley_0.15_energy,fit,0.004433026104653031,0.16894868912376834,-0.5316080000381523
6,shockley_0.35_energy,fit,0.004820527408303389,-0.03667250538758494,-2.401115562229633
6,shockley_0.75_energy,fit,0.00833416126053768,-6.368160005380478,-7.142551446259881
6,new_direct_017_energy,heldout,0.0058264392391932825,2.8752542161345236,1.4156697385015895
6,new_direct_017_normal_force,heldout,0.03173805605024358,-29.743606980589025,-43.02173831475327
6,new_direct_017_Haa,heldout,2.6109437232644357,9.10148998372469,20.858249193338263
6,new_direct_039_energy,heldout,0.022623819411133072,4.495890784340926,4.591960133408939
6,new_direct_039_normal_force,heldout,0.03173805605024358,-133.11443511994042,-199.8059363144549
6,new_direct_039_Haa,heldout,3.6316785317933356,27.925620918463437,47.70389156103305
6,new_raised_direct_energy,heldout,0.011960599647825674,-1.3903275844441854,-3.4321287888796936
6,new_raised_direct_normal_force,heldout,0.03173805605024358,-21.520055755652017,-11.100146881806932
6,new_raised_direct_Haa,heldout,2.000400949091716,9.067787394570832,15.986974128865889
6,new_off_path_positive_energy,heldout,0.0053604705065569865,-2.435697092564456,-3.755396369176168
6,new_off_path_positive_normal_force,heldout,0.03173805605024358,-4.515696072781594,8.224189327499426
6,new_off_path_positive_Haa,heldout,1.3446420569551603,7.277605409202898,14.842378384299378
6,new_off_path_negative_energy,heldout,0.021544733160917068,-2.818614840684275,-5.004451380033182
6,new_off_path_negative_normal_force,heldout,0.03173805605024358,-15.299390071716491,3.782953014957702
6,new_off_path_negative_Haa,heldout,1.35831841481301,17.645213205614297,22.764774673096746
6,new_shockley_058_energy,heldout,0.007969505412787091,-3.1300230455649776,-4.757049053992687
6,new_shockley_058_normal_force,heldout,0.03173805605024358,-12.780282565315156,-21.099121110977762
6,new_shockley_058_Haa,heldout,2.3107568998056016,8.641526161009157,20.504040713317853
6,new_opening_1.17h_energy,heldout,0.014263027381623706,-0.6856693768137125,3.1418963261375596
6,new_opening_1.17h_normal_force,heldout,0.03173805605024358,-8.327443184503556,-2.3586697972732504
6,new_opening_1.42h_energy,heldout,0.042260039734635615,-0.9647901969030956,-1.1599446601447398
6,new_opening_1.42h_normal_force,heldout,0.03173805605024358,1.5058792899839992,-11.535287073002358
6,new_opening_1.78h_energy,heldout,0.05953584311886578,-0.5723477555132185,0.48384944371248273
6,new_opening_1.78h_normal_force,heldout,0.03173805605024358,-1.8267696719119122,23.66646151304987
