iteration,energy,maximum_force
0,0.9144694589281299,1.1264387876588864
1,0.8863173633371376,0.1012776159097909
2,0.88564032465994,0.0051303481621761265
3,0.885639370593814,2.076203025419554e-05
4,0.8856393705812496,3.518266372681822e-10
