index,eigenvalue
0,-0.9756983235525719
1,0.19854342994440122
2,0.31502193103810405
3,0.3468805851339224
4,0.48038999335812094
5,0.5383702971455472
6,0.5511016455059302
7,0.5537659329510619
8,0.6301333874238285
9,0.8003598895522225
10,0.8616993372530405
11,0.9067584179059283
12,0.9082194086731862
13,1.1166889166459746
14,1.1659025053171295
15,1.201416848976327
16,1.2564593545964011
17,1.2689407619345316
18,1.3952606034293642
19,1.415111884861397
20,1.629856339897271
21,1.6510432978092524
22,1.6519807126874115
23,1.7965476933036677
24,1.8688664494940483
25,1.957524087874054
26,1.9734452127639068
27,2.0500015397799807
28,2.083887350233372
29,2.173654960144935
30,2.2548836193836355
31,2.3863456013858713
32,2.4097098828201218
33,2.5428213844042293
34,2.6041136270412317
35,2.6703079091603144
36,2.7509869802572484
37,2.758223296960627
38,2.771339046031055
39,2.8588631941344094
40,2.90097252922858
41,3.0532117530276706
42,3.0745605205812536
43,3.08682634906416
44,3.1279585515141486
45,3.2353930271123135
46,3.329659035053803
47,3.3798221761942777
48,3.5839307802055895
49,3.641118854716865
50,3.76756396498262
51,3.799759772110936
52,3.828129457156918
53,3.863501639523061
54,3.867303883855906
55,3.890459587361252
56,3.897388193410131
57,4.140948544875516
58,4.306269672025055
59,4.364285390492303
60,4.4347721143988155
61,4.50846586428548
62,4.585910334785087
63,4.6620177269615
64,4.718810590510208
65,4.721214152979189
66,4.73160066374022
67,4.746810443829457
68,4.931729333536474
69,4.989681498421169
70,5.010745291025093
71,5.071922088074742
72,5.121394663007708
73,5.293766585273499
74,5.302221115567835
75,5.414127360525053
76,5.455281713133188
77,5.494299634040484
78,5.515122481361672
79,5.609096547614326
80,5.6517389435040535
81,5.744076322808146
82,5.82960202732435
83,5.931368235484663
84,6.017962839063408
85,6.085133188597926
86,6.167702420007335
87,6.24799409028698
88,6.254393962456308
89,6.30953848609627
90,6.3718690682212
91,6.413824001959719
92,6.429999355791703
93,6.509470182679967
94,6.624705825370164
95,6.682733694831003
96,6.891576709260737
97,7.077252559828224
98,7.109592719564722
99,7.132758774380619
100,7.162167562987026
101,7.241968508609677
102,7.252059267146128
103,7.272363993858427
104,7.390508284655017
