radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
0.5,0.09827800259558012,-2.8193535381145774e-05,0.09830619613096127,2,True
1.0,0.1483443947918488,-4.946829891970707e-05,0.14839386309076852,4,True
1.5,0.2875280455058712,-9.749902440850749e-05,0.2876255445302797,10,True
2.0,0.37126591016066973,-0.00012402225210580005,0.37138993241277557,18,True
2.5,0.43957733725333886,-0.00015896461454848457,0.4397363018678874,30,True
3.0,0.4824183477078131,-0.00014801494263759273,0.48256636265045066,40,True
3.5,0.5359102669046651,-0.0001422498348331613,0.5360525167394983,56,True
4.0,0.5759988771401932,-0.00012728058117324653,0.5761261577213663,72,True
4.5,0.6109721816423729,-0.00011353172526073239,0.6110857133676335,90,True
5.0,0.6479048400233076,-9.805039015028998e-05,0.6480028904134578,112,True
5.5,0.6807232447900874,-8.182995370864338e-05,0.680805074743796,136,True
6.0,0.7053232897972763,-7.111563575090994e-05,0.7053944054330272,158,True
6.5,0.735665720520158,-3.902748427665151e-05,0.7357047480044347,188,True
7.0,0.7627382546959307,-1.5007567368702822e-05,0.7627532622632993,220,True
7.5,0.7873062005747266,1.0598408735443917e-05,0.787295602165991,254,True
8.0,0.8076298773572484,3.250142875938098e-05,0.807597375928489,286,True
