radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
0.5,0.09188300966955573,0.0007505730300110143,0.09113243663954472,2,True
1.0,0.14295325838872172,0.0012591383473542774,0.14169412004136744,4,True
1.5,0.26943767277695674,0.0013807907793958458,0.2680568819975609,10,True
2.0,0.34928317069651016,0.0009335998861169869,0.34834957081039314,18,True
2.5,0.41645205012170283,0.0003666044897269028,0.4160854456319759,30,True
3.0,0.4587525684421109,7.639649878745663e-05,0.45867617194332344,40,True
3.5,0.5115140233491331,-0.00017687635594701998,0.5116908997050802,56,True
4.0,0.5513119988045008,-0.00023264143993161816,0.5515446402444325,72,True
4.5,0.5863252329201295,-0.00017084815992883182,0.5864960810800584,90,True
5.0,0.6230534080722221,-0.00018248881315059676,0.6232358968853727,112,True
5.5,0.6558944682597126,-0.00015266021087769637,0.6560471284705903,136,True
6.0,0.680617078492571,-0.000113517457442359,0.6807305959500134,158,True
6.5,0.7110601651301833,-0.00014948047581217028,0.7112096456059955,188,True
7.0,0.7382452910877388,-0.00025870588983693376,0.7385039969775758,220,True
7.5,0.7629307017244444,-0.00041960479432961116,0.7633503065187739,254,True
8.0,0.7833636593726683,-0.0005694728364617264,0.7839331322091301,286,True
