model,current_fit_count,current_fit_loss,heldout_count,heldout_normalized_rms,original_saved_fit_loss,original_target_generation,inherited_pair_control,perfect_Haa,source_perfect_Haa,perfect_Hxx,source_perfect_Hxx,perfect_Haa_relative_error,full_material_accepted,physical_yield_validated
positive_pair_refinement,104,1335.5595360094735,48,4.876512111445664,596.1441402500969,v16,True,27.91635928700533,19.660912863289713,4.762392405373351,4.3935930351233,0.41989130825811993,False,False
tied_control,104,1256.9468355849278,48,4.999087774392228,1256.9468355849278,v17,True,27.741853571421633,19.660912863289713,4.534551270067476,4.3935930351233,0.4110155395287072,False,False
nested_range,104,1256.8219412157046,48,5.008900453200459,1256.8219412157046,v17,True,27.653670528668407,19.660912863289713,4.485427099189151,4.3935930351233,0.406530343781877,False,False
separate_range,104,1263.2421027892008,48,4.957011109452841,1263.2421027892008,v17,True,27.85767905196812,19.660912863289713,4.658331110835002,4.3935930351233,0.4169066942961317,False,False
