step,applied_shear_mpa,internal_shear_mpa,energy_ev_per_line_repeat,line_energy_j_per_m,affine_shear,registry_shear,intrabond_shear,decomposition_residual,affine_change_from_initial,registry_change_from_initial,maximum_force_residual,scaled_stress_residual,force_converged,iterations,evaluations,optimizer_success,optimizer_message,newton_polish_steps,maximum_transverse_displacement,minimum_transverse_radius,minimum_site_density,reciprocal_modes,last_mode_envelope,positive_cores,negative_cores,core_separation_over_L0,core_positions,winding_integer_residual,minimum_half_period_margin,elapsed_seconds
0,0.0,-1.5291769795790552e-08,2.1785855129611958e-13,1.2188351762581276e-22,-6.348802144828744e-13,0.0,-6.348802144828744e-13,0.0,0.0,0.0,1.1593492832417951e-10,6.212237400143647e-11,True,1,3,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,3,3.6314442163404955e-11,0.8660254037787862,57.80093231291411,9,1.0004721343010451e-14,0,0,,[],4.114058853674883e-27,3.1415926534666196,331.13773819999915
1,50.0,49.999999999666166,0.0055088827804209905,3.0820089800071007e-12,0.0020760025010716486,0.0,0.0020760025010716486,0.0,0.0020760025017065287,0.0,2.0163071212664363e-10,1.356204631626191e-12,True,1,3,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,1,3.222464382055375e-11,0.8660254037791535,57.80093263938261,9,1.0004721342520204e-14,0,0,,[],2.0570294268374414e-27,3.1415926534875283,63.82497919999878
2,0.0,1.3215591758758948e-12,2.30271997097506e-13,1.2882836523968423e-22,9.427339822542533e-17,0.0,9.427339822543112e-17,-5.7931972727168054e-30,6.349744878810999e-13,0.0,2.4533575171403754e-10,5.368796057300847e-15,True,1,3,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,1,2.9634121697399095e-11,0.8660254037791205,57.80093231308552,9,1.0004721342691906e-14,0,0,,[],2.0570294268374414e-27,3.1415926535034613,66.38166370000181
