cycle,segment,period_model,same_phase_L1,normal_mean,normal_amplitude,registry_shear_amplitude,registry_index_increment,cycle_net_transfer,cycle_gross_grid_traffic,external_work_ev_cell,raw_mass,mass_residual,mean_well_index,outside_central_mass,normal_strain,registry_shear,intrawell_shear,registry_index_shear,cumulative_net_transfer,cumulative_gross_grid_traffic,outer_well_mass,upper_normal_edge_mass,P_-1,P_+0,P_+1
1,cyclic,0.4,0.00013439062463681538,0.018403050431952846,1.2314486236286726e-11,1.9230628286308406e-06,3.154344999989965e-10,3.154345000328765e-10,8.661248762257184e-05,2.4608487692447315e-09,0.9999999999999959,-4.107825191113079e-15,3.154344999989965e-10,6.612565514649102e-05,0.018403050443173675,-1.3542446786358078e-07,-1.3581079465145827e-07,3.8632678613374114e-10,3.154345000328765e-10,8.661248762257184e-05,6.612565514649102e-05,2.377462769135304e-11,3.306266985599551e-05,0.9999338743448494,3.306298529049551e-05
2,cyclic,0.4,8.6761712917856e-05,0.018403050456245858,1.1604155136790695e-11,1.9205010040560354e-06,3.3014230356400137e-10,3.3014230372662833e-10,8.661248777905645e-05,2.46110041416896e-09,0.9999999999999928,-7.216449660063518e-15,6.455768035629978e-10,0.00010890916116801612,0.018403050466450653,-2.59524854947422e-07,-2.603155218303702e-07,7.906668792531569e-10,6.455768037595048e-10,0.0001732249754016283,0.00010890916116801612,2.3774627703273456e-11,5.445425779560628e-05,0.9998910908388248,5.445490337240984e-05
3,cyclic,0.4,6.580489888730115e-05,0.018403050477969394,1.0273514677860973e-11,1.918180729422403e-06,3.447907790304749e-10,3.4479077917277034e-10,8.661248795117452e-05,2.461157074851357e-09,0.9999999999999891,-1.0880185641326534e-14,9.903675825934728e-10,0.00014128023304650302,0.018403050487051938,-3.741291756037623e-07,-3.753421232219213e-07,1.2129476175738418e-09,9.903675829322752e-10,0.0002598374633528028,0.00014128023304650302,2.3774627751041404e-11,7.063962133946022e-05,0.9998587197669426,7.064061170704281e-05
4,cyclic,0.4,5.500157743519618e-05,0.018403050497210534,9.116376056828024e-12,1.916056375497931e-06,3.590478415206988e-10,3.5904784179174084e-10,8.661248813953207e-05,2.461207401219095e-09,0.9999999999999858,-1.4210854715202004e-14,1.3494154241141715e-09,0.000168316297943142,0.018403050505327114,-4.800454253264097e-07,-4.816981149516401e-07,1.6526896200605376e-09,1.349415424724016e-09,0.0003464499514923349,0.000168316297943142,2.377462782183085e-11,8.415747426385895e-05,0.9998316837020426,8.415882367928307e-05
5,cyclic,0.4,4.86464861422996e-05,0.018403050514296092,8.110305829700515e-12,1.9141084900398445e-06,3.7267293108912094e-10,3.726729314550278e-10,8.661248834451323e-05,2.4612527907991683e-09,0.9999999999999822,-1.7763568394002505e-14,1.7220883552032925e-09,0.00019223492896130236,0.01840305052158036,-5.779981827417194e-07,-5.801073016199981e-07,2.1091188811184096e-09,1.7220883561790438e-09,0.0004330624398368481,0.00019223492896130236,2.377462789880686e-11,9.611660343647359e-05,0.9998077650710209,9.611832552482879e-05
6,cyclic,0.4,4.446015526446315e-05,0.018403050529504687,7.268081969602491e-12,1.9123201096067575e-06,3.854261638715583e-10,3.854261639257535e-10,8.661248856623431e-05,2.461293845958134e-09,0.9999999999999785,-2.1538326677728037e-14,2.1075145190748508e-09,0.00021412594597872343,0.01840305053606907,-6.686418888019058e-07,-6.712230564040917e-07,2.5811675986202348e-09,2.1075145201047973e-09,0.0005196749284030824,0.00021412594597872343,2.377462797571712e-11,0.00010706191923210218,0.9997858740539999,0.00010706402674662125
7,cyclic,0.4,4.1476310285501524e-05,0.018403050543074062,6.57583883179047e-12,1.910676269257123e-06,3.970790812721083e-10,3.9707908169222053e-10,8.661248880452303e-05,2.461331072181065e-09,0.9999999999999754,-2.4646951146678475e-14,2.504593600346959e-09,0.0002345899861788802,0.018403050549014064,-7.525692094380755e-07,-7.556366976032784e-07,3.0674881669451335e-09,2.504593601797018e-09,0.0006062874172076054,0.0002345899861788802,2.3774628050890906e-11,0.00011729374079263993,0.9997654100137967,0.00011729624538624028
8,cyclic,0.4,3.9234004734889514e-05,0.01840305055520765,5.977553521607781e-12,1.9091637046784606e-06,4.0742665904720717e-10,4.074266597654721e-10,8.661248905891936e-05,2.4613649007376414e-09,0.9999999999999722,-2.7755575615628914e-14,2.9120202593941663e-09,0.0002539924034929426,0.018403050560605032,-8.303181194918922e-07,-8.338846013708051e-07,3.56648187808141e-09,2.91202026156249e-09,0.0006928999062665248,0.0002539924034929426,2.3774628123907085e-11,0.00012699474573634159,0.9997460075964794,0.00012699765775660098
9,cyclic,0.4,3.7445331791052584e-05,0.018403050566080346,5.457316890056241e-12,1.9077706098517558e-06,4.162968730587574e-10,4.1629687284189254e-10,8.661248932868718e-05,2.4613957021232536e-09,0.9999999999999685,-3.1530333899354446e-14,3.3283171324529236e-09,0.00027257344272918255,0.01840305057100446,-9.023779660510985e-07,-9.064543053909837e-07,4.076339338336478e-09,3.3283171344043825e-09,0.000779512395595212,0.00027257344272918255,2.3774628194649733e-11,0.00013628505720602506,0.9997274265572393,0.0001362883855231575
10,cyclic,0.4,3.6045948151249216e-05,0.018403050575842884,5.004182832002435e-12,1.9064864377657884e-06,4.235570777303702e-10,4.235570779742917e-10,8.661248961284345e-05,2.461423796689595e-09,0.9999999999999657,-3.430589146091734e-14,3.751874210183294e-09,0.0002905006769015705,0.018403050580354303,-9.691946944575113e-07,-9.737897831562702e-07,4.595088697028358e-09,3.751874212378674e-09,0.0008661248852080554,0.0002905006769015705,2.37746282630826e-11,0.00014524846251368016,0.9997094993230641,0.00014525221438789035
