case,opening_A,energy_eV,energy_derivative_eV_A,tilted_energy_eV,tilted_derivative_eV_A,new_evaluation
P_02_interface_spread,0.0,-1163.782588411666,0.16354088675574024,-1163.782588411666,0.0664667141438296,False
P_02_interface_spread,0.03,-1163.744696032518,2.3178540827772043,-1163.7476082576964,2.2207799101652936,False
P_02_interface_spread,0.1,-1163.4313032054924,6.45479120213837,-1163.4410106227535,6.35771702952646,False
P_02_interface_spread,0.2,-1162.5520682140054,10.907449357632796,-1162.5714830485279,10.810375185020884,False
P_02_interface_spread,0.35,-1160.5393839899905,15.559785707893782,-1160.5733599504047,15.462711535281873,False
P_02_interface_spread,0.5,-1158.010646526665,17.66816248772757,-1158.0591836129709,17.57108831511566,False
P_02_interface_spread,0.7,-1154.567177818145,16.028945602045933,-1154.6351297389733,15.931871429434022,False
P_02_interface_spread,0.9,-1151.7634628117817,11.939459771790155,-1151.8508295671325,11.842385599178243,False
P_02_interface_spread,1.1,-1149.7306185057143,8.647941145497546,-1149.8374000955876,8.550866972885636,False
P_02_interface_spread,1.4,-1147.5856688972258,5.891644318093271,-1147.7215727388825,5.7945701454813605,False
P_02_interface_spread,1.8,-1145.812501611239,3.0791055383741166,-1145.9872351219403,2.982031365762206,False
P_02_interface_spread,10.0,-1143.9657837935347,5.551115123125783e-17,-1144.9365255196537,-0.09707417261191059,False
P_02_interface_spread,2.3,-1144.8509431910304,1.2046643630375555,-1145.0742137880377,1.1075901904256449,False
P_02_interface_spread,3.0,-1144.137883211726,0.6934350804945717,-1144.4291057295616,0.596360907882661,False
P_02_interface_spread,4.0,-1143.9657837935347,1.6653345369377348e-16,-1144.3540804839822,-0.09707417261191048,False
P_02_interface_spread,6.0,-1143.9657837935347,-2.7755575615628914e-16,-1144.5482288292062,-0.09707417261191092,False
P_02_interface_spread,8.0,-1143.9657837935347,1.1102230246251565e-16,-1144.74237717443,-0.09707417261191054,False
P_02_interface_spread,-0.25,-1160.2557208102132,-34.60205226992365,-1160.2314522670601,-34.69912644253556,True
P_02_interface_spread,-0.1,-1163.3548683700842,-9.421900430067476,-1163.345160952823,-9.518974602679386,True
P_02_interface_spread,-0.03,-1163.7515866176082,-2.283126972988423,-1163.7486743924298,-2.3802011456003336,True
P_02_interface_spread,-0.0008149865607518103,-1163.7826962884185,0.10115571563455653,-1163.7826171742724,0.004081543022645878,True
P_02_interface_spread,-0.0008682156909487192,-1163.7827015642106,0.09707364110027819,-1163.7826172828907,-5.315116324566826e-07,True
P_02_interface_spread,-0.0008681156909482852,-1163.7827015545022,0.0970813108393753,-1163.7826172828898,7.138227464648095e-06,True
P_02_interface_spread,-0.0009682156909487193,-1163.782710888033,0.08940227055657027,-1163.782616899296,-0.007671902055340379,True
P_02_interface_spread,-0.0007682156909487192,-1163.7826914734137,0.10474175238636524,-1163.7826168995111,0.0076675797744545915,True
P_02_interface_spread,3.8600097177912094,-1143.9657837935347,1.6653345369377348e-16,-1144.3404910431632,-0.09707417261191048,True
P_02_interface_spread,3.4300048588956047,-1143.9735769870483,0.1073988677483475,-1144.3065418707804,0.010324695136436857,True
P_02_interface_spread,3.4713429955851507,-1143.9699039611266,0.07133167554121889,-1144.3068817102753,-0.02574249707069176,True
P_02_interface_spread,3.441838429315416,-1143.9723713225255,0.0964517314624393,-1144.3064849403152,-0.0006224411494713533,True
P_02_interface_spread,3.4411655865753525,-1143.9724364243125,0.09706117216292454,-1144.30648472645,-1.3000448986111302e-05,True
P_02_interface_spread,3.441151251698538,-1143.9724378157657,0.09707417350218572,-1144.3064847263568,8.902750758821298e-10,True
P_02_interface_spread,3.4411513517002588,-1143.9724378060582,0.09707408280089119,-1144.306484726357,-8.981101945471082e-08,True
P_02_interface_spread,3.441051251698538,-1143.9724475277185,0.09716489074776924,-1144.3064847308924,9.071813585859179e-05,True
P_02_interface_spread,3.4412512516985383,-1143.9724281128827,0.0969834912343735,-1144.306484730891,-9.068137753714955e-05,True
