q_A,relative_energy_eV,reaction_eV_A,free_gradient_max_eV_A
2.6999510167487246,0.0,4.621303340002214e-15,9.924006061368118e-14
2.760890047475327,0.010465796332147281,0.3342935275126457,4.909529267849155e-07
2.8218290782019295,0.03960224251495337,0.6123602007806034,4.645275182568742e-07
2.8827681089285315,0.0838892667771649,0.8308077508947698,3.325616964571648e-07
2.943707139655134,0.13954387661272616,0.9844381057247942,3.162008364032687e-07
3.0046461703817364,0.20241930187931656,1.0665900255548115,4.6953207885613857e-07
3.065585201108339,0.26793470353569626,1.069838100164884,4.498061048560653e-07
3.1265242318349413,0.3310655116824095,0.9873443360569641,2.6168554301264635e-07
3.1874632625615433,0.3864463915091485,0.8152862256292304,4.668873677116103e-07
3.248402293288146,0.4286687371985862,0.5569015575981259,3.334512434713388e-07
3.3093413240147482,0.452884601577479,0.22851618881421118,4.567588951856494e-07
3.3702803547413507,0.4558256532699909,-0.13316843044549165,4.598281897853773e-07
3.431219385467953,0.43721351941342634,-0.46669529229747636,4.5500754326278925e-07
3.492158416194555,0.4010824722848394,-0.6957533809999761,4.5531290113198786e-07
3.553097446921158,0.35562711906499267,-0.7698408801893222,3.710256482672425e-07
3.61403647764776,0.30980444341147484,-0.7209515573522708,3.7492590344162524e-07
3.6749755083743625,0.26845213893952113,-0.6351691226910505,3.764182629865942e-07
3.735914539100965,0.2323951449360644,-0.5483740203974227,4.307669413524881e-07
3.796853569827567,0.2015962024405007,-0.4626202155638276,4.80095326736707e-07
3.85779260055417,0.17598855046296213,-0.37801519933598204,4.606175101340426e-07
3.918731631280772,0.15549889529204375,-0.2946670321763597,4.5559760731769816e-07
3.9796706620073743,0.1400474035518191,-0.21268236037556795,3.42301899439873e-07
4.040609692733977,0.12954770657560788,-0.13216853478781032,4.6419484756553275e-07
4.101548723460579,0.1239069231424863,-0.05323201193503855,4.0759681100774325e-07
4.162487754187182,0.1230257031374502,0.024021305870701885,4.6139033909632643e-07
4.223426784913784,0.12679829481445948,0.09948731021753886,4.1509270781031615e-07
4.2843658156403865,0.13511262030153448,0.17306205315542708,4.5808968749186385e-07
4.3453048463669885,0.14784990242001994,0.24462120992374975,4.494972563068994e-07
4.4062438770935906,0.16488062662207215,0.31390516374074645,4.083985970320357e-07
4.4671829078201934,0.18604913817392443,0.3802663846044246,4.997600971771987e-07
4.5281219385467955,0.21114124276120272,0.4423878165490468,4.2326312810897493e-07
4.5890609692733975,0.23983561703058998,0.4980234225888271,4.966501918057808e-07
4.65,0.27163641150558115,0.5435986614018469,4.5216689205027083e-07
