case,radius_over_L0,inner_fraction,weighted_remainder_eV,continuum_subtraction_eV,finite_part_at_reference_b_eV,window_constant,window_series_tail,window_series_terms,log_coefficient_eV,core_radius_fitted,convergence_certified
newton_plus_R4r5,2.0,0.5,0.2907482692255163,0.13260002644692132,0.15814824277859496,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
newton_plus_R4r5,2.0,0.75,0.330224633354377,0.18761076218075684,0.14261387117362018,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
newton_plus_R4r5,2.5,0.5,0.35263779171198495,0.2076837534714206,0.14495403824056435,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
newton_plus_R4r5,2.5,0.75,0.3994838624965704,0.2626944892052561,0.1367893732913143,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
newton_plus_R4r5,3.0,0.5,0.40576211733800377,0.26903162536991404,0.13673049196808973,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
newton_plus_R4r5,3.0,0.75,0.4554405538321826,0.3240423611037495,0.13139819272843312,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
newton_plus_R4r5,3.5,0.5,0.4531005184487469,0.32090051199748737,0.1322000064512595,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
newton_plus_R4r5,3.5,0.75,0.5037885269416292,0.3759112477313229,0.12787727921030634,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
newton_plus_R4r5,4.0,0.5,0.4952870615865426,0.3658313853029102,0.12945567628363241,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
newton_plus_R4r5,4.0,0.75,0.5486655288255373,0.4208421210367458,0.12782340778879153,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
pilot_R2r3,2.0,0.5,0.33332715132506213,0.13260002644692132,0.20072712487814082,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
pilot_R2r3,2.0,0.75,0.37549648371227684,0.18761076218075684,0.18788572153152,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
plus_unload50_R4r5,2.0,0.5,0.29074827022221184,0.13260002644692132,0.15814824377529052,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
plus_unload50_R4r5,2.0,0.75,0.33022463438875493,0.18761076218075684,0.1426138722079981,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
plus_unload50_R4r5,2.5,0.5,0.3526377927580951,0.2076837534714206,0.1449540392866745,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
plus_unload50_R4r5,2.5,0.75,0.3994838638309745,0.2626944892052561,0.13678937462571839,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
plus_unload50_R4r5,3.0,0.5,0.4057621185634228,0.26903162536991404,0.13673049319350877,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
plus_unload50_R4r5,3.0,0.75,0.4554405549860203,0.3240423611037495,0.1313981938822708,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
plus_unload50_R4r5,3.5,0.5,0.4531005196568264,0.32090051199748737,0.13220000765933904,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
plus_unload50_R4r5,3.5,0.75,0.5037885281078291,0.3759112477313229,0.12787728037650625,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
plus_unload50_R4r5,4.0,0.5,0.4952870626829241,0.3658313853029102,0.1294556773800139,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
plus_unload50_R4r5,4.0,0.75,0.5486655297292653,0.4208421210367458,0.1278234086925195,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
stable_minus_R2r3,2.0,0.5,0.3119715092936032,0.13260002644692132,0.17937148284668186,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
stable_minus_R2r3,2.0,0.75,0.3551522167823588,0.18761076218075684,0.16754145460160197,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
stable_plus_R10r5,2.0,0.5,0.2845717934013606,0.13260002644692132,0.15197176695443926,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
stable_plus_R10r5,2.0,0.75,0.32286169658056085,0.18761076218075684,0.135250934399804,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
stable_plus_R10r5,2.5,0.5,0.34416283171741857,0.2076837534714206,0.13647907824599798,-0.29906923613305847,1.512673100661835e-15,36,0.33648172480132943,False,False
stable_plus_R10r5,2.5,0.75,0.38894747283295084,0.2626944892052561,0.12625298362769471,-0.1355812019275878,7.189681436940145e-16,19,0.33648172480132943,False,False
