candidate,path,protocol,step,normal_traction_GPa,shear_traction_GPa,status,force_residual_ev_coordinate,substeps,a,s,energy_ev_cell,loaded_energy_ev_cell,min_hessian_eigenvalue,normal_strain,slip_over_period
angular_monotone_opening,direct_110,normal_tension,0,0.0,0.0,stable_local_equilibrium,5.57124027183705e-15,1,0.8164965809270465,-3.17911157653278e-17,2.2134694413818707e-15,2.2134694413818707e-15,4.945211215251898,-8.322968267679883e-13,-3.17911157653278e-17
angular_monotone_opening,direct_110,normal_tension,1,0.05,0.0,stable_local_equilibrium,1.820071870994866e-14,1,0.8167742880713811,-2.327058505807986e-17,8.819639645769507e-07,-8.808130135984425e-07,4.931913237369909,0.00034012039994032756,-2.327058505807986e-17
angular_monotone_opening,direct_110,normal_tension,2,0.15,0.0,stable_local_equilibrium,1.3912482277333993e-15,1,0.8173329898720618,1.628028112699133e-17,7.979471856399068e-06,-7.94812451735349e-06,4.9053118953175625,0.001024387564961308,1.628028112699133e-17
angular_monotone_opening,direct_110,normal_tension,3,0.4,0.0,stable_local_equilibrium,3.4208746946262636e-15,2,0.8187493767040741,6.61535842824996e-17,5.750333744694495e-05,-5.6895636344234376e-05,4.838772934527076,0.0027591000733749333,6.61535842824996e-17
angular_monotone_opening,direct_110,normal_tension,4,1.0,0.0,stable_local_equilibrium,3.83026943495679e-15,3,0.8222698979273894,-1.3861252446111908e-17,0.00037148282170977945,-0.0003614526124147754,4.678809342541733,0.007070840386255534,-1.3861252446111908e-17
angular_monotone_opening,direct_110,normal_tension,5,2.0,0.0,stable_local_equilibrium,2.4424906541753444e-15,5,0.8285654749018383,-3.405648878618307e-17,0.0015764170936081383,-0.0014879287737104372,4.410908948124237,0.014781315998162844,-3.405648878618307e-17
angular_monotone_opening,direct_110,normal_tension,6,4.0,0.0,stable_local_equilibrium,5.10702591327572e-15,10,0.8432457759093176,-2.189695658654175e-17,0.007235985762367796,-0.00634749343162656,3.865638954348267,0.0327609393675579,-2.189695658654175e-17
angular_monotone_opening,direct_110,normal_tension,7,6.0,0.0,stable_local_equilibrium,1.965094753586527e-14,10,0.8622989513730711,7.06878065616188e-17,0.019453534971696173,-0.015434741838584991,3.292241041484674,0.056096218300514075,7.06878065616188e-17
angular_monotone_opening,direct_110,normal_tension,8,8.0,0.0,stable_local_equilibrium,1.1102230246251565e-15,10,0.8907407709401128,-2.8294813512166297e-17,0.04503872134230408,-0.030364999106274063,2.6407734396578886,0.09093019094829337,-2.8294813512166297e-17
angular_monotone_opening,direct_110,normal_tension,9,10.0,0.0,continuation_unresolved_or_branch_lost,0.0036137965918390247,9,,,,,,,
angular_monotone_opening,direct_110,compression_control,0,0.0,0.0,stable_local_equilibrium,5.57124027183705e-15,1,0.8164965809270465,-3.17911157653278e-17,2.2134694413818707e-15,2.2134694413818707e-15,4.945211215251898,-8.322968267679883e-13,-3.17911157653278e-17
angular_monotone_opening,direct_110,compression_control,1,-0.1,0.0,stable_local_equilibrium,5.734995811579324e-15,1,0.8159444070286356,-2.097183196525815e-17,3.5004406133322006e-06,-3.5095298501935975e-06,4.9718022168093325,-0.0006762721510273351,-2.097183196525815e-17
angular_monotone_opening,direct_110,compression_control,2,-0.5,0.0,stable_local_equilibrium,9.256484467812243e-15,2,0.8137775931690376,5.4530686843658576e-17,8.574618656844548e-05,-8.684458520191148e-05,5.078112257586362,-0.0033300663128301242,5.4530686843658576e-17
