candidate,path,a_over_h,s_over_period,energy_ev_cell,energy_J_m2,normal_traction_GPa,shear_traction_GPa,min_hessian_eigenvalue,coordinate_length_scale_m
angular_monotone_opening,direct_110,0.9,0.0,0.11353924165116734,0.2561213017265865,-26.395503466956253,6.178749501220706e-15,12.440686714489797,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.05,0.12910323885102273,0.2912304953844334,-27.976397681262718,4.9075910683364725,11.350729325825133,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.1,0.1758866559858083,0.3967643136619309,-32.81875227078095,9.831117697531983,8.487370576527312,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.15000000000000002,0.2536849108057335,0.5722612608562322,-41.14368528527719,14.638661864785046,4.494674066138528,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.2,0.3606799807431701,0.8136202499791058,-53.07313150300367,18.941105989893504,-0.2393808743890009,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.25,0.4916729008042903,1.109113479589521,-68.31499940458914,22.068095506414416,-5.456328839622121,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.30000000000000004,0.6365625840278483,1.4359549639459463,-85.85592511752591,23.176112069808237,-10.837824215370564,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.35000000000000003,0.7799843885957887,1.7594852143484891,-103.81537534640474,21.50318418208402,-15.931470963603761,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.4,0.9028977053328914,2.0367525117553087,-119.61581150698483,16.710658971722456,-20.177372442768473,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.45,0.9862521605099281,2.224783110288319,-130.523803524199,9.166898336887433,-23.01135719972654,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.5,1.0158021053029207,2.2914417405228127,-134.42577821992148,4.3561431823130585e-15,-24.008820549430126,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.55,0.9862521605099283,2.2247831102883193,-130.523803524199,-9.166898336887424,-23.01135719972654,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.6000000000000001,0.9028977053328914,2.0367525117553087,-119.61581150698485,-16.710658971722463,-20.17737244276846,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.65,0.7799843885957889,1.7594852143484896,-103.81537534640479,-21.50318418208402,-15.931470963603783,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.7000000000000001,0.6365625840278484,1.4359549639459468,-85.85592511752586,-23.176112069808266,-10.837824215370578,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.75,0.4916729008042904,1.109113479589521,-68.3149994045892,-22.068095506414416,-5.456328839622128,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.8,0.3606799807431701,0.8136202499791058,-53.07313150300367,-18.941105989893504,-0.2393808743890009,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.8500000000000001,0.2536849108057333,0.5722612608562317,-41.143685285277144,-14.638661864785048,4.494674066138533,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.9,0.17588665598580874,0.3967643136619319,-32.81875227078096,-9.831117697532026,8.48737057652725,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,0.9500000000000001,0.12910323885102254,0.29123049538443296,-27.976397681262704,-4.907591068336474,11.350729325825117,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9,1.0,0.11353924165116754,0.2561213017265869,-26.39550346695625,-7.543372170249763e-15,12.44068671448979,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.0,0.023199415849603045,0.052333136105948655,-9.841071936249648,2.737680286767274e-15,7.59318908445702,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.05,0.03267542314002111,0.07370906998658106,-10.689936112666393,2.980629435532351,6.967292622836839,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.1,0.06088982411906046,0.13735498659741424,-13.265779511216367,5.888561277392979,5.305326044428808,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.15000000000000002,0.10700275381525971,0.2413763223793033,-17.62099890270056,8.590056559823452,2.9816111705291384,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.2,0.1690150500964414,0.3812633765432565,-23.733314009998303,10.84960914303294,0.26162507829614334,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.25,0.24309708993117207,0.5483773029804864,-31.372612295719826,12.330571485728692,-2.6669818947355317,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.30000000000000004,0.3230995471215852,0.7288464797950335,-39.981660879679,12.653632345081538,-5.60877019592779,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.35000000000000003,0.4006241338304951,0.9037260877168952,-48.6358677449466,11.512416716297759,-8.324379279509412,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.4,0.4659361941839568,1.051056734574373,-56.139147232323765,8.815113443735365,-10.541829662114239,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.45,0.5097031627741259,1.1497860620291112,-61.26677116725368,4.791435452672185,-12.000547833994537,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.5,0.5251244800904495,1.1845733990586336,-63.09149724388991,2.299442238812161e-15,-12.510136740362867,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.55,0.5097031627741256,1.1497860620291105,-61.26677116725368,-4.791435452672179,-12.000547833994533,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.6000000000000001,0.4659361941839568,1.051056734574373,-56.139147232323744,-8.815113443735369,-10.54182966211424,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.65,0.4006241338304955,0.903726087716896,-48.63586774494665,-11.512416716297759,-8.32437927950943,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.7000000000000001,0.32309954712158523,0.7288464797950337,-39.981660879679,-12.653632345081553,-5.608770195927792,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.75,0.2430970899311723,0.5483773029804869,-31.372612295719843,-12.330571485728692,-2.6669818947355273,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.8,0.16901505009644158,0.38126337654325687,-23.73331400999833,-10.84960914303294,0.26162507829614334,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.8500000000000001,0.10700275381525955,0.2413763223793029,-17.62099890270053,-8.590056559823456,2.981611170529138,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.9,0.060889824119060784,0.137354986597415,-13.265779511216389,-5.888561277393,5.305326044428781,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,0.9500000000000001,0.03267542314002063,0.07370906998657997,-10.689936112666365,-2.980629435532353,6.967292622836839,2.863782463805517e-10
angular_monotone_opening,direct_110,0.9500000000000001,1.0,0.02319941584960302,0.0523331361059486,-9.841071936249623,-4.5001937173860774e-15,7.59318908445702,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.0,3.790179943562089e-40,8.549870571670686e-40,1.225867631408932e-10,1.2383696561013872e-15,4.945211215219299,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.05,0.0061585202104359835,0.013892361707439134,-0.47283060937036425,1.9331059613236934,4.53232762813175,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.1,0.02434763546415023,0.05492328465784187,-1.8945803142263171,3.7739378428408923,3.4489252817182168,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.15000000000000002,0.05363420392653663,0.12098779177104468,-4.25952199419109,5.4077990053802925,1.9664294194714087,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.2,0.0922485771494341,0.20809391817613562,-7.5109493757592,6.68507516602659,0.279368099271069,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.25,0.1373716397002357,0.30988231618136985,-11.486580695159102,7.427777758869533,-1.481794749326749,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.30000000000000004,0.18504004954629474,0.4174124969669622,-15.874252500832462,7.4606140002599055,-3.198796065081135,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.35000000000000003,0.23032172610184304,0.5195586957182381,-20.20526959161842,6.663600330720652,-4.742804078457456,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.4,0.26785653203055065,0.6042295391615239,-23.906365673642537,5.030917761413434,-5.977590506429595,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.45,0.29272427463949097,0.6603260791364147,-26.410469617095064,2.7105517995356854,-6.7782593920631085,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.5,0.30143514077623257,0.6799760111041026,-27.29704928606954,1.2672952228461837e-15,-7.055915717238177,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.55,0.29272427463949097,0.6603260791364147,-26.410469617095075,-2.710551799535681,-6.778259392063111,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.6000000000000001,0.26785653203055054,0.6042295391615237,-23.90636567364253,-5.030917761413436,-5.977590506429594,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.65,0.23032172610184296,0.5195586957182379,-20.205269591618446,-6.663600330720652,-4.742804078457463,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.7000000000000001,0.18504004954629466,0.4174124969669619,-15.874252500832451,-7.4606140002599135,-3.1987960650811367,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.75,0.1373716397002357,0.30988231618136985,-11.486580695159095,-7.427777758869533,-1.4817947493267467,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.8,0.09224857714943403,0.20809391817613546,-7.510949375759194,-6.68507516602659,0.27936809927106765,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.8500000000000001,0.053634203926536506,0.1209877917710444,-4.259521994191076,-5.4077990053802925,1.9664294194714116,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.9,0.02434763546415025,0.0549232846578419,-1.8945803142263031,-3.7739378428409074,3.448925281718206,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,0.9500000000000001,0.006158520210435906,0.013892361707438959,-0.47283060937036164,-1.9331059613236907,4.532327628131748,2.863782463805517e-10
angular_monotone_opening,direct_110,1.0,1.0,-6.553536114109516e-17,-1.478343677523292e-16,1.2257764945845877e-10,-2.8391119149229545e-15,4.945211215219296,2.863782463805517e-10
angular_monotone_opening,direct_110,1.05,0.0,0.015806809238607937,0.035656927943683116,5.535513174176478,6.444084064992339e-16,3.4295254535350144,2.863782463805517e-10
angular_monotone_opening,direct_110,1.05,0.05,0.020070936149812268,0.04527592591603564,5.256217346524182,1.3363397689848056,3.111984549612686,2.863782463805517e-10
angular_monotone_opening,direct_110,1.05,0.1,0.0325869763100029,0.0735095520321856,4.423809196925845,2.5850471160051907,2.313463270695438,2.863782463805517e-10
