seed,axis,parts,block,plane,start_ps,end_ps,duration_ps,signed_loss_A2_eV
35461,0,5,2,5,860.0,1240.0,380.0,1.646027075083018e-05
35461,0,5,3,0,1240.0,1620.0,380.0,-2.3818162447932274e-05
35461,0,5,3,1,1240.0,1620.0,380.0,6.541350541589911e-06
35461,0,5,3,2,1240.0,1620.0,380.0,9.414427938088572e-06
35461,0,5,3,3,1240.0,1620.0,380.0,-4.65065858885502e-06
35461,0,5,3,4,1240.0,1620.0,380.0,1.8798572996344286e-05
35461,0,5,3,5,1240.0,1620.0,380.0,-6.2855304392353475e-06
35461,0,5,4,0,1620.0,2000.0000000000002,380.0,-1.291058915255513e-05
35461,0,5,4,1,1620.0,2000.0000000000002,380.0,6.0621035942213476e-06
35461,0,5,4,2,1620.0,2000.0000000000002,380.0,6.351597337137465e-06
35461,0,5,4,3,1620.0,2000.0000000000002,380.0,1.3152325132055668e-05
35461,0,5,4,4,1620.0,2000.0000000000002,380.0,8.869044422975832e-07
35461,0,5,4,5,1620.0,2000.0000000000002,380.0,-1.3542341353156926e-05
35461,0,10,0,0,100.0,290.0,190.0,-6.4877537061534726e-06
35461,0,10,0,1,100.0,290.0,190.0,-6.690503092939531e-06
35461,0,10,0,2,100.0,290.0,190.0,-2.244887064190871e-07
35461,0,10,0,3,100.0,290.0,190.0,-7.328878084245683e-06
35461,0,10,0,4,100.0,290.0,190.0,-2.0247983098464775e-06
35461,0,10,0,5,100.0,290.0,190.0,2.2756421899604212e-05
35461,0,10,1,0,290.0,480.0,190.0,-1.6139794905577638e-06
35461,0,10,1,1,290.0,480.0,190.0,3.7975438915415604e-05
35461,0,10,1,2,290.0,480.0,190.0,2.2874397239650765e-05
35461,0,10,1,3,290.0,480.0,190.0,-1.0201189307951948e-05
35461,0,10,1,4,290.0,480.0,190.0,-4.547006961885457e-05
35461,0,10,1,5,290.0,480.0,190.0,-3.5645977377021724e-06
35461,0,10,2,0,480.0,670.0,190.0,4.203288610293711e-06
35461,0,10,2,1,480.0,670.0,190.0,5.734552166536645e-06
35461,0,10,2,2,480.0,670.0,190.0,-2.9222914551558696e-05
35461,0,10,2,3,480.0,670.0,190.0,-1.066700893708159e-05
35461,0,10,2,4,480.0,670.0,190.0,1.31350066246225e-05
35461,0,10,2,5,480.0,670.0,190.0,1.6817076087187618e-05
35461,0,10,3,0,670.0,860.0,190.0,5.37861661239726e-06
35461,0,10,3,1,670.0,860.0,190.0,-8.991372472098646e-06
35461,0,10,3,2,670.0,860.0,190.0,8.43540570681407e-06
35461,0,10,3,3,670.0,860.0,190.0,-2.3284480058900234e-05
35461,0,10,3,4,670.0,860.0,190.0,7.008530931023399e-06
35461,0,10,3,5,670.0,860.0,190.0,1.1453299280764232e-05
35461,0,10,4,0,860.0,1050.0,190.0,-8.553223101550701e-06
35461,0,10,4,1,860.0,1050.0,190.0,-2.0862011310987643e-05
35461,0,10,4,2,860.0,1050.0,190.0,3.424763641121595e-06
35461,0,10,4,3,860.0,1050.0,190.0,-9.716717501767455e-06
35461,0,10,4,4,860.0,1050.0,190.0,3.5530491897847355e-06
35461,0,10,4,5,860.0,1050.0,190.0,3.215413908339945e-05
35461,0,10,5,0,1050.0,1240.0,190.0,-1.4036064991183084e-05
35461,0,10,5,1,1050.0,1240.0,190.0,2.501177914335877e-06
35461,0,10,5,2,1050.0,1240.0,190.0,1.0621158656520326e-06
35461,0,10,5,3,1050.0,1240.0,190.0,1.660471267813517e-05
35461,0,10,5,4,1050.0,1240.0,190.0,-6.898343885201048e-06
35461,0,10,5,5,1050.0,1240.0,190.0,7.664024182610488e-07
35461,0,10,6,0,1240.0,1430.0,190.0,-3.492506537475541e-05
35461,0,10,6,1,1240.0,1430.0,190.0,1.0356960453830629e-05
35461,0,10,6,2,1240.0,1430.0,190.0,1.1773015511690415e-05
35461,0,10,6,3,1240.0,1430.0,190.0,3.0798863002095575e-07
35461,0,10,6,4,1240.0,1430.0,190.0,1.715157442053023e-05
35461,0,10,6,5,1240.0,1430.0,190.0,-4.664473641316773e-06
35461,0,10,7,0,1430.0,1620.0,190.0,-1.2711259521225084e-05
35461,0,10,7,1,1430.0,1620.0,190.0,2.7257406293740035e-06
35461,0,10,7,2,1430.0,1620.0,190.0,7.055840364550718e-06
35461,0,10,7,3,1430.0,1620.0,190.0,-9.609305807818403e-06
35461,0,10,7,4,1430.0,1620.0,190.0,2.0445571572344483e-05
35461,0,10,7,5,1430.0,1620.0,190.0,-7.906587237225788e-06
35461,0,10,8,0,1620.0,1810.0,190.0,-2.795722785852028e-06
35461,0,10,8,1,1620.0,1810.0,190.0,1.611205644765316e-05
35461,0,10,8,2,1620.0,1810.0,190.0,6.279429796821304e-06
35461,0,10,8,3,1620.0,1810.0,190.0,-8.404452001796509e-06
35461,0,10,8,4,1620.0,1810.0,190.0,-2.388862784592649e-06
35461,0,10,8,5,1620.0,1810.0,190.0,-8.802448672233211e-06
35461,0,10,9,0,1810.0,2000.0000000000002,190.0,-2.3025455519258297e-05
35461,0,10,9,1,1810.0,2000.0000000000002,190.0,-3.987849259210459e-06
35461,0,10,9,2,1810.0,2000.0000000000002,190.0,6.423764877453584e-06
35461,0,10,9,3,1810.0,2000.0000000000002,190.0,3.470910226590795e-05
35461,0,10,9,4,1810.0,2000.0000000000002,190.0,4.162671669187911e-06
35461,0,10,9,5,1810.0,2000.0000000000002,190.0,-1.8282234034080552e-05
35461,0,19,0,0,100.0,200.0,100.0,-8.023618547756386e-06
35461,0,19,0,1,100.0,200.0,100.0,-2.136143756878349e-05
35461,0,19,0,2,100.0,200.0,100.0,-9.306152350743917e-06
35461,0,19,0,3,100.0,200.0,100.0,2.883777667564122e-06
35461,0,19,0,4,100.0,200.0,100.0,1.324865312134232e-05
35461,0,19,0,5,100.0,200.0,100.0,2.2558777678377326e-05
35461,0,19,1,0,200.0,300.0,100.0,-6.316908342117549e-06
35461,0,19,1,1,200.0,300.0,100.0,1.8926456812154562e-05
35461,0,19,1,2,200.0,300.0,100.0,1.9979605422371483e-05
35461,0,19,1,3,200.0,300.0,100.0,-2.5400343472622537e-05
35461,0,19,1,4,200.0,300.0,100.0,-2.742902121074619e-05
35461,0,19,1,5,200.0,300.0,100.0,2.024021079096023e-05
35461,0,19,2,0,300.0,400.0,100.0,-1.206272611446388e-06
35461,0,19,2,1,300.0,400.0,100.0,1.5957243328861864e-05
35461,0,19,2,2,300.0,400.0,100.0,3.219714286051636e-05
35461,0,19,2,3,300.0,400.0,100.0,-3.0076842849926855e-06
35461,0,19,2,4,300.0,400.0,100.0,-3.833978322741381e-05
35461,0,19,2,5,300.0,400.0,100.0,-5.60064606552529e-06
35461,0,19,3,0,400.0,500.00000000000006,100.0,-5.502073053007739e-06
35461,0,19,3,1,400.0,500.00000000000006,100.0,5.98234728481523e-05
35461,0,19,3,2,400.0,500.00000000000006,100.0,-9.391640881591417e-06
35461,0,19,3,3,400.0,500.00000000000006,100.0,-1.0381739919182232e-06
35461,0,19,3,4,400.0,500.00000000000006,100.0,-4.0807948151297314e-05
35461,0,19,3,5,400.0,500.00000000000006,100.0,-3.083636770337867e-06
35461,0,19,4,0,500.00000000000006,600.0,100.0,-1.3040316532680636e-05
35461,0,19,4,1,500.00000000000006,600.0,100.0,-4.146484608939025e-06
35461,0,19,4,2,500.00000000000006,600.0,100.0,-1.3411762798761016e-05
35461,0,19,4,3,500.00000000000006,600.0,100.0,6.803237368286236e-06
35461,0,19,4,4,500.00000000000006,600.0,100.0,1.9550010763697755e-05
35461,0,19,4,5,500.00000000000006,600.0,100.0,4.245315808396631e-06
35461,0,19,5,0,600.0,700.0,100.0,2.5032644320774547e-05
35461,0,19,5,1,600.0,700.0,100.0,-4.6690159199530336e-06
35461,0,19,5,2,600.0,700.0,100.0,-2.134046608704692e-05
35461,0,19,5,3,600.0,700.0,100.0,-3.5832640347342925e-05
35461,0,19,5,4,600.0,700.0,100.0,1.3198144900847785e-05
35461,0,19,5,5,600.0,700.0,100.0,2.3611333132720653e-05
35461,0,19,6,0,700.0,800.0,100.0,2.7698405301389308e-06
35461,0,19,6,1,700.0,800.0,100.0,-5.503301044991428e-07
35461,0,19,6,2,700.0,800.0,100.0,3.9864939444571826e-06
35461,0,19,6,3,700.0,800.0,100.0,-2.521338564407164e-05
35461,0,19,6,4,700.0,800.0,100.0,1.3833712954032355e-06
35461,0,19,6,5,700.0,800.0,100.0,1.7624009978571503e-05
35461,0,19,7,0,800.0,900.0,100.0,-2.8983311981786292e-06
35461,0,19,7,1,800.0,900.0,100.0,-2.4515186284060797e-05
35461,0,19,7,2,800.0,900.0,100.0,1.582294921585478e-05
35461,0,19,7,3,800.0,900.0,100.0,-2.5016539801369686e-05
35461,0,19,7,4,800.0,900.0,100.0,4.49068720410996e-06
35461,0,19,7,5,800.0,900.0,100.0,3.211642086364435e-05
35461,0,19,8,0,900.0,1000.0000000000001,100.0,-3.294143330531113e-06
35461,0,19,8,1,900.0,1000.0000000000001,100.0,-6.527713467843211e-06
35461,0,19,8,2,900.0,1000.0000000000001,100.0,-1.4043470363305706e-05
35461,0,19,8,3,900.0,1000.0000000000001,100.0,-4.836537208882399e-06
35461,0,19,8,4,900.0,1000.0000000000001,100.0,9.700410312266789e-06
35461,0,19,8,5,900.0,1000.0000000000001,100.0,1.9001454058295713e-05
35461,0,19,9,0,1000.0000000000001,1100.0,100.0,-1.8965168698539542e-05
35461,0,19,9,1,1000.0000000000001,1100.0,100.0,-2.0453868266959303e-05
35461,0,19,9,2,1000.0000000000001,1100.0,100.0,-1.6685138898692922e-06
35461,0,19,9,3,1000.0000000000001,1100.0,100.0,1.0290190337516318e-05
35461,0,19,9,4,1000.0000000000001,1100.0,100.0,8.219074922198696e-06
35461,0,19,9,5,1000.0000000000001,1100.0,100.0,2.257828559565315e-05
35461,0,19,10,0,1100.0,1200.0,100.0,-1.0726961438093434e-05
35461,0,19,10,1,1100.0,1200.0,100.0,2.6804525251575003e-06
35461,0,19,10,2,1100.0,1200.0,100.0,-9.976598669409516e-07
35461,0,19,10,3,1100.0,1200.0,100.0,1.1882232754381709e-05
35461,0,19,10,4,1100.0,1200.0,100.0,-8.97021638485233e-06
35461,0,19,10,5,1100.0,1200.0,100.0,6.132152410347505e-06
35461,0,19,11,0,1200.0,1300.0,100.0,-2.1768053757990608e-05
35461,0,19,11,1,1200.0,1300.0,100.0,1.7360314890708316e-05
35461,0,19,11,2,1200.0,1300.0,100.0,2.7846396289971684e-05
35461,0,19,11,3,1200.0,1300.0,100.0,-6.735998510216074e-07
35461,0,19,11,4,1200.0,1300.0,100.0,2.100714758377824e-06
35461,0,19,11,5,1200.0,1300.0,100.0,-2.4865772330045624e-05
35461,0,19,12,0,1300.0,1400.0,100.0,-3.890967514380509e-05
35461,0,19,12,1,1300.0,1400.0,100.0,-7.570028423668466e-06
35461,0,19,12,2,1300.0,1400.0,100.0,1.4940306745259087e-05
35461,0,19,12,3,1300.0,1400.0,100.0,8.50601644471473e-06
35461,0,19,12,4,1300.0,1400.0,100.0,5.763581999336773e-06
35461,0,19,12,5,1300.0,1400.0,100.0,1.726979837816292e-05
35461,0,19,13,0,1400.0,1500.0,100.0,9.73571360153397e-07
35461,0,19,13,1,1400.0,1500.0,100.0,6.5394216450944e-06
35461,0,19,13,2,1400.0,1500.0,100.0,-9.938860467386839e-06
35461,0,19,13,3,1400.0,1500.0,100.0,-1.5947911861865748e-05
35461,0,19,13,4,1400.0,1500.0,100.0,2.81627104101653e-05
35461,0,19,13,5,1400.0,1500.0,100.0,-9.788931086160486e-06
35461,0,19,14,0,1500.0,1600.0,100.0,-3.105138748896372e-05
35461,0,19,14,1,1500.0,1600.0,100.0,4.928786968408204e-07
35461,0,19,14,2,1500.0,1600.0,100.0,2.316756767103192e-05
35461,0,19,14,3,1500.0,1600.0,100.0,-2.0564294185845706e-06
35461,0,19,14,4,1500.0,1600.0,100.0,1.4669348042195077e-05
35461,0,19,14,5,1500.0,1600.0,100.0,-5.221977502519635e-06
35461,0,19,15,0,1600.0,1700.0,100.0,-3.7239769455609945e-06
35461,0,19,15,1,1600.0,1700.0,100.0,1.3309560305953982e-05
35461,0,19,15,2,1600.0,1700.0,100.0,7.687450654037505e-07
35461,0,19,15,3,1600.0,1700.0,100.0,-1.4350908037254295e-05
35461,0,19,15,4,1600.0,1700.0,100.0,6.532928755983765e-06
35461,0,19,15,5,1600.0,1700.0,100.0,-2.5363491445261944e-06
35461,0,19,16,0,1700.0,1800.0,100.0,1.4477790760181357e-06
35461,0,19,16,1,1700.0,1800.0,100.0,1.820799199238679e-05
35461,0,19,16,2,1700.0,1800.0,100.0,-1.8309028734554768e-06
35461,0,19,16,3,1700.0,1800.0,100.0,-6.0571562336292914e-06
35461,0,19,16,4,1700.0,1800.0,100.0,1.483144061331577e-07
35461,0,19,16,5,1700.0,1800.0,100.0,-1.1916026367453311e-05
35461,0,19,17,0,1800.0,1900.0,100.0,-1.4451681019066065e-05
35461,0,19,17,1,1800.0,1900.0,100.0,-2.885515599641793e-06
35461,0,19,17,2,1800.0,1900.0,100.0,-2.401349715221292e-06
35461,0,19,17,3,1800.0,1900.0,100.0,2.2086875475451013e-05
35461,0,19,17,4,1800.0,1900.0,100.0,7.2641195722921805e-06
35461,0,19,17,5,1800.0,1900.0,100.0,-9.612448713814073e-06
35461,0,19,18,0,1900.0,2000.0000000000002,100.0,-3.0021843788463325e-05
35461,0,19,18,1,1900.0,2000.0000000000002,100.0,5.642748943786078e-06
35461,0,19,18,2,1900.0,2000.0000000000002,100.0,1.7596098596316376e-05
35461,0,19,18,3,1900.0,2000.0000000000002,100.0,4.455754666731431e-05
35461,0,19,18,4,1900.0,2000.0000000000002,100.0,-2.403874852667756e-06
35461,0,19,18,5,1900.0,2000.0000000000002,100.0,-3.5370675566285817e-05
35461,0,20,0,0,100.0,195.0,95.0,-8.727815824438303e-06
35461,0,20,0,1,100.0,195.0,95.0,-2.78153616517917e-05
35461,0,20,0,2,100.0,195.0,95.0,-1.3407431605565687e-05
35461,0,20,0,3,100.0,195.0,95.0,1.25785807372195e-05
35461,0,20,0,4,100.0,195.0,95.0,1.6918069380620376e-05
35461,0,20,0,5,100.0,195.0,95.0,2.0453958963955857e-05
35461,0,20,1,0,195.0,290.0,95.0,-4.247691587871051e-06
35461,0,20,1,1,195.0,290.0,95.0,1.4434355465920919e-05
35461,0,20,1,2,195.0,290.0,95.0,1.2958454192734894e-05
35461,0,20,1,3,195.0,290.0,95.0,-2.723633690572618e-05
35461,0,20,1,4,195.0,290.0,95.0,-2.0967666000325264e-05
35461,0,20,1,5,195.0,290.0,95.0,2.5058884835266915e-05
35461,0,20,2,0,290.0,385.0,95.0,-9.101599040105987e-06
35461,0,20,2,1,290.0,385.0,95.0,3.126584798732924e-05
35461,0,20,2,2,290.0,385.0,95.0,4.774987694405705e-05
35461,0,20,2,3,290.0,385.0,95.0,-1.5383643159200704e-05
35461,0,20,2,4,290.0,385.0,95.0,-5.110380069334139e-05
35461,0,20,2,5,290.0,385.0,95.0,-3.4266820387381867e-06
35461,0,20,3,0,385.0,480.0,95.0,5.873640058990494e-06
35461,0,20,3,1,385.0,480.0,95.0,4.468502984350231e-05
35461,0,20,3,2,385.0,480.0,95.0,-2.001082464755337e-06
35461,0,20,3,3,385.0,480.0,95.0,-5.018735456703329e-06
35461,0,20,3,4,385.0,480.0,95.0,-3.9836338544367917e-05
35461,0,20,3,5,385.0,480.0,95.0,-3.7025134366661107e-06
35461,0,20,4,0,480.0,575.0,95.0,-1.6003579558782468e-05
35461,0,20,4,1,480.0,575.0,95.0,2.759181395157319e-05
35461,0,20,4,2,480.0,575.0,95.0,-4.7452125925047815e-06
35461,0,20,4,3,480.0,575.0,95.0,1.2987381296101736e-05
35461,0,20,4,4,480.0,575.0,95.0,-1.3346581590567542e-06
35461,0,20,4,5,480.0,575.0,95.0,-1.8495744937330888e-05
35461,0,20,5,0,575.0,670.0,95.0,2.4410156779369935e-05
35461,0,20,5,1,575.0,670.0,95.0,-1.6122709618499953e-05
35461,0,20,5,2,575.0,670.0,95.0,-5.370061651061275e-05
35461,0,20,5,3,575.0,670.0,95.0,-3.432139917026493e-05
35461,0,20,5,4,575.0,670.0,95.0,2.7604671408301774e-05
35461,0,20,5,5,575.0,670.0,95.0,5.21298971117061e-05
35461,0,20,6,0,670.0,765.0,95.0,2.774233336007885e-06
35461,0,20,6,1,670.0,765.0,95.0,-3.025615343052561e-05
35461,0,20,6,2,670.0,765.0,95.0,1.8874343787774303e-05
35461,0,20,6,3,670.0,765.0,95.0,-1.0727838141554155e-05
35461,0,20,6,4,670.0,765.0,95.0,1.8559807078981364e-05
35461,0,20,6,5,670.0,765.0,95.0,7.756073693163302e-07
35461,0,20,7,0,765.0,860.0,95.0,7.98299988878662e-06
35461,0,20,7,1,765.0,860.0,95.0,1.2273408486328217e-05
35461,0,20,7,2,765.0,860.0,95.0,-2.003532374146228e-06
35461,0,20,7,3,765.0,860.0,95.0,-3.584112197624631e-05
35461,0,20,7,4,765.0,860.0,95.0,-4.5427452169344944e-06
35461,0,20,7,5,765.0,860.0,95.0,2.2130991192212132e-05
35461,0,20,8,0,860.0,954.9999999999999,95.0,-2.115627619141648e-05
35461,0,20,8,1,860.0,954.9999999999999,95.0,-1.3810959449985762e-05
35461,0,20,8,2,860.0,954.9999999999999,95.0,6.047308641679778e-06
35461,0,20,8,3,860.0,954.9999999999999,95.0,4.3739417869518765e-06
35461,0,20,8,4,860.0,954.9999999999999,95.0,2.6786301529085912e-06
35461,0,20,8,5,860.0,954.9999999999999,95.0,2.186735505986231e-05
35461,0,20,9,0,954.9999999999999,1050.0,95.0,4.049829988315183e-06
35461,0,20,9,1,954.9999999999999,1050.0,95.0,-2.791306317198942e-05
35461,0,20,9,2,954.9999999999999,1050.0,95.0,8.02218640563388e-07
35461,0,20,9,3,954.9999999999999,1050.0,95.0,-2.3807376790486633e-05
35461,0,20,9,4,954.9999999999999,1050.0,95.0,4.42746822666085e-06
35461,0,20,9,5,954.9999999999999,1050.0,95.0,4.244092310693659e-05
35461,0,20,10,0,1050.0,1145.0,95.0,-1.5542697263030023e-05
35461,0,20,10,1,1050.0,1145.0,95.0,-1.1108778517973642e-05
35461,0,20,10,2,1050.0,1145.0,95.0,-5.980644596897188e-06
35461,0,20,10,3,1050.0,1145.0,95.0,2.3583904698095028e-05
35461,0,20,10,4,1050.0,1145.0,95.0,-4.2140344979349566e-06
35461,0,20,10,5,1050.0,1145.0,95.0,1.3262250177740833e-05
35461,0,20,11,0,1145.0,1240.0,95.0,-1.2529432719336015e-05
35461,0,20,11,1,1145.0,1240.0,95.0,1.6111134346645342e-05
35461,0,20,11,2,1145.0,1240.0,95.0,8.104876328201271e-06
35461,0,20,11,3,1145.0,1240.0,95.0,9.625520658175289e-06
35461,0,20,11,4,1145.0,1240.0,95.0,-9.58265327246714e-06
35461,0,20,11,5,1145.0,1240.0,95.0,-1.1729445341218754e-05
35461,0,20,12,0,1240.0,1335.0,95.0,-3.8097464884033536e-05
35461,0,20,12,1,1240.0,1335.0,95.0,1.902437550767391e-05
35461,0,20,12,2,1240.0,1335.0,95.0,2.6277314793523872e-05
35461,0,20,12,3,1240.0,1335.0,95.0,-1.1902587811718327e-05
35461,0,20,12,4,1240.0,1335.0,95.0,2.385720133146484e-05
35461,0,20,12,5,1240.0,1335.0,95.0,-1.91588389369106e-05
35461,0,20,13,0,1335.0,1430.0,95.0,-3.1752665865765924e-05
35461,0,20,13,1,1335.0,1430.0,95.0,1.6895454000026743e-06
35461,0,20,13,2,1335.0,1430.0,95.0,-2.7312837701679567e-06
35461,0,20,13,3,1335.0,1430.0,95.0,1.2518565071874113e-05
35461,0,20,13,4,1335.0,1430.0,95.0,1.0445947509690592e-05
35461,0,20,13,5,1335.0,1430.0,95.0,9.829891654366451e-06
35461,0,20,14,0,1430.0,1525.0,95.0,-2.0536386424448417e-05
35461,0,20,14,1,1430.0,1525.0,95.0,-1.5643304322712134e-05
35461,0,20,14,2,1430.0,1525.0,95.0,1.2236859868279082e-05
35461,0,20,14,3,1430.0,1525.0,95.0,6.92125640279239e-07
35461,0,20,14,4,1430.0,1525.0,95.0,2.661291131224407e-05
35461,0,20,14,5,1430.0,1525.0,95.0,-3.3622060736418893e-06
35461,0,20,15,0,1525.0,1620.0,95.0,-4.886132618001631e-06
35461,0,20,15,1,1525.0,1620.0,95.0,2.1094785581460162e-05
35461,0,20,15,2,1525.0,1620.0,95.0,1.8748208608224522e-06
35461,0,20,15,3,1525.0,1620.0,95.0,-1.991073725591602e-05
35461,0,20,15,4,1525.0,1620.0,95.0,1.4278231832444856e-05
35461,0,20,15,5,1525.0,1620.0,95.0,-1.2450968400809727e-05
35461,0,20,16,0,1620.0,1715.0,95.0,1.2278418248631044e-06
35461,0,20,16,1,1620.0,1715.0,95.0,-8.750002473802472e-08
35461,0,20,16,2,1620.0,1715.0,95.0,1.5983734024584352e-05
35461,0,20,16,3,1620.0,1715.0,95.0,-7.338296183574525e-06
35461,0,20,16,4,1620.0,1715.0,95.0,-9.03071204561268e-06
35461,0,20,16,5,1620.0,1715.0,95.0,-7.550675955221698e-07
35461,0,20,17,0,1715.0,1810.0,95.0,-6.8192873965671145e-06
35461,0,20,17,1,1715.0,1810.0,95.0,3.231161292004434e-05
35461,0,20,17,2,1715.0,1810.0,95.0,-3.4248744309416976e-06
35461,0,20,17,3,1715.0,1810.0,95.0,-9.470607820018569e-06
35461,0,20,17,4,1715.0,1810.0,95.0,4.252986476427311e-06
35461,0,20,17,5,1715.0,1810.0,95.0,-1.6849829748944243e-05
35461,0,20,18,0,1810.0,1905.0,95.0,-1.6901227175577825e-05
35461,0,20,18,1,1810.0,1905.0,95.0,-1.6399649141964953e-05
35461,0,20,18,2,1810.0,1905.0,95.0,-1.1571201290051911e-05
35461,0,20,18,3,1810.0,1905.0,95.0,2.906372668554649e-05
35461,0,20,18,4,1810.0,1905.0,95.0,1.2924201673198354e-05
35461,0,20,18,5,1810.0,1905.0,95.0,2.884149248849829e-06
35461,0,20,19,0,1905.0,2000.0000000000002,95.0,-2.914968386293865e-05
35461,0,20,19,1,1905.0,2000.0000000000002,95.0,8.423950623544008e-06
35461,0,20,19,2,1905.0,2000.0000000000002,95.0,2.4418731044959047e-05
35461,0,20,19,3,1905.0,2000.0000000000002,95.0,4.035447784626908e-05
35461,0,20,19,4,1905.0,2000.0000000000002,95.0,-4.5988583348226485e-06
35461,0,20,19,5,1905.0,2000.0000000000002,95.0,-3.9448617317010903e-05
35461,0,38,0,0,100.0,150.0,50.0,-4.249330805373534e-05
35461,0,38,0,1,100.0,150.0,50.0,-3.336635069811965e-05
35461,0,38,0,2,100.0,150.0,50.0,1.8823148587077652e-05
35461,0,38,0,3,100.0,150.0,50.0,6.564698650293204e-05
35461,0,38,0,4,100.0,150.0,50.0,9.160619204599933e-06
35461,0,38,0,5,100.0,150.0,50.0,-1.7771095542754463e-05
35461,0,38,1,0,150.0,200.0,50.0,2.6446070958237527e-05
35461,0,38,1,1,150.0,200.0,50.0,-9.356524439452599e-06
35461,0,38,1,2,150.0,200.0,50.0,-3.743545328858678e-05
35461,0,38,1,3,150.0,200.0,50.0,-5.9879431167837606e-05
35461,0,38,1,4,150.0,200.0,50.0,1.73366870380945e-05
