seed,axis,nw,half_band_cycles_ps,independent_fdt_loss_A2_eV,null_temperature_K,observed_full_rms_A2_eV,observed_rms_to_conditional_std,predicted_loss_std_A2_eV,predicted_snr,expected_power_eV_ps,expected_work_eV,desired_snr,conditional_duration_ps,conditional_work_at_snr_eV,confidence_interval,stationarity_certified,production_clock_calibrated
35461,0,2.0,0.005,4.509868722916869e-06,293.10099403153646,4.845823422495266e-06,1.159729150335709,4.178409606322766e-06,1.0793266213280142,3.097222124364603e-05,0.05884722036292746,3.0,14678.792538966123,0.4546348101064394,False,False,False
35461,1,2.0,0.005,4.6184727469430036e-05,293.10099403153646,1.7992723353249823e-05,0.5984445497777021,3.006581538746303e-05,1.5361209025679154,6.27360791068798e-05,0.11919855030307161,3.0,7246.783933243654,0.4546348101064394,False,False,False
35461,0,2.0,0.01,4.487717903172703e-06,293.10099403153646,4.845823422495266e-06,1.1625877669573135,4.1681355681021795e-06,1.076672730492793,3.082009706176947e-05,0.05855818441736199,3.0,14751.245240897939,0.4546348101064394,False,False,False
35461,1,2.0,0.01,5.055085056594344e-05,293.10099403153646,1.7992723353249823e-05,0.5720169197129393,3.145487962537766e-05,1.6070908923510627,6.866690210793669e-05,0.1304671140050797,3.0,6620.872591453221,0.4546348101064394,False,False,False
35461,0,2.0,0.02,4.66114231778703e-06,293.10099403153646,4.845823422495266e-06,1.140754897421293,4.247909374265567e-06,1.0972791335956664,3.2011116062209616e-05,0.06082112051819827,3.0,14202.404228047322,0.4546348101064394,False,False,False
35461,1,2.0,0.02,4.71906720198994e-05,293.10099403153646,1.7992723353249823e-05,0.592031790408049,3.0391481749398305e-05,1.5527598295148504,6.410252685602268e-05,0.12179480102644309,3.0,7092.307158617487,0.4546348101064394,False,False,False
35461,0,3.0,0.005,4.467184140922125e-06,293.10099403153646,4.845823422495266e-06,1.1652566664465656,4.158588886062792e-06,1.0742067233175097,3.067907827242919e-05,0.05829024871761546,3.0,14819.050496540263,0.4546348101064394,False,False,False
35461,1,3.0,0.005,4.653562334143623e-05,293.10099403153646,1.7992723353249823e-05,0.5961840334202381,3.0179814192654026e-05,1.5419453229358622,6.321272652672283e-05,0.12010418040077338,3.0,7192.140492694063,0.4546348101064394,False,False,False
35461,0,3.0,0.01,4.361046734841403e-06,293.10099403153646,4.845823422495266e-06,1.1793511998590958,4.108889212199238e-06,1.0613687811035433,2.995016321406965e-05,0.05690531010673233,3.0,15179.710603141762,0.4546348101064394,False,False,False
35461,1,3.0,0.01,5.0959996105611e-05,293.10099403153646,1.7992723353249823e-05,0.5697159989557139,3.158191693094521e-05,1.613581475026881,6.922267429387847e-05,0.1315230811583691,3.0,6567.715199449378,0.45463481010643936,False,False,False
35461,0,3.0,0.02,4.6307579960474104e-06,293.10099403153646,4.845823422495266e-06,1.1444912612332887,4.234041435382801e-06,1.0936969008733242,3.180244703145145e-05,0.06042464935975776,3.0,14295.592086257459,0.45463481010643936,False,False,False
35461,1,3.0,0.02,4.662932750817594e-05,293.10099403153646,1.7992723353249823e-05,0.5955847000693253,3.021018396066167e-05,1.5434969733681374,6.334001172118713e-05,0.12034602227025555,3.0,7177.687495665,0.4546348101064394,False,False,False
49277,0,2.0,0.005,4.767244281046569e-06,300.1642456787363,4.7774415909716235e-06,1.0989091449783637,4.347440016131348e-06,1.0965635554159507,3.27397877115108e-05,0.06220559665187052,3.0,14220.946238672219,0.46559076091093643,False,False,False
49277,1,2.0,0.005,4.1777561835049374e-05,300.1642456787363,2.8201760768329724e-05,0.9745632958578789,2.8937844148444516e-05,1.443699869995154,5.674950503737518e-05,0.10782405957101285,3.0,8204.31403946693,0.4655907609109365,False,False,False
49277,0,2.0,0.01,4.397894229355933e-06,300.1642456787363,4.7774415909716235e-06,1.1441240127768324,4.175632656617871e-06,1.053228238931843,3.0203219083873312e-05,0.05738611625935929,3.0,15415.269465748228,0.46559076091093643,False,False,False
49277,1,2.0,0.01,3.961788883076346e-05,300.1642456787363,2.8201760768329724e-05,1.0007738106258188,2.8179954819855026e-05,1.4058890116761116,5.381586389958661e-05,0.10225014140921457,3.0,8651.552296543416,0.46559076091093643,False,False,False
49277,0,2.0,0.02,5.055942992530936e-06,300.1642456787363,4.7774415909716235e-06,1.0670736765669606,4.477143140051802e-06,1.1292788357158572,3.4722470781510696e-05,0.06597269448487032,3.0,13408.917926395317,0.4655907609109364,False,False,False
49277,1,2.0,0.02,4.2659450036926676e-05,300.1642456787363,2.8201760768329724e-05,0.9644372368536162,2.9241675549914745e-05,1.4588579222865719,5.7947438012794796e-05,0.11010013222431012,3.0,8034.708295613242,0.46559076091093643,False,False,False
49277,0,3.0,0.005,4.782099836818057e-06,300.1642456787363,4.7774415909716235e-06,1.0972009409803654,4.3542084339655305e-06,1.0982707670847145,3.284181053929596e-05,0.06239944002466232,3.0,14176.768980316925,0.46559076091093643,False,False,False
49277,1,3.0,0.005,4.3213905600281025e-05,300.1642456787363,2.8201760768329724e-05,0.9582301616888693,2.9431092753983506e-05,1.4683078865439685,5.870059538731589e-05,0.1115311312359002,3.0,7931.619054949858,0.46559076091093643,False,False,False
49277,0,3.0,0.01,4.397460547311366e-06,300.1642456787363,4.7774415909716235e-06,1.144180428724488,4.175426769270499e-06,1.0531763075513498,3.020024070533083e-05,0.057380457340128574,3.0,15416.789735346452,0.46559076091093643,False,False,False
49277,1,3.0,0.01,3.976198127122635e-05,300.1642456787363,2.8201760768329724e-05,0.9989588253355741,2.8231154330966624e-05,1.40844333905297,5.401159515619231e-05,0.10262203079676539,3.0,8620.200154513628,0.4655907609109365,False,False,False
49277,0,3.0,0.02,5.118424581019342e-06,300.1642456787363,4.7774415909716235e-06,1.0605406916989522,4.504722570633585e-06,1.136235251064405,3.5151572757912736e-05,0.0667879882400342,3.0,13245.23269890194,0.46559076091093643,False,False,False
49277,1,3.0,0.02,4.2902939023212334e-05,300.1642456787363,2.8201760768329724e-05,0.9616965856950499,2.932500872710012e-05,1.4630153880760637,5.827818683696794e-05,0.11072855499023909,3.0,7989.108552972268,0.46559076091093643,False,False,False
