case,winding,y_reference,z_reference,y_displaced,z_displaced,all_rows_free
wider_core_near_R8r5,1.0,0.38490017945975047,0.2721655269759087,0.37417339459674154,0.2662199054624131,True
wider_core_R10r7,1.0,0.38490017945975047,0.2721655269759087,0.37431324549652634,0.2658942667589791,True
wider_core_recovered_R8r5,1.0,0.38490017945975047,0.2721655269759087,0.3741733945773446,0.266219905488162,True
